scenario_id,fleet_size,hotpatch_delivery_success,hotpatch_delivery_delay_h,ota_rollout_duration_days,attack_attempt_level,attack_attempt_rate_per_vehicle_day,rollback_failure_rate,effective_hotpatch_success,ota_only_exposure_vehicle_days,hotpatch_first_exposure_vehicle_days,exposure_reduction_vehicle_days,exposure_reduction_fraction,ota_only_expected_attack_attempts,hotpatch_first_expected_attack_attempts,ota_only_expected_successful_attacks,hotpatch_first_expected_successful_attacks,attack_success_probability,model
FS0503,100,1.00,6,60,high,0.2000,0.01,0.990000,3000.000000,54.698438,2945.301562,0.981767,600.000000,10.939688,464.400000,8.467318,0.774000,uniform_ota_closed_form_expectation
FS0504,100,1.00,6,60,high,0.2000,0.05,0.950000,3000.000000,173.700521,2826.299479,0.942100,600.000000,34.740104,464.400000,26.888841,0.774000,uniform_ota_closed_form_expectation
FS0505,100,1.00,24,7,low,0.0100,0.00,1.000000,350.000000,92.857143,257.142857,0.734694,3.500000,0.928571,2.709000,0.718714,0.774000,uniform_ota_closed_form_expectation
FS0506,100,1.00,24,7,low,0.0100,0.01,0.990000,350.000000,95.428571,254.571429,0.727347,3.500000,0.954286,2.709000,0.738617,0.774000,uniform_ota_closed_form_expectation
FS0507,100,1.00,24,7,low,0.0100,0.05,0.950000,350.000000,105.714286,244.285714,0.697959,3.500000,1.057143,2.709000,0.818229,0.774000,uniform_ota_closed_form_expectation
FS0508,100,1.00,24,7,medium,0.0500,0.00,1.000000,350.000000,92.857143,257.142857,0.734694,17.500000,4.642857,13.545000,3.593571,0.774000,uniform_ota_closed_form_expectation
FS0509,100,1.00,24,7,medium,0.0500,0.01,0.990000,350.000000,95.428571,254.571429,0.727347,17.500000,4.771429,13.545000,3.693086,0.774000,uniform_ota_closed_form_expectation
FS0510,100,1.00,24,7,medium,0.0500,0.05,0.950000,350.000000,105.714286,244.285714,0.697959,17.500000,5.285714,13.545000,4.091143,0.774000,uniform_ota_closed_form_expectation
FS0511,100,1.00,24,7,high,0.2000,0.00,1.000000,350.000000,92.857143,257.142857,0.734694,70.000000,18.571429,54.180000,14.374286,0.774000,uniform_ota_closed_form_expectation
FS0512,100,1.00,24,7,high,0.2000,0.01,0.990000,350.000000,95.428571,254.571429,0.727347,70.000000,19.085714,54.180000,14.772343,0.774000,uniform_ota_closed_form_expectation
FS0513,100,1.00,24,7,high,0.2000,0.05,0.950000,350.000000,105.714286,244.285714,0.697959,70.000000,21.142857,54.180000,16.364571,0.774000,uniform_ota_closed_form_expectation
FS0514,100,1.00,24,14,low,0.0100,0.00,1.000000,700.000000,96.428571,603.571429,0.862245,7.000000,0.964286,5.418000,0.746357,0.774000,uniform_ota_closed_form_expectation
FS0515,100,1.00,24,14,low,0.0100,0.01,0.990000,700.000000,102.464286,597.535714,0.853622,7.000000,1.024643,5.418000,0.793074,0.774000,uniform_ota_closed_form_expectation
FS0516,100,1.00,24,14,low,0.0100,0.05,0.950000,700.000000,126.607143,573.392857,0.819133,7.000000,1.266071,5.418000,0.979939,0.774000,uniform_ota_closed_form_expectation
FS0517,100,1.00,24,14,medium,0.0500,0.00,1.000000,700.000000,96.428571,603.571429,0.862245,35.000000,4.821429,27.090000,3.731786,0.774000,uniform_ota_closed_form_expectation
FS0518,100,1.00,24,14,medium,0.0500,0.01,0.990000,700.000000,102.464286,597.535714,0.853622,35.000000,5.123214,27.090000,3.965368,0.774000,uniform_ota_closed_form_expectation
FS0519,100,1.00,24,14,medium,0.0500,0.05,0.950000,700.000000,126.607143,573.392857,0.819133,35.000000,6.330357,27.090000,4.899696,0.774000,uniform_ota_closed_form_expectation
FS0520,100,1.00,24,14,high,0.2000,0.00,1.000000,700.000000,96.428571,603.571429,0.862245,140.000000,19.285714,108.360000,14.927143,0.774000,uniform_ota_closed_form_expectation
FS0521,100,1.00,24,14,high,0.2000,0.01,0.990000,700.000000,102.464286,597.535714,0.853622,140.000000,20.492857,108.360000,15.861471,0.774000,uniform_ota_closed_form_expectation
FS0522,100,1.00,24,14,high,0.2000,0.05,0.950000,700.000000,126.607143,573.392857,0.819133,140.000000,25.321429,108.360000,19.598786,0.774000,uniform_ota_closed_form_expectation
FS0523,100,1.00,24,30,low,0.0100,0.00,1.000000,1500.000000,98.333333,1401.666667,0.934444,15.000000,0.983333,11.610000,0.761100,0.774000,uniform_ota_closed_form_expectation
FS0524,100,1.00,24,30,low,0.0100,0.01,0.990000,1500.000000,112.350000,1387.650000,0.925100,15.000000,1.123500,11.610000,0.869589,0.774000,uniform_ota_closed_form_expectation
FS0525,100,1.00,24,30,low,0.0100,0.05,0.950000,1500.000000,168.416667,1331.583333,0.887722,15.000000,1.684167,11.610000,1.303545,0.774000,uniform_ota_closed_form_expectation
FS0526,100,1.00,24,30,medium,0.0500,0.00,1.000000,1500.000000,98.333333,1401.666667,0.934444,75.000000,4.916667,58.050000,3.805500,0.774000,uniform_ota_closed_form_expectation
FS0527,100,1.00,24,30,medium,0.0500,0.01,0.990000,1500.000000,112.350000,1387.650000,0.925100,75.000000,5.617500,58.050000,4.347945,0.774000,uniform_ota_closed_form_expectation
FS0528,100,1.00,24,30,medium,0.0500,0.05,0.950000,1500.000000,168.416667,1331.583333,0.887722,75.000000,8.420833,58.050000,6.517725,0.774000,uniform_ota_closed_form_expectation
FS0529,100,1.00,24,30,high,0.2000,0.00,1.000000,1500.000000,98.333333,1401.666667,0.934444,300.000000,19.666667,232.200000,15.222000,0.774000,uniform_ota_closed_form_expectation
FS0530,100,1.00,24,30,high,0.2000,0.01,0.990000,1500.000000,112.350000,1387.650000,0.925100,300.000000,22.470000,232.200000,17.391780,0.774000,uniform_ota_closed_form_expectation
FS0531,100,1.00,24,30,high,0.2000,0.05,0.950000,1500.000000,168.416667,1331.583333,0.887722,300.000000,33.683333,232.200000,26.070900,0.774000,uniform_ota_closed_form_expectation
FS0532,100,1.00,24,60,low,0.0100,0.00,1.000000,3000.000000,99.166667,2900.833333,0.966944,30.000000,0.991667,23.220000,0.767550,0.774000,uniform_ota_closed_form_expectation
FS0533,100,1.00,24,60,low,0.0100,0.01,0.990000,3000.000000,128.175000,2871.825000,0.957275,30.000000,1.281750,23.220000,0.992075,0.774000,uniform_ota_closed_form_expectation
FS0534,100,1.00,24,60,low,0.0100,0.05,0.950000,3000.000000,244.208333,2755.791667,0.918597,30.000000,2.442083,23.220000,1.890173,0.774000,uniform_ota_closed_form_expectation
FS0535,100,1.00,24,60,medium,0.0500,0.00,1.000000,3000.000000,99.166667,2900.833333,0.966944,150.000000,4.958333,116.100000,3.837750,0.774000,uniform_ota_closed_form_expectation
FS0536,100,1.00,24,60,medium,0.0500,0.01,0.990000,3000.000000,128.175000,2871.825000,0.957275,150.000000,6.408750,116.100000,4.960373,0.774000,uniform_ota_closed_form_expectation
FS0537,100,1.00,24,60,medium,0.0500,0.05,0.950000,3000.000000,244.208333,2755.791667,0.918597,150.000000,12.210417,116.100000,9.450863,0.774000,uniform_ota_closed_form_expectation
FS0538,100,1.00,24,60,high,0.2000,0.00,1.000000,3000.000000,99.166667,2900.833333,0.966944,600.000000,19.833333,464.400000,15.351000,0.774000,uniform_ota_closed_form_expectation
FS0539,100,1.00,24,60,high,0.2000,0.01,0.990000,3000.000000,128.175000,2871.825000,0.957275,600.000000,25.635000,464.400000,19.841490,0.774000,uniform_ota_closed_form_expectation
FS0540,100,1.00,24,60,high,0.2000,0.05,0.950000,3000.000000,244.208333,2755.791667,0.918597,600.000000,48.841667,464.400000,37.803450,0.774000,uniform_ota_closed_form_expectation
FS0541,100,1.00,72,7,low,0.0100,0.00,1.000000,350.000000,235.714286,114.285714,0.326531,3.500000,2.357143,2.709000,1.824429,0.774000,uniform_ota_closed_form_expectation
FS0542,100,1.00,72,7,low,0.0100,0.01,0.990000,350.000000,236.857143,113.142857,0.323265,3.500000,2.368571,2.709000,1.833274,0.774000,uniform_ota_closed_form_expectation
FS0543,100,1.00,72,7,low,0.0100,0.05,0.950000,350.000000,241.428571,108.571429,0.310204,3.500000,2.414286,2.709000,1.868657,0.774000,uniform_ota_closed_form_expectation
FS0544,100,1.00,72,7,medium,0.0500,0.00,1.000000,350.000000,235.714286,114.285714,0.326531,17.500000,11.785714,13.545000,9.122143,0.774000,uniform_ota_closed_form_expectation
FS0545,100,1.00,72,7,medium,0.0500,0.01,0.990000,350.000000,236.857143,113.142857,0.323265,17.500000,11.842857,13.545000,9.166371,0.774000,uniform_ota_closed_form_expectation
FS0546,100,1.00,72,7,medium,0.0500,0.05,0.950000,350.000000,241.428571,108.571429,0.310204,17.500000,12.071429,13.545000,9.343286,0.774000,uniform_ota_closed_form_expectation
FS0547,100,1.00,72,7,high,0.2000,0.00,1.000000,350.000000,235.714286,114.285714,0.326531,70.000000,47.142857,54.180000,36.488571,0.774000,uniform_ota_closed_form_expectation
FS0548,100,1.00,72,7,high,0.2000,0.01,0.990000,350.000000,236.857143,113.142857,0.323265,70.000000,47.371429,54.180000,36.665486,0.774000,uniform_ota_closed_form_expectation
FS0549,100,1.00,72,7,high,0.2000,0.05,0.950000,350.000000,241.428571,108.571429,0.310204,70.000000,48.285714,54.180000,37.373143,0.774000,uniform_ota_closed_form_expectation
FS0550,100,1.00,72,14,low,0.0100,0.00,1.000000,700.000000,267.857143,432.142857,0.617347,7.000000,2.678571,5.418000,2.073214,0.774000,uniform_ota_closed_form_expectation
FS0551,100,1.00,72,14,low,0.0100,0.01,0.990000,700.000000,272.178571,427.821429,0.611173,7.000000,2.721786,5.418000,2.106662,0.774000,uniform_ota_closed_form_expectation
FS0552,100,1.00,72,14,low,0.0100,0.05,0.950000,700.000000,289.464286,410.535714,0.586480,7.000000,2.894643,5.418000,2.240454,0.774000,uniform_ota_closed_form_expectation
FS0553,100,1.00,72,14,medium,0.0500,0.00,1.000000,700.000000,267.857143,432.142857,0.617347,35.000000,13.392857,27.090000,10.366071,0.774000,uniform_ota_closed_form_expectation
FS0554,100,1.00,72,14,medium,0.0500,0.01,0.990000,700.000000,272.178571,427.821429,0.611173,35.000000,13.608929,27.090000,10.533311,0.774000,uniform_ota_closed_form_expectation
FS0555,100,1.00,72,14,medium,0.0500,0.05,0.950000,700.000000,289.464286,410.535714,0.586480,35.000000,14.473214,27.090000,11.202268,0.774000,uniform_ota_closed_form_expectation
FS0556,100,1.00,72,14,high,0.2000,0.00,1.000000,700.000000,267.857143,432.142857,0.617347,140.000000,53.571429,108.360000,41.464286,0.774000,uniform_ota_closed_form_expectation
FS0557,100,1.00,72,14,high,0.2000,0.01,0.990000,700.000000,272.178571,427.821429,0.611173,140.000000,54.435714,108.360000,42.133243,0.774000,uniform_ota_closed_form_expectation
FS0558,100,1.00,72,14,high,0.2000,0.05,0.950000,700.000000,289.464286,410.535714,0.586480,140.000000,57.892857,108.360000,44.809071,0.774000,uniform_ota_closed_form_expectation
FS0559,100,1.00,72,30,low,0.0100,0.00,1.000000,1500.000000,285.000000,1215.000000,0.810000,15.000000,2.850000,11.610000,2.205900,0.774000,uniform_ota_closed_form_expectation
FS0560,100,1.00,72,30,low,0.0100,0.01,0.990000,1500.000000,297.150000,1202.850000,0.801900,15.000000,2.971500,11.610000,2.299941,0.774000,uniform_ota_closed_form_expectation
FS0561,100,1.00,72,30,low,0.0100,0.05,0.950000,1500.000000,345.750000,1154.250000,0.769500,15.000000,3.457500,11.610000,2.676105,0.774000,uniform_ota_closed_form_expectation
FS0562,100,1.00,72,30,medium,0.0500,0.00,1.000000,1500.000000,285.000000,1215.000000,0.810000,75.000000,14.250000,58.050000,11.029500,0.774000,uniform_ota_closed_form_expectation
FS0563,100,1.00,72,30,medium,0.0500,0.01,0.990000,1500.000000,297.150000,1202.850000,0.801900,75.000000,14.857500,58.050000,11.499705,0.774000,uniform_ota_closed_form_expectation
FS0564,100,1.00,72,30,medium,0.0500,0.05,0.950000,1500.000000,345.750000,1154.250000,0.769500,75.000000,17.287500,58.050000,13.380525,0.774000,uniform_ota_closed_form_expectation
FS0565,100,1.00,72,30,high,0.2000,0.00,1.000000,1500.000000,285.000000,1215.000000,0.810000,300.000000,57.000000,232.200000,44.118000,0.774000,uniform_ota_closed_form_expectation
FS0566,100,1.00,72,30,high,0.2000,0.01,0.990000,1500.000000,297.150000,1202.850000,0.801900,300.000000,59.430000,232.200000,45.998820,0.774000,uniform_ota_closed_form_expectation
FS0567,100,1.00,72,30,high,0.2000,0.05,0.950000,1500.000000,345.750000,1154.250000,0.769500,300.000000,69.150000,232.200000,53.522100,0.774000,uniform_ota_closed_form_expectation
FS0568,100,1.00,72,60,low,0.0100,0.00,1.000000,3000.000000,292.500000,2707.500000,0.902500,30.000000,2.925000,23.220000,2.263950,0.774000,uniform_ota_closed_form_expectation
FS0569,100,1.00,72,60,low,0.0100,0.01,0.990000,3000.000000,319.575000,2680.425000,0.893475,30.000000,3.195750,23.220000,2.473511,0.774000,uniform_ota_closed_form_expectation
FS0570,100,1.00,72,60,low,0.0100,0.05,0.950000,3000.000000,427.875000,2572.125000,0.857375,30.000000,4.278750,23.220000,3.311753,0.774000,uniform_ota_closed_form_expectation
FS0571,100,1.00,72,60,medium,0.0500,0.00,1.000000,3000.000000,292.500000,2707.500000,0.902500,150.000000,14.625000,116.100000,11.319750,0.774000,uniform_ota_closed_form_expectation
FS0572,100,1.00,72,60,medium,0.0500,0.01,0.990000,3000.000000,319.575000,2680.425000,0.893475,150.000000,15.978750,116.100000,12.367553,0.774000,uniform_ota_closed_form_expectation
FS0573,100,1.00,72,60,medium,0.0500,0.05,0.950000,3000.000000,427.875000,2572.125000,0.857375,150.000000,21.393750,116.100000,16.558763,0.774000,uniform_ota_closed_form_expectation
FS0574,100,1.00,72,60,high,0.2000,0.00,1.000000,3000.000000,292.500000,2707.500000,0.902500,600.000000,58.500000,464.400000,45.279000,0.774000,uniform_ota_closed_form_expectation
FS0575,100,1.00,72,60,high,0.2000,0.01,0.990000,3000.000000,319.575000,2680.425000,0.893475,600.000000,63.915000,464.400000,49.470210,0.774000,uniform_ota_closed_form_expectation
FS0576,100,1.00,72,60,high,0.2000,0.05,0.950000,3000.000000,427.875000,2572.125000,0.857375,600.000000,85.575000,464.400000,66.235050,0.774000,uniform_ota_closed_form_expectation
FS0577,1000,0.70,1,7,low,0.0100,0.00,0.700000,3500.000000,1079.079861,2420.920139,0.691691,35.000000,10.790799,27.090000,8.352078,0.774000,uniform_ota_closed_form_expectation
FS0578,1000,0.70,1,7,low,0.0100,0.01,0.693000,3500.000000,1103.289063,2396.710938,0.684775,35.000000,11.032891,27.090000,8.539457,0.774000,uniform_ota_closed_form_expectation
FS0579,1000,0.70,1,7,low,0.0100,0.05,0.665000,3500.000000,1200.125868,2299.874132,0.657107,35.000000,12.001259,27.090000,9.288974,0.774000,uniform_ota_closed_form_expectation
FS0580,1000,0.70,1,7,medium,0.0500,0.00,0.700000,3500.000000,1079.079861,2420.920139,0.691691,175.000000,53.953993,135.450000,41.760391,0.774000,uniform_ota_closed_form_expectation
FS0581,1000,0.70,1,7,medium,0.0500,0.01,0.693000,3500.000000,1103.289063,2396.710938,0.684775,175.000000,55.164453,135.450000,42.697287,0.774000,uniform_ota_closed_form_expectation
FS0582,1000,0.70,1,7,medium,0.0500,0.05,0.665000,3500.000000,1200.125868,2299.874132,0.657107,175.000000,60.006293,135.450000,46.444871,0.774000,uniform_ota_closed_form_expectation
FS0583,1000,0.70,1,7,high,0.2000,0.00,0.700000,3500.000000,1079.079861,2420.920139,0.691691,700.000000,215.815972,541.800000,167.041563,0.774000,uniform_ota_closed_form_expectation
FS0584,1000,0.70,1,7,high,0.2000,0.01,0.693000,3500.000000,1103.289063,2396.710938,0.684775,700.000000,220.657813,541.800000,170.789147,0.774000,uniform_ota_closed_form_expectation
FS0585,1000,0.70,1,7,high,0.2000,0.05,0.665000,3500.000000,1200.125868,2299.874132,0.657107,700.000000,240.025174,541.800000,185.779484,0.774000,uniform_ota_closed_form_expectation
FS0586,1000,0.70,1,14,low,0.0100,0.00,0.700000,7000.000000,2129.123264,4870.876736,0.695840,70.000000,21.291233,54.180000,16.479414,0.774000,uniform_ota_closed_form_expectation
FS0587,1000,0.70,1,14,low,0.0100,0.01,0.693000,7000.000000,2177.832031,4822.167969,0.688881,70.000000,21.778320,54.180000,16.856420,0.774000,uniform_ota_closed_form_expectation
FS0588,1000,0.70,1,14,low,0.0100,0.05,0.665000,7000.000000,2372.667101,4627.332899,0.661048,70.000000,23.726671,54.180000,18.364443,0.774000,uniform_ota_closed_form_expectation
FS0589,1000,0.70,1,14,medium,0.0500,0.00,0.700000,7000.000000,2129.123264,4870.876736,0.695840,350.000000,106.456163,270.900000,82.397070,0.774000,uniform_ota_closed_form_expectation
FS0590,1000,0.70,1,14,medium,0.0500,0.01,0.693000,7000.000000,2177.832031,4822.167969,0.688881,350.000000,108.891602,270.900000,84.282100,0.774000,uniform_ota_closed_form_expectation
FS0591,1000,0.70,1,14,medium,0.0500,0.05,0.665000,7000.000000,2372.667101,4627.332899,0.661048,350.000000,118.633355,270.900000,91.822217,0.774000,uniform_ota_closed_form_expectation
FS0592,1000,0.70,1,14,high,0.2000,0.00,0.700000,7000.000000,2129.123264,4870.876736,0.695840,1400.000000,425.824653,1083.600000,329.588281,0.774000,uniform_ota_closed_form_expectation
FS0593,1000,0.70,1,14,high,0.2000,0.01,0.693000,7000.000000,2177.832031,4822.167969,0.688881,1400.000000,435.566406,1083.600000,337.128398,0.774000,uniform_ota_closed_form_expectation
FS0594,1000,0.70,1,14,high,0.2000,0.05,0.665000,7000.000000,2372.667101,4627.332899,0.661048,1400.000000,474.533420,1083.600000,367.288867,0.774000,uniform_ota_closed_form_expectation
FS0595,1000,0.70,1,30,low,0.0100,0.00,0.700000,15000.000000,4529.146412,10470.853588,0.698057,150.000000,45.291464,116.100000,35.055593,0.774000,uniform_ota_closed_form_expectation
FS0596,1000,0.70,1,30,low,0.0100,0.01,0.693000,15000.000000,4633.854948,10366.145052,0.691076,150.000000,46.338549,116.100000,35.866037,0.774000,uniform_ota_closed_form_expectation
FS0597,1000,0.70,1,30,low,0.0100,0.05,0.665000,15000.000000,5052.689091,9947.310909,0.663154,150.000000,50.526891,116.100000,39.107814,0.774000,uniform_ota_closed_form_expectation
FS0598,1000,0.70,1,30,medium,0.0500,0.00,0.700000,15000.000000,4529.146412,10470.853588,0.698057,750.000000,226.457321,580.500000,175.277966,0.774000,uniform_ota_closed_form_expectation
FS0599,1000,0.70,1,30,medium,0.0500,0.01,0.693000,15000.000000,4633.854948,10366.145052,0.691076,750.000000,231.692747,580.500000,179.330186,0.774000,uniform_ota_closed_form_expectation
FS0600,1000,0.70,1,30,medium,0.0500,0.05,0.665000,15000.000000,5052.689091,9947.310909,0.663154,750.000000,252.634455,580.500000,195.539068,0.774000,uniform_ota_closed_form_expectation
FS0601,1000,0.70,1,30,high,0.2000,0.00,0.700000,15000.000000,4529.146412,10470.853588,0.698057,3000.000000,905.829282,2322.000000,701.111865,0.774000,uniform_ota_closed_form_expectation
FS0602,1000,0.70,1,30,high,0.2000,0.01,0.693000,15000.000000,4633.854948,10366.145052,0.691076,3000.000000,926.770990,2322.000000,717.320746,0.774000,uniform_ota_closed_form_expectation
FS0603,1000,0.70,1,30,high,0.2000,0.05,0.665000,15000.000000,5052.689091,9947.310909,0.663154,3000.000000,1010.537818,2322.000000,782.156271,0.774000,uniform_ota_closed_form_expectation
FS0604,1000,0.70,1,60,low,0.0100,0.00,0.700000,30000.000000,9029.156539,20970.843461,0.699028,300.000000,90.291565,232.200000,69.885672,0.774000,uniform_ota_closed_form_expectation
FS0605,1000,0.70,1,60,low,0.0100,0.01,0.693000,30000.000000,9238.864974,20761.135026,0.692038,300.000000,92.388650,232.200000,71.508815,0.774000,uniform_ota_closed_form_expectation
FS0606,1000,0.70,1,60,low,0.0100,0.05,0.665000,30000.000000,10077.698712,19922.301288,0.664077,300.000000,100.776987,232.200000,78.001388,0.774000,uniform_ota_closed_form_expectation
FS0607,1000,0.70,1,60,medium,0.0500,0.00,0.700000,30000.000000,9029.156539,20970.843461,0.699028,1500.000000,451.457827,1161.000000,349.428358,0.774000,uniform_ota_closed_form_expectation
FS0608,1000,0.70,1,60,medium,0.0500,0.01,0.693000,30000.000000,9238.864974,20761.135026,0.692038,1500.000000,461.943249,1161.000000,357.544074,0.774000,uniform_ota_closed_form_expectation
FS0609,1000,0.70,1,60,medium,0.0500,0.05,0.665000,30000.000000,10077.698712,19922.301288,0.664077,1500.000000,503.884936,1161.000000,390.006940,0.774000,uniform_ota_closed_form_expectation
FS0610,1000,0.70,1,60,high,0.2000,0.00,0.700000,30000.000000,9029.156539,20970.843461,0.699028,6000.000000,1805.831308,4644.000000,1397.713432,0.774000,uniform_ota_closed_form_expectation
FS0611,1000,0.70,1,60,high,0.2000,0.01,0.693000,30000.000000,9238.864974,20761.135026,0.692038,6000.000000,1847.772995,4644.000000,1430.176298,0.774000,uniform_ota_closed_form_expectation
FS0612,1000,0.70,1,60,high,0.2000,0.05,0.665000,30000.000000,10077.698712,19922.301288,0.664077,6000.000000,2015.539742,4644.000000,1560.027761,0.774000,uniform_ota_closed_form_expectation
FS0613,1000,0.70,6,7,low,0.0100,0.00,0.700000,3500.000000,1221.875000,2278.125000,0.650893,35.000000,12.218750,27.090000,9.457313,0.774000,uniform_ota_closed_form_expectation
FS0614,1000,0.70,6,7,low,0.0100,0.01,0.693000,3500.000000,1244.656250,2255.343750,0.644384,35.000000,12.446563,27.090000,9.633639,0.774000,uniform_ota_closed_form_expectation
FS0615,1000,0.70,6,7,low,0.0100,0.05,0.665000,3500.000000,1335.781250,2164.218750,0.618348,35.000000,13.357813,27.090000,10.338947,0.774000,uniform_ota_closed_form_expectation
FS0616,1000,0.70,6,7,medium,0.0500,0.00,0.700000,3500.000000,1221.875000,2278.125000,0.650893,175.000000,61.093750,135.450000,47.286563,0.774000,uniform_ota_closed_form_expectation
FS0617,1000,0.70,6,7,medium,0.0500,0.01,0.693000,3500.000000,1244.656250,2255.343750,0.644384,175.000000,62.232813,135.450000,48.168197,0.774000,uniform_ota_closed_form_expectation
FS0618,1000,0.70,6,7,medium,0.0500,0.05,0.665000,3500.000000,1335.781250,2164.218750,0.618348,175.000000,66.789063,135.450000,51.694734,0.774000,uniform_ota_closed_form_expectation
FS0619,1000,0.70,6,7,high,0.2000,0.00,0.700000,3500.000000,1221.875000,2278.125000,0.650893,700.000000,244.375000,541.800000,189.146250,0.774000,uniform_ota_closed_form_expectation
FS0620,1000,0.70,6,7,high,0.2000,0.01,0.693000,3500.000000,1244.656250,2255.343750,0.644384,700.000000,248.931250,541.800000,192.672788,0.774000,uniform_ota_closed_form_expectation
FS0621,1000,0.70,6,7,high,0.2000,0.05,0.665000,3500.000000,1335.781250,2164.218750,0.618348,700.000000,267.156250,541.800000,206.778938,0.774000,uniform_ota_closed_form_expectation
FS0622,1000,0.70,6,14,low,0.0100,0.00,0.700000,7000.000000,2273.437500,4726.562500,0.675223,70.000000,22.734375,54.180000,17.596406,0.774000,uniform_ota_closed_form_expectation
FS0623,1000,0.70,6,14,low,0.0100,0.01,0.693000,7000.000000,2320.703125,4679.296875,0.668471,70.000000,23.207031,54.180000,17.962242,0.774000,uniform_ota_closed_form_expectation
FS0624,1000,0.70,6,14,low,0.0100,0.05,0.665000,7000.000000,2509.765625,4490.234375,0.641462,70.000000,25.097656,54.180000,19.425586,0.774000,uniform_ota_closed_form_expectation
FS0625,1000,0.70,6,14,medium,0.0500,0.00,0.700000,7000.000000,2273.437500,4726.562500,0.675223,350.000000,113.671875,270.900000,87.982031,0.774000,uniform_ota_closed_form_expectation
FS0626,1000,0.70,6,14,medium,0.0500,0.01,0.693000,7000.000000,2320.703125,4679.296875,0.668471,350.000000,116.035156,270.900000,89.811211,0.774000,uniform_ota_closed_form_expectation
FS0627,1000,0.70,6,14,medium,0.0500,0.05,0.665000,7000.000000,2509.765625,4490.234375,0.641462,350.000000,125.488281,270.900000,97.127930,0.774000,uniform_ota_closed_form_expectation
FS0628,1000,0.70,6,14,high,0.2000,0.00,0.700000,7000.000000,2273.437500,4726.562500,0.675223,1400.000000,454.687500,1083.600000,351.928125,0.774000,uniform_ota_closed_form_expectation
FS0629,1000,0.70,6,14,high,0.2000,0.01,0.693000,7000.000000,2320.703125,4679.296875,0.668471,1400.000000,464.140625,1083.600000,359.244844,0.774000,uniform_ota_closed_form_expectation
FS0630,1000,0.70,6,14,high,0.2000,0.05,0.665000,7000.000000,2509.765625,4490.234375,0.641462,1400.000000,501.953125,1083.600000,388.511719,0.774000,uniform_ota_closed_form_expectation
FS0631,1000,0.70,6,30,low,0.0100,0.00,0.700000,15000.000000,4674.270833,10325.729167,0.688382,150.000000,46.742708,116.100000,36.178856,0.774000,uniform_ota_closed_form_expectation
FS0632,1000,0.70,6,30,low,0.0100,0.01,0.693000,15000.000000,4777.528125,10222.471875,0.681498,150.000000,47.775281,116.100000,36.978068,0.774000,uniform_ota_closed_form_expectation
FS0633,1000,0.70,6,30,low,0.0100,0.05,0.665000,15000.000000,5190.557292,9809.442708,0.653963,150.000000,51.905573,116.100000,40.174913,0.774000,uniform_ota_closed_form_expectation
FS0634,1000,0.70,6,30,medium,0.0500,0.00,0.700000,15000.000000,4674.270833,10325.729167,0.688382,750.000000,233.713542,580.500000,180.894281,0.774000,uniform_ota_closed_form_expectation
FS0635,1000,0.70,6,30,medium,0.0500,0.01,0.693000,15000.000000,4777.528125,10222.471875,0.681498,750.000000,238.876406,580.500000,184.890338,0.774000,uniform_ota_closed_form_expectation
FS0636,1000,0.70,6,30,medium,0.0500,0.05,0.665000,15000.000000,5190.557292,9809.442708,0.653963,750.000000,259.527865,580.500000,200.874567,0.774000,uniform_ota_closed_form_expectation
FS0637,1000,0.70,6,30,high,0.2000,0.00,0.700000,15000.000000,4674.270833,10325.729167,0.688382,3000.000000,934.854167,2322.000000,723.577125,0.774000,uniform_ota_closed_form_expectation
FS0638,1000,0.70,6,30,high,0.2000,0.01,0.693000,15000.000000,4777.528125,10222.471875,0.681498,3000.000000,955.505625,2322.000000,739.561354,0.774000,uniform_ota_closed_form_expectation
FS0639,1000,0.70,6,30,high,0.2000,0.05,0.665000,15000.000000,5190.557292,9809.442708,0.653963,3000.000000,1038.111458,2322.000000,803.498269,0.774000,uniform_ota_closed_form_expectation
FS0640,1000,0.70,6,60,low,0.0100,0.00,0.700000,30000.000000,9174.635417,20825.364583,0.694179,300.000000,91.746354,232.200000,71.011678,0.774000,uniform_ota_closed_form_expectation
FS0641,1000,0.70,6,60,low,0.0100,0.01,0.693000,30000.000000,9382.889063,20617.110938,0.687237,300.000000,93.828891,232.200000,72.623561,0.774000,uniform_ota_closed_form_expectation
FS0642,1000,0.70,6,60,low,0.0100,0.05,0.665000,30000.000000,10215.903646,19784.096354,0.659470,300.000000,102.159036,232.200000,79.071094,0.774000,uniform_ota_closed_form_expectation
FS0643,1000,0.70,6,60,medium,0.0500,0.00,0.700000,30000.000000,9174.635417,20825.364583,0.694179,1500.000000,458.731771,1161.000000,355.058391,0.774000,uniform_ota_closed_form_expectation
FS0644,1000,0.70,6,60,medium,0.0500,0.01,0.693000,30000.000000,9382.889063,20617.110938,0.687237,1500.000000,469.144453,1161.000000,363.117807,0.774000,uniform_ota_closed_form_expectation
FS0645,1000,0.70,6,60,medium,0.0500,0.05,0.665000,30000.000000,10215.903646,19784.096354,0.659470,1500.000000,510.795182,1161.000000,395.355471,0.774000,uniform_ota_closed_form_expectation
FS0646,1000,0.70,6,60,high,0.2000,0.00,0.700000,30000.000000,9174.635417,20825.364583,0.694179,6000.000000,1834.927083,4644.000000,1420.233563,0.774000,uniform_ota_closed_form_expectation
