scenario_id,fleet_size,hotpatch_delivery_success,hotpatch_delivery_delay_h,ota_rollout_duration_days,attack_attempt_level,attack_attempt_rate_per_vehicle_day,rollback_failure_rate,effective_hotpatch_success,ota_only_exposure_vehicle_days,hotpatch_first_exposure_vehicle_days,exposure_reduction_vehicle_days,exposure_reduction_fraction,ota_only_expected_attack_attempts,hotpatch_first_expected_attack_attempts,ota_only_expected_successful_attacks,hotpatch_first_expected_successful_attacks,attack_success_probability,model
FS1286,10000,0.70,72,30,high,0.2000,0.01,0.693000,150000.000000,65800.500000,84199.500000,0.561330,30000.000000,13160.100000,23220.000000,10185.917400,0.774000,uniform_ota_closed_form_expectation
FS1287,10000,0.70,72,30,high,0.2000,0.05,0.665000,150000.000000,69202.500000,80797.500000,0.538650,30000.000000,13840.500000,23220.000000,10712.547000,0.774000,uniform_ota_closed_form_expectation
FS1288,10000,0.70,72,60,low,0.0100,0.00,0.700000,300000.000000,110475.000000,189525.000000,0.631750,3000.000000,1104.750000,2322.000000,855.076500,0.774000,uniform_ota_closed_form_expectation
FS1289,10000,0.70,72,60,low,0.0100,0.01,0.693000,300000.000000,112370.250000,187629.750000,0.625432,3000.000000,1123.702500,2322.000000,869.745735,0.774000,uniform_ota_closed_form_expectation
FS1290,10000,0.70,72,60,low,0.0100,0.05,0.665000,300000.000000,119951.250000,180048.750000,0.600162,3000.000000,1199.512500,2322.000000,928.422675,0.774000,uniform_ota_closed_form_expectation
FS1291,10000,0.70,72,60,medium,0.0500,0.00,0.700000,300000.000000,110475.000000,189525.000000,0.631750,15000.000000,5523.750000,11610.000000,4275.382500,0.774000,uniform_ota_closed_form_expectation
FS1292,10000,0.70,72,60,medium,0.0500,0.01,0.693000,300000.000000,112370.250000,187629.750000,0.625432,15000.000000,5618.512500,11610.000000,4348.728675,0.774000,uniform_ota_closed_form_expectation
FS1293,10000,0.70,72,60,medium,0.0500,0.05,0.665000,300000.000000,119951.250000,180048.750000,0.600162,15000.000000,5997.562500,11610.000000,4642.113375,0.774000,uniform_ota_closed_form_expectation
FS1294,10000,0.70,72,60,high,0.2000,0.00,0.700000,300000.000000,110475.000000,189525.000000,0.631750,60000.000000,22095.000000,46440.000000,17101.530000,0.774000,uniform_ota_closed_form_expectation
FS1295,10000,0.70,72,60,high,0.2000,0.01,0.693000,300000.000000,112370.250000,187629.750000,0.625432,60000.000000,22474.050000,46440.000000,17394.914700,0.774000,uniform_ota_closed_form_expectation
FS1296,10000,0.70,72,60,high,0.2000,0.05,0.665000,300000.000000,119951.250000,180048.750000,0.600162,60000.000000,23990.250000,46440.000000,18568.453500,0.774000,uniform_ota_closed_form_expectation
FS1297,10000,0.85,1,7,low,0.0100,0.00,0.850000,35000.000000,5603.112599,29396.887401,0.839911,350.000000,56.031126,270.900000,43.368092,0.774000,uniform_ota_closed_form_expectation
FS1298,10000,0.85,1,7,low,0.0100,0.01,0.841500,35000.000000,5897.081473,29102.918527,0.831512,350.000000,58.970815,270.900000,45.643411,0.774000,uniform_ota_closed_form_expectation
FS1299,10000,0.85,1,7,low,0.0100,0.05,0.807500,35000.000000,7072.956969,27927.043031,0.797916,350.000000,70.729570,270.900000,54.744687,0.774000,uniform_ota_closed_form_expectation
FS1300,10000,0.85,1,7,medium,0.0500,0.00,0.850000,35000.000000,5603.112599,29396.887401,0.839911,1750.000000,280.155630,1354.500000,216.840458,0.774000,uniform_ota_closed_form_expectation
FS1301,10000,0.85,1,7,medium,0.0500,0.01,0.841500,35000.000000,5897.081473,29102.918527,0.831512,1750.000000,294.854074,1354.500000,228.217053,0.774000,uniform_ota_closed_form_expectation
FS1302,10000,0.85,1,7,medium,0.0500,0.05,0.807500,35000.000000,7072.956969,27927.043031,0.797916,1750.000000,353.647848,1354.500000,273.723435,0.774000,uniform_ota_closed_form_expectation
FS1303,10000,0.85,1,7,high,0.2000,0.00,0.850000,35000.000000,5603.112599,29396.887401,0.839911,7000.000000,1120.622520,5418.000000,867.361830,0.774000,uniform_ota_closed_form_expectation
FS1304,10000,0.85,1,7,high,0.2000,0.01,0.841500,35000.000000,5897.081473,29102.918527,0.831512,7000.000000,1179.416295,5418.000000,912.868212,0.774000,uniform_ota_closed_form_expectation
FS1305,10000,0.85,1,7,high,0.2000,0.05,0.807500,35000.000000,7072.956969,27927.043031,0.797916,7000.000000,1414.591394,5418.000000,1094.893739,0.774000,uniform_ota_closed_form_expectation
FS1306,10000,0.85,1,14,low,0.0100,0.00,0.850000,70000.000000,10853.639633,59146.360367,0.844948,700.000000,108.536396,541.800000,84.007171,0.774000,uniform_ota_closed_form_expectation
FS1307,10000,0.85,1,14,low,0.0100,0.01,0.841500,70000.000000,11445.103237,58554.896763,0.836499,700.000000,114.451032,541.800000,88.585099,0.774000,uniform_ota_closed_form_expectation
FS1308,10000,0.85,1,14,low,0.0100,0.05,0.807500,70000.000000,13810.957651,56189.042349,0.802701,700.000000,138.109577,541.800000,106.896812,0.774000,uniform_ota_closed_form_expectation
FS1309,10000,0.85,1,14,medium,0.0500,0.00,0.850000,70000.000000,10853.639633,59146.360367,0.844948,3500.000000,542.681982,2709.000000,420.035854,0.774000,uniform_ota_closed_form_expectation
FS1310,10000,0.85,1,14,medium,0.0500,0.01,0.841500,70000.000000,11445.103237,58554.896763,0.836499,3500.000000,572.255162,2709.000000,442.925495,0.774000,uniform_ota_closed_form_expectation
FS1311,10000,0.85,1,14,medium,0.0500,0.05,0.807500,70000.000000,13810.957651,56189.042349,0.802701,3500.000000,690.547883,2709.000000,534.484061,0.774000,uniform_ota_closed_form_expectation
FS1312,10000,0.85,1,14,high,0.2000,0.00,0.850000,70000.000000,10853.639633,59146.360367,0.844948,14000.000000,2170.727927,10836.000000,1680.143415,0.774000,uniform_ota_closed_form_expectation
FS1313,10000,0.85,1,14,high,0.2000,0.01,0.841500,70000.000000,11445.103237,58554.896763,0.836499,14000.000000,2289.020647,10836.000000,1771.701981,0.774000,uniform_ota_closed_form_expectation
FS1314,10000,0.85,1,14,high,0.2000,0.05,0.807500,70000.000000,13810.957651,56189.042349,0.802701,14000.000000,2762.191530,10836.000000,2137.936244,0.774000,uniform_ota_closed_form_expectation
FS1315,10000,0.85,1,30,low,0.0100,0.00,0.850000,150000.000000,22853.920718,127146.079282,0.847641,1500.000000,228.539207,1161.000000,176.889346,0.774000,uniform_ota_closed_form_expectation
FS1316,10000,0.85,1,30,low,0.0100,0.01,0.841500,150000.000000,24125.381510,125874.618490,0.839164,1500.000000,241.253815,1161.000000,186.730453,0.774000,uniform_ota_closed_form_expectation
FS1317,10000,0.85,1,30,low,0.0100,0.05,0.807500,150000.000000,29211.224682,120788.775318,0.805259,1500.000000,292.112247,1161.000000,226.094879,0.774000,uniform_ota_closed_form_expectation
FS1318,10000,0.85,1,30,medium,0.0500,0.00,0.850000,150000.000000,22853.920718,127146.079282,0.847641,7500.000000,1142.696036,5805.000000,884.446732,0.774000,uniform_ota_closed_form_expectation
FS1319,10000,0.85,1,30,medium,0.0500,0.01,0.841500,150000.000000,24125.381510,125874.618490,0.839164,7500.000000,1206.269076,5805.000000,933.652264,0.774000,uniform_ota_closed_form_expectation
FS1320,10000,0.85,1,30,medium,0.0500,0.05,0.807500,150000.000000,29211.224682,120788.775318,0.805259,7500.000000,1460.561234,5805.000000,1130.474395,0.774000,uniform_ota_closed_form_expectation
FS1321,10000,0.85,1,30,high,0.2000,0.00,0.850000,150000.000000,22853.920718,127146.079282,0.847641,30000.000000,4570.784144,23220.000000,3537.786927,0.774000,uniform_ota_closed_form_expectation
FS1322,10000,0.85,1,30,high,0.2000,0.01,0.841500,150000.000000,24125.381510,125874.618490,0.839164,30000.000000,4825.076302,23220.000000,3734.609058,0.774000,uniform_ota_closed_form_expectation
FS1323,10000,0.85,1,30,high,0.2000,0.05,0.807500,150000.000000,29211.224682,120788.775318,0.805259,30000.000000,5842.244936,23220.000000,4521.897581,0.774000,uniform_ota_closed_form_expectation
FS1324,10000,0.85,1,60,low,0.0100,0.00,0.850000,300000.000000,45354.043692,254645.956308,0.848820,3000.000000,453.540437,2322.000000,351.040298,0.774000,uniform_ota_closed_form_expectation
FS1325,10000,0.85,1,60,low,0.0100,0.01,0.841500,300000.000000,47900.503255,252099.496745,0.840332,3000.000000,479.005033,2322.000000,370.749895,0.774000,uniform_ota_closed_form_expectation
FS1326,10000,0.85,1,60,low,0.0100,0.05,0.807500,300000.000000,58086.341508,241913.658492,0.806379,3000.000000,580.863415,2322.000000,449.588283,0.774000,uniform_ota_closed_form_expectation
FS1327,10000,0.85,1,60,medium,0.0500,0.00,0.850000,300000.000000,45354.043692,254645.956308,0.848820,15000.000000,2267.702185,11610.000000,1755.201491,0.774000,uniform_ota_closed_form_expectation
FS1328,10000,0.85,1,60,medium,0.0500,0.01,0.841500,300000.000000,47900.503255,252099.496745,0.840332,15000.000000,2395.025163,11610.000000,1853.749476,0.774000,uniform_ota_closed_form_expectation
FS1329,10000,0.85,1,60,medium,0.0500,0.05,0.807500,300000.000000,58086.341508,241913.658492,0.806379,15000.000000,2904.317075,11610.000000,2247.941416,0.774000,uniform_ota_closed_form_expectation
FS1330,10000,0.85,1,60,high,0.2000,0.00,0.850000,300000.000000,45354.043692,254645.956308,0.848820,60000.000000,9070.808738,46440.000000,7020.805964,0.774000,uniform_ota_closed_form_expectation
FS1331,10000,0.85,1,60,high,0.2000,0.01,0.841500,300000.000000,47900.503255,252099.496745,0.840332,60000.000000,9580.100651,46440.000000,7414.997904,0.774000,uniform_ota_closed_form_expectation
FS1332,10000,0.85,1,60,high,0.2000,0.05,0.807500,300000.000000,58086.341508,241913.658492,0.806379,60000.000000,11617.268302,46440.000000,8991.765665,0.774000,uniform_ota_closed_form_expectation
FS1333,10000,0.85,6,7,low,0.0100,0.00,0.850000,35000.000000,7337.053571,27662.946429,0.790370,350.000000,73.370536,270.900000,56.788795,0.774000,uniform_ota_closed_form_expectation
FS1334,10000,0.85,6,7,low,0.0100,0.01,0.841500,35000.000000,7613.683036,27386.316964,0.782466,350.000000,76.136830,270.900000,58.929907,0.774000,uniform_ota_closed_form_expectation
FS1335,10000,0.85,6,7,low,0.0100,0.05,0.807500,35000.000000,8720.200893,26279.799107,0.750851,350.000000,87.202009,270.900000,67.494355,0.774000,uniform_ota_closed_form_expectation
FS1336,10000,0.85,6,7,medium,0.0500,0.00,0.850000,35000.000000,7337.053571,27662.946429,0.790370,1750.000000,366.852679,1354.500000,283.943973,0.774000,uniform_ota_closed_form_expectation
FS1337,10000,0.85,6,7,medium,0.0500,0.01,0.841500,35000.000000,7613.683036,27386.316964,0.782466,1750.000000,380.684152,1354.500000,294.649533,0.774000,uniform_ota_closed_form_expectation
FS1338,10000,0.85,6,7,medium,0.0500,0.05,0.807500,35000.000000,8720.200893,26279.799107,0.750851,1750.000000,436.010045,1354.500000,337.471775,0.774000,uniform_ota_closed_form_expectation
FS1339,10000,0.85,6,7,high,0.2000,0.00,0.850000,35000.000000,7337.053571,27662.946429,0.790370,7000.000000,1467.410714,5418.000000,1135.775893,0.774000,uniform_ota_closed_form_expectation
FS1340,10000,0.85,6,7,high,0.2000,0.01,0.841500,35000.000000,7613.683036,27386.316964,0.782466,7000.000000,1522.736607,5418.000000,1178.598134,0.774000,uniform_ota_closed_form_expectation
FS1341,10000,0.85,6,7,high,0.2000,0.05,0.807500,35000.000000,8720.200893,26279.799107,0.750851,7000.000000,1744.040179,5418.000000,1349.887098,0.774000,uniform_ota_closed_form_expectation
FS1342,10000,0.85,6,14,low,0.0100,0.00,0.850000,70000.000000,12606.026786,57393.973214,0.819914,700.000000,126.060268,541.800000,97.570647,0.774000,uniform_ota_closed_form_expectation
FS1343,10000,0.85,6,14,low,0.0100,0.01,0.841500,70000.000000,13179.966518,56820.033482,0.811715,700.000000,131.799665,541.800000,102.012941,0.774000,uniform_ota_closed_form_expectation
FS1344,10000,0.85,6,14,low,0.0100,0.05,0.807500,70000.000000,15475.725446,54524.274554,0.778918,700.000000,154.757254,541.800000,119.782115,0.774000,uniform_ota_closed_form_expectation
FS1345,10000,0.85,6,14,medium,0.0500,0.00,0.850000,70000.000000,12606.026786,57393.973214,0.819914,3500.000000,630.301339,2709.000000,487.853237,0.774000,uniform_ota_closed_form_expectation
FS1346,10000,0.85,6,14,medium,0.0500,0.01,0.841500,70000.000000,13179.966518,56820.033482,0.811715,3500.000000,658.998326,2709.000000,510.064704,0.774000,uniform_ota_closed_form_expectation
FS1347,10000,0.85,6,14,medium,0.0500,0.05,0.807500,70000.000000,15475.725446,54524.274554,0.778918,3500.000000,773.786272,2709.000000,598.910575,0.774000,uniform_ota_closed_form_expectation
FS1348,10000,0.85,6,14,high,0.2000,0.00,0.850000,70000.000000,12606.026786,57393.973214,0.819914,14000.000000,2521.205357,10836.000000,1951.412946,0.774000,uniform_ota_closed_form_expectation
FS1349,10000,0.85,6,14,high,0.2000,0.01,0.841500,70000.000000,13179.966518,56820.033482,0.811715,14000.000000,2635.993304,10836.000000,2040.258817,0.774000,uniform_ota_closed_form_expectation
FS1350,10000,0.85,6,14,high,0.2000,0.05,0.807500,70000.000000,15475.725446,54524.274554,0.778918,14000.000000,3095.145089,10836.000000,2395.642299,0.774000,uniform_ota_closed_form_expectation
FS1351,10000,0.85,6,30,low,0.0100,0.00,0.850000,150000.000000,24616.145833,125383.854167,0.835892,1500.000000,246.161458,1161.000000,190.528969,0.774000,uniform_ota_closed_form_expectation
FS1352,10000,0.85,6,30,low,0.0100,0.01,0.841500,150000.000000,25869.984375,124130.015625,0.827533,1500.000000,258.699844,1161.000000,200.233679,0.774000,uniform_ota_closed_form_expectation
FS1353,10000,0.85,6,30,low,0.0100,0.05,0.807500,150000.000000,30885.338542,119114.661458,0.794098,1500.000000,308.853385,1161.000000,239.052520,0.774000,uniform_ota_closed_form_expectation
FS1354,10000,0.85,6,30,medium,0.0500,0.00,0.850000,150000.000000,24616.145833,125383.854167,0.835892,7500.000000,1230.807292,5805.000000,952.644844,0.774000,uniform_ota_closed_form_expectation
FS1355,10000,0.85,6,30,medium,0.0500,0.01,0.841500,150000.000000,25869.984375,124130.015625,0.827533,7500.000000,1293.499219,5805.000000,1001.168395,0.774000,uniform_ota_closed_form_expectation
FS1356,10000,0.85,6,30,medium,0.0500,0.05,0.807500,150000.000000,30885.338542,119114.661458,0.794098,7500.000000,1544.266927,5805.000000,1195.262602,0.774000,uniform_ota_closed_form_expectation
FS1357,10000,0.85,6,30,high,0.2000,0.00,0.850000,150000.000000,24616.145833,125383.854167,0.835892,30000.000000,4923.229167,23220.000000,3810.579375,0.774000,uniform_ota_closed_form_expectation
FS1358,10000,0.85,6,30,high,0.2000,0.01,0.841500,150000.000000,25869.984375,124130.015625,0.827533,30000.000000,5173.996875,23220.000000,4004.673581,0.774000,uniform_ota_closed_form_expectation
FS1359,10000,0.85,6,30,high,0.2000,0.05,0.807500,150000.000000,30885.338542,119114.661458,0.794098,30000.000000,6177.067708,23220.000000,4781.050406,0.774000,uniform_ota_closed_form_expectation
FS1360,10000,0.85,6,60,low,0.0100,0.00,0.850000,300000.000000,47120.572917,252879.427083,0.842931,3000.000000,471.205729,2322.000000,364.713234,0.774000,uniform_ota_closed_form_expectation
FS1361,10000,0.85,6,60,low,0.0100,0.01,0.841500,300000.000000,49649.367187,250350.632812,0.834502,3000.000000,496.493672,2322.000000,384.286102,0.774000,uniform_ota_closed_form_expectation
FS1362,10000,0.85,6,60,low,0.0100,0.05,0.807500,300000.000000,59764.544271,240235.455729,0.800785,3000.000000,597.645443,2322.000000,462.577573,0.774000,uniform_ota_closed_form_expectation
FS1363,10000,0.85,6,60,medium,0.0500,0.00,0.850000,300000.000000,47120.572917,252879.427083,0.842931,15000.000000,2356.028646,11610.000000,1823.566172,0.774000,uniform_ota_closed_form_expectation
FS1364,10000,0.85,6,60,medium,0.0500,0.01,0.841500,300000.000000,49649.367187,250350.632812,0.834502,15000.000000,2482.468359,11610.000000,1921.430510,0.774000,uniform_ota_closed_form_expectation
FS1365,10000,0.85,6,60,medium,0.0500,0.05,0.807500,300000.000000,59764.544271,240235.455729,0.800785,15000.000000,2988.227214,11610.000000,2312.887863,0.774000,uniform_ota_closed_form_expectation
FS1366,10000,0.85,6,60,high,0.2000,0.00,0.850000,300000.000000,47120.572917,252879.427083,0.842931,60000.000000,9424.114583,46440.000000,7294.264688,0.774000,uniform_ota_closed_form_expectation
FS1367,10000,0.85,6,60,high,0.2000,0.01,0.841500,300000.000000,49649.367187,250350.632812,0.834502,60000.000000,9929.873437,46440.000000,7685.722041,0.774000,uniform_ota_closed_form_expectation
FS1368,10000,0.85,6,60,high,0.2000,0.05,0.807500,300000.000000,59764.544271,240235.455729,0.800785,60000.000000,11952.908854,46440.000000,9251.551453,0.774000,uniform_ota_closed_form_expectation
FS1369,10000,0.85,24,7,low,0.0100,0.00,0.850000,35000.000000,13142.857143,21857.142857,0.624490,350.000000,131.428571,270.900000,101.725714,0.774000,uniform_ota_closed_form_expectation
FS1370,10000,0.85,24,7,low,0.0100,0.01,0.841500,35000.000000,13361.428571,21638.571429,0.618245,350.000000,133.614286,270.900000,103.417457,0.774000,uniform_ota_closed_form_expectation
FS1371,10000,0.85,24,7,low,0.0100,0.05,0.807500,35000.000000,14235.714286,20764.285714,0.593265,350.000000,142.357143,270.900000,110.184429,0.774000,uniform_ota_closed_form_expectation
FS1372,10000,0.85,24,7,medium,0.0500,0.00,0.850000,35000.000000,13142.857143,21857.142857,0.624490,1750.000000,657.142857,1354.500000,508.628571,0.774000,uniform_ota_closed_form_expectation
FS1373,10000,0.85,24,7,medium,0.0500,0.01,0.841500,35000.000000,13361.428571,21638.571429,0.618245,1750.000000,668.071429,1354.500000,517.087286,0.774000,uniform_ota_closed_form_expectation
FS1374,10000,0.85,24,7,medium,0.0500,0.05,0.807500,35000.000000,14235.714286,20764.285714,0.593265,1750.000000,711.785714,1354.500000,550.922143,0.774000,uniform_ota_closed_form_expectation
FS1375,10000,0.85,24,7,high,0.2000,0.00,0.850000,35000.000000,13142.857143,21857.142857,0.624490,7000.000000,2628.571429,5418.000000,2034.514286,0.774000,uniform_ota_closed_form_expectation
FS1376,10000,0.85,24,7,high,0.2000,0.01,0.841500,35000.000000,13361.428571,21638.571429,0.618245,7000.000000,2672.285714,5418.000000,2068.349143,0.774000,uniform_ota_closed_form_expectation
FS1377,10000,0.85,24,7,high,0.2000,0.05,0.807500,35000.000000,14235.714286,20764.285714,0.593265,7000.000000,2847.142857,5418.000000,2203.688571,0.774000,uniform_ota_closed_form_expectation
FS1378,10000,0.85,24,14,low,0.0100,0.00,0.850000,70000.000000,18696.428571,51303.571429,0.732908,700.000000,186.964286,541.800000,144.710357,0.774000,uniform_ota_closed_form_expectation
FS1379,10000,0.85,24,14,low,0.0100,0.01,0.841500,70000.000000,19209.464286,50790.535714,0.725579,700.000000,192.094643,541.800000,148.681254,0.774000,uniform_ota_closed_form_expectation
FS1380,10000,0.85,24,14,low,0.0100,0.05,0.807500,70000.000000,21261.607143,48738.392857,0.696263,700.000000,212.616071,541.800000,164.564839,0.774000,uniform_ota_closed_form_expectation
FS1381,10000,0.85,24,14,medium,0.0500,0.00,0.850000,70000.000000,18696.428571,51303.571429,0.732908,3500.000000,934.821429,2709.000000,723.551786,0.774000,uniform_ota_closed_form_expectation
FS1382,10000,0.85,24,14,medium,0.0500,0.01,0.841500,70000.000000,19209.464286,50790.535714,0.725579,3500.000000,960.473214,2709.000000,743.406268,0.774000,uniform_ota_closed_form_expectation
FS1383,10000,0.85,24,14,medium,0.0500,0.05,0.807500,70000.000000,21261.607143,48738.392857,0.696263,3500.000000,1063.080357,2709.000000,822.824196,0.774000,uniform_ota_closed_form_expectation
FS1384,10000,0.85,24,14,high,0.2000,0.00,0.850000,70000.000000,18696.428571,51303.571429,0.732908,14000.000000,3739.285714,10836.000000,2894.207143,0.774000,uniform_ota_closed_form_expectation
FS1385,10000,0.85,24,14,high,0.2000,0.01,0.841500,70000.000000,19209.464286,50790.535714,0.725579,14000.000000,3841.892857,10836.000000,2973.625071,0.774000,uniform_ota_closed_form_expectation
FS1386,10000,0.85,24,14,high,0.2000,0.05,0.807500,70000.000000,21261.607143,48738.392857,0.696263,14000.000000,4252.321429,10836.000000,3291.296786,0.774000,uniform_ota_closed_form_expectation
FS1387,10000,0.85,24,30,low,0.0100,0.00,0.850000,150000.000000,30858.333333,119141.666667,0.794278,1500.000000,308.583333,1161.000000,238.843500,0.774000,uniform_ota_closed_form_expectation
FS1388,10000,0.85,24,30,low,0.0100,0.01,0.841500,150000.000000,32049.750000,117950.250000,0.786335,1500.000000,320.497500,1161.000000,248.065065,0.774000,uniform_ota_closed_form_expectation
FS1389,10000,0.85,24,30,low,0.0100,0.05,0.807500,150000.000000,36815.416667,113184.583333,0.754564,1500.000000,368.154167,1161.000000,284.951325,0.774000,uniform_ota_closed_form_expectation
FS1390,10000,0.85,24,30,medium,0.0500,0.00,0.850000,150000.000000,30858.333333,119141.666667,0.794278,7500.000000,1542.916667,5805.000000,1194.217500,0.774000,uniform_ota_closed_form_expectation
FS1391,10000,0.85,24,30,medium,0.0500,0.01,0.841500,150000.000000,32049.750000,117950.250000,0.786335,7500.000000,1602.487500,5805.000000,1240.325325,0.774000,uniform_ota_closed_form_expectation
FS1392,10000,0.85,24,30,medium,0.0500,0.05,0.807500,150000.000000,36815.416667,113184.583333,0.754564,7500.000000,1840.770833,5805.000000,1424.756625,0.774000,uniform_ota_closed_form_expectation
FS1393,10000,0.85,24,30,high,0.2000,0.00,0.850000,150000.000000,30858.333333,119141.666667,0.794278,30000.000000,6171.666667,23220.000000,4776.870000,0.774000,uniform_ota_closed_form_expectation
FS1394,10000,0.85,24,30,high,0.2000,0.01,0.841500,150000.000000,32049.750000,117950.250000,0.786335,30000.000000,6409.950000,23220.000000,4961.301300,0.774000,uniform_ota_closed_form_expectation
FS1395,10000,0.85,24,30,high,0.2000,0.05,0.807500,150000.000000,36815.416667,113184.583333,0.754564,30000.000000,7363.083333,23220.000000,5699.026500,0.774000,uniform_ota_closed_form_expectation
FS1396,10000,0.85,24,60,low,0.0100,0.00,0.850000,300000.000000,53429.166667,246570.833333,0.821903,3000.000000,534.291667,2322.000000,413.541750,0.774000,uniform_ota_closed_form_expectation
FS1397,10000,0.85,24,60,low,0.0100,0.01,0.841500,300000.000000,55894.875000,244105.125000,0.813684,3000.000000,558.948750,2322.000000,432.626332,0.774000,uniform_ota_closed_form_expectation
FS1398,10000,0.85,24,60,low,0.0100,0.05,0.807500,300000.000000,65757.708333,234242.291667,0.780808,3000.000000,657.577083,2322.000000,508.964663,0.774000,uniform_ota_closed_form_expectation
FS1399,10000,0.85,24,60,medium,0.0500,0.00,0.850000,300000.000000,53429.166667,246570.833333,0.821903,15000.000000,2671.458333,11610.000000,2067.708750,0.774000,uniform_ota_closed_form_expectation
FS1400,10000,0.85,24,60,medium,0.0500,0.01,0.841500,300000.000000,55894.875000,244105.125000,0.813684,15000.000000,2794.743750,11610.000000,2163.131662,0.774000,uniform_ota_closed_form_expectation
FS1401,10000,0.85,24,60,medium,0.0500,0.05,0.807500,300000.000000,65757.708333,234242.291667,0.780808,15000.000000,3287.885417,11610.000000,2544.823313,0.774000,uniform_ota_closed_form_expectation
FS1402,10000,0.85,24,60,high,0.2000,0.00,0.850000,300000.000000,53429.166667,246570.833333,0.821903,60000.000000,10685.833333,46440.000000,8270.835000,0.774000,uniform_ota_closed_form_expectation
FS1403,10000,0.85,24,60,high,0.2000,0.01,0.841500,300000.000000,55894.875000,244105.125000,0.813684,60000.000000,11178.975000,46440.000000,8652.526650,0.774000,uniform_ota_closed_form_expectation
FS1404,10000,0.85,24,60,high,0.2000,0.05,0.807500,300000.000000,65757.708333,234242.291667,0.780808,60000.000000,13151.541667,46440.000000,10179.293250,0.774000,uniform_ota_closed_form_expectation
FS1405,10000,0.85,72,7,low,0.0100,0.00,0.850000,35000.000000,25285.714286,9714.285714,0.277551,350.000000,252.857143,270.900000,195.711429,0.774000,uniform_ota_closed_form_expectation
FS1406,10000,0.85,72,7,low,0.0100,0.01,0.841500,35000.000000,25382.857143,9617.142857,0.274776,350.000000,253.828571,270.900000,196.463314,0.774000,uniform_ota_closed_form_expectation
FS1407,10000,0.85,72,7,low,0.0100,0.05,0.807500,35000.000000,25771.428571,9228.571429,0.263673,350.000000,257.714286,270.900000,199.470857,0.774000,uniform_ota_closed_form_expectation
FS1408,10000,0.85,72,7,medium,0.0500,0.00,0.850000,35000.000000,25285.714286,9714.285714,0.277551,1750.000000,1264.285714,1354.500000,978.557143,0.774000,uniform_ota_closed_form_expectation
FS1409,10000,0.85,72,7,medium,0.0500,0.01,0.841500,35000.000000,25382.857143,9617.142857,0.274776,1750.000000,1269.142857,1354.500000,982.316571,0.774000,uniform_ota_closed_form_expectation
FS1410,10000,0.85,72,7,medium,0.0500,0.05,0.807500,35000.000000,25771.428571,9228.571429,0.263673,1750.000000,1288.571429,1354.500000,997.354286,0.774000,uniform_ota_closed_form_expectation
FS1411,10000,0.85,72,7,high,0.2000,0.00,0.850000,35000.000000,25285.714286,9714.285714,0.277551,7000.000000,5057.142857,5418.000000,3914.228571,0.774000,uniform_ota_closed_form_expectation
FS1412,10000,0.85,72,7,high,0.2000,0.01,0.841500,35000.000000,25382.857143,9617.142857,0.274776,7000.000000,5076.571429,5418.000000,3929.266286,0.774000,uniform_ota_closed_form_expectation
FS1413,10000,0.85,72,7,high,0.2000,0.05,0.807500,35000.000000,25771.428571,9228.571429,0.263673,7000.000000,5154.285714,5418.000000,3989.417143,0.774000,uniform_ota_closed_form_expectation
FS1414,10000,0.85,72,14,low,0.0100,0.00,0.850000,70000.000000,33267.857143,36732.142857,0.524745,700.000000,332.678571,541.800000,257.493214,0.774000,uniform_ota_closed_form_expectation
FS1415,10000,0.85,72,14,low,0.0100,0.01,0.841500,70000.000000,33635.178571,36364.821429,0.519497,700.000000,336.351786,541.800000,260.336282,0.774000,uniform_ota_closed_form_expectation
FS1416,10000,0.85,72,14,low,0.0100,0.05,0.807500,70000.000000,35104.464286,34895.535714,0.498508,700.000000,351.044643,541.800000,271.708554,0.774000,uniform_ota_closed_form_expectation
FS1417,10000,0.85,72,14,medium,0.0500,0.00,0.850000,70000.000000,33267.857143,36732.142857,0.524745,3500.000000,1663.392857,2709.000000,1287.466071,0.774000,uniform_ota_closed_form_expectation
FS1418,10000,0.85,72,14,medium,0.0500,0.01,0.841500,70000.000000,33635.178571,36364.821429,0.519497,3500.000000,1681.758929,2709.000000,1301.681411,0.774000,uniform_ota_closed_form_expectation
FS1419,10000,0.85,72,14,medium,0.0500,0.05,0.807500,70000.000000,35104.464286,34895.535714,0.498508,3500.000000,1755.223214,2709.000000,1358.542768,0.774000,uniform_ota_closed_form_expectation
FS1420,10000,0.85,72,14,high,0.2000,0.00,0.850000,70000.000000,33267.857143,36732.142857,0.524745,14000.000000,6653.571429,10836.000000,5149.864286,0.774000,uniform_ota_closed_form_expectation
FS1421,10000,0.85,72,14,high,0.2000,0.01,0.841500,70000.000000,33635.178571,36364.821429,0.519497,14000.000000,6727.035714,10836.000000,5206.725643,0.774000,uniform_ota_closed_form_expectation
FS1422,10000,0.85,72,14,high,0.2000,0.05,0.807500,70000.000000,35104.464286,34895.535714,0.498508,14000.000000,7020.892857,10836.000000,5434.171071,0.774000,uniform_ota_closed_form_expectation
FS1423,10000,0.85,72,30,low,0.0100,0.00,0.850000,150000.000000,46725.000000,103275.000000,0.688500,1500.000000,467.250000,1161.000000,361.651500,0.774000,uniform_ota_closed_form_expectation
