trial,step,before_latency_ms,after_latency_ms,delta_after_minus_before_ms
104,send_security_key,3.066410,3.071229,0.004819
104,session_reset,2.991539,2.955151,-0.036388
104,write_target,3.039101,2.943278,-0.095823
105,enter_extended_session,3.031000,3.071927,0.040927
105,read_target_after,3.048180,3.277751,0.229571
105,read_target_before,3.039171,3.019476,-0.019695
105,request_security_seed,3.081774,2.983856,-0.097918
105,send_security_key,3.065082,3.118162,0.053080
105,session_reset,3.029952,2.906820,-0.123132
105,write_target,3.066898,3.067806,0.000908
106,enter_extended_session,3.083172,3.118651,0.035479
106,read_target_after,3.041615,3.030650,-0.010965
106,read_target_before,3.081845,3.093159,0.011314
106,request_security_seed,3.086523,3.055444,-0.031079
106,send_security_key,3.035539,3.015216,-0.020323
106,session_reset,2.865194,2.575770,-0.289424
106,write_target,3.051882,3.070739,0.018857
107,enter_extended_session,3.091203,3.101679,0.010476
107,read_target_after,2.809391,2.966605,0.157214
107,read_target_before,3.106010,3.044409,-0.061601
107,request_security_seed,3.116416,3.032675,-0.083741
107,send_security_key,2.986161,3.145959,0.159798
107,session_reset,2.918972,2.849340,-0.069632
107,write_target,3.111736,3.078423,-0.033313
108,enter_extended_session,2.973799,3.131712,0.157913
108,read_target_after,3.021570,3.078911,0.057341
108,read_target_before,2.882725,3.152245,0.269520
108,request_security_seed,3.046016,2.851017,-0.194999
108,send_security_key,3.078841,2.936573,-0.142268
108,session_reset,3.006275,3.055933,0.049658
108,write_target,3.001945,3.038822,0.036877
109,enter_extended_session,3.087362,3.075558,-0.011804
109,read_target_after,3.097838,3.215591,0.117753
109,read_target_before,2.959831,3.122632,0.162801
109,request_security_seed,3.040288,2.998313,-0.041975
109,send_security_key,3.114112,3.069761,-0.044351
109,session_reset,2.964021,2.921837,-0.042184
109,write_target,3.076466,3.028415,-0.048051
110,enter_extended_session,3.092111,3.083381,-0.008730
110,read_target_after,3.074371,3.050555,-0.023816
110,read_target_before,3.117673,3.056701,-0.060972
110,request_security_seed,3.048181,3.068644,0.020463
110,send_security_key,3.039869,3.002783,-0.037086
110,session_reset,2.912548,2.800451,-0.112097
110,write_target,3.075279,3.118931,0.043652
111,enter_extended_session,3.088200,3.046713,-0.041487
111,read_target_after,3.032046,2.816515,-0.215531
111,read_target_before,3.052301,3.010745,-0.041556
111,request_security_seed,3.093996,3.120955,0.026959
111,send_security_key,3.046714,3.088619,0.041905
111,session_reset,2.926306,2.965138,0.038832
111,write_target,2.668729,3.252328,0.583599
112,enter_extended_session,3.112295,3.026035,-0.086260
112,read_target_after,2.980015,3.024429,0.044414
112,read_target_before,3.037075,3.010531,-0.026544
112,request_security_seed,3.083660,3.108937,0.025277
112,send_security_key,2.816654,3.056696,0.240042
112,session_reset,2.899976,2.998169,0.098193
112,write_target,3.098466,3.083725,-0.014741
113,enter_extended_session,3.096441,3.056721,-0.039720
113,read_target_after,3.032047,3.176498,0.144451
113,read_target_before,3.010605,3.075508,0.064903
113,request_security_seed,3.063196,3.136549,0.073353
113,send_security_key,3.003342,3.001198,-0.002144
113,session_reset,2.931474,2.837043,-0.094431
113,write_target,3.120327,3.021661,-0.098666
114,enter_extended_session,3.086454,3.054835,-0.031619
114,read_target_after,2.945234,3.061471,0.116237
114,read_target_before,3.058866,3.121813,0.062947
114,request_security_seed,3.073603,3.036887,-0.036716
114,send_security_key,3.066060,2.997217,-0.068843
114,session_reset,2.930776,2.886590,-0.044186
114,write_target,3.108873,3.046385,-0.062488
115,enter_extended_session,3.153572,2.989605,-0.163967
115,read_target_after,2.994333,3.058188,0.063855
115,read_target_before,3.096581,3.084029,-0.012552
115,request_security_seed,3.633107,3.117483,-0.515624
115,send_security_key,2.514029,2.836304,0.322275
115,session_reset,2.931056,3.012652,0.081596
115,write_target,2.973659,3.037445,0.063786
116,enter_extended_session,2.942300,3.012373,0.070073
116,read_target_after,3.000967,3.092969,0.092002
116,read_target_before,3.009907,3.068384,0.058477
116,request_security_seed,3.074930,3.071528,-0.003402
116,send_security_key,3.101051,3.021033,-0.080018
116,session_reset,3.186607,2.934291,-0.252316
116,write_target,3.146657,2.776381,-0.370276
117,enter_extended_session,3.089876,3.101909,0.012033
117,read_target_after,3.257915,3.081794,-0.176121
117,read_target_before,3.022758,3.068594,0.045836
117,request_security_seed,3.038054,3.010486,-0.027568
117,send_security_key,3.025552,3.057839,0.032287
117,session_reset,2.975266,2.842659,-0.132607
117,write_target,3.094136,3.049248,-0.044888
118,enter_extended_session,3.143724,3.102188,-0.041536
118,read_target_after,3.072276,3.072576,0.000300
118,read_target_before,3.076606,3.036188,-0.040418
118,request_security_seed,3.012072,3.085496,0.073424
118,send_security_key,3.171312,3.097230,-0.074082
118,session_reset,2.777543,2.918925,0.141382
118,write_target,3.038263,3.098765,0.060502
119,enter_extended_session,3.033164,3.197101,0.163937
119,read_target_after,3.041266,3.084588,0.043322
119,read_target_before,3.085057,3.065033,-0.020024
119,request_security_seed,3.294513,2.983668,-0.310845
119,send_security_key,2.847664,3.024036,0.176372
119,session_reset,2.974358,2.906633,-0.067725
119,write_target,3.094555,3.070690,-0.023865
120,enter_extended_session,3.085616,3.054976,-0.030640
120,read_target_after,3.055304,2.950285,-0.105019
120,read_target_before,3.024923,3.083052,0.058129
120,request_security_seed,3.042244,3.601130,0.558886
120,send_security_key,3.029812,2.511544,-0.518268
120,session_reset,2.935945,2.868012,-0.067933
120,write_target,3.049577,3.070689,0.021112
121,enter_extended_session,3.051742,3.063775,0.012033
121,read_target_after,3.099235,3.014259,-0.084976
121,read_target_before,3.066130,3.106448,0.040318
121,request_security_seed,3.238988,3.047502,-0.191486
121,send_security_key,2.827340,3.063846,0.236506
121,session_reset,2.982528,2.870037,-0.112491
121,write_target,3.053837,3.045617,-0.008220
122,enter_extended_session,3.037495,3.129845,0.092350
122,read_target_after,2.874693,3.062938,0.188245
122,read_target_before,2.991888,3.086334,0.094446
122,request_security_seed,3.052441,3.245641,0.193200
122,send_security_key,3.072835,2.797403,-0.275432
122,session_reset,2.929658,2.827783,-0.101875
122,write_target,3.127101,3.097928,-0.029173
123,enter_extended_session,3.163210,3.036608,-0.126602
123,read_target_after,3.164258,3.023058,-0.141200
123,read_target_before,3.131781,3.028855,-0.102926
123,request_security_seed,2.832509,3.080747,0.248238
123,send_security_key,2.949494,3.070410,0.120916
123,session_reset,2.919951,2.948538,0.028587
123,write_target,3.084009,3.143114,0.059105
124,enter_extended_session,2.489864,3.117414,0.627550
124,read_target_after,3.075069,3.030322,-0.044747
124,read_target_before,3.065571,2.933313,-0.132258
124,request_security_seed,2.928611,3.040169,0.111558
124,send_security_key,3.069762,3.186137,0.116375
124,session_reset,2.692615,2.887078,0.194463
124,write_target,3.054047,3.138366,0.084319
125,enter_extended_session,3.077933,3.009160,-0.068773
125,read_target_after,2.967723,2.960342,-0.007381
125,read_target_before,2.884821,3.010906,0.126085
125,request_security_seed,3.142258,3.065591,-0.076667
125,send_security_key,3.073114,3.029764,-0.043350
125,session_reset,2.814838,2.917389,0.102551
125,write_target,3.092251,3.160435,0.068184
126,enter_extended_session,3.100771,3.105750,0.004979
126,read_target_after,3.077723,2.831695,-0.246028
126,read_target_before,3.038402,3.075579,0.037177
126,request_security_seed,3.119838,3.138924,0.019086
126,send_security_key,3.002295,3.007554,0.005259
126,session_reset,3.164746,2.898463,-0.266283
126,write_target,3.082403,3.341393,0.258990
127,enter_extended_session,2.994402,3.095623,0.101221
127,read_target_after,2.534773,2.975706,0.440933
127,read_target_before,3.062009,2.984157,-0.077852
127,request_security_seed,3.023037,3.039890,0.016853
127,send_security_key,3.046923,3.000989,-0.045934
127,session_reset,2.902421,2.994842,0.092421
127,write_target,3.507670,3.169445,-0.338225
128,enter_extended_session,2.918065,2.790978,-0.127087
128,read_target_after,3.086105,3.089197,0.003092
128,read_target_before,3.042803,3.079071,0.036268
128,request_security_seed,2.995589,3.167001,0.171412
128,send_security_key,3.027787,3.025224,-0.002563
128,session_reset,2.933291,3.239426,0.306135
128,write_target,3.128988,3.066500,-0.062488
129,enter_extended_session,3.000548,3.061331,0.060783
129,read_target_after,2.839423,2.976125,0.136702
129,read_target_before,3.058726,2.904050,-0.154676
129,request_security_seed,2.941881,3.061192,0.119311
129,send_security_key,3.084009,3.261216,0.177207
129,session_reset,3.053069,2.937154,-0.115915
129,write_target,3.244297,3.156385,-0.087912
130,enter_extended_session,3.032676,3.045478,0.012802
130,read_target_after,3.086454,3.053858,-0.032596
130,read_target_before,2.931754,3.063985,0.132231
130,request_security_seed,3.031698,3.074532,0.042834
130,send_security_key,3.032745,3.063426,0.030681
130,session_reset,2.903049,2.924374,0.021325
130,write_target,3.111807,3.023477,-0.088330
131,enter_extended_session,3.131781,3.096531,-0.035250
131,read_target_after,3.041545,3.030532,-0.011013
131,read_target_before,3.050764,3.172238,0.121474
131,request_security_seed,3.014446,3.049039,0.034593
131,send_security_key,3.065571,3.048131,-0.017440
131,session_reset,2.917017,2.893993,-0.023024
131,write_target,3.007463,2.658490,-0.348973
132,enter_extended_session,3.076466,3.112245,0.035779
132,read_target_after,3.054117,3.054976,0.000859
132,read_target_before,3.003342,3.048061,0.044719
132,request_security_seed,3.045946,3.029972,-0.015974
132,send_security_key,2.998523,3.070551,0.072028
132,session_reset,2.655180,2.952799,0.297619
132,write_target,3.071298,3.050926,-0.020372
133,enter_extended_session,3.027228,3.068245,0.041017
133,read_target_after,3.088549,3.041637,-0.046912
133,read_target_before,2.990630,3.179921,0.189291
133,request_security_seed,3.076536,3.090804,0.014268
133,send_security_key,3.105101,3.056722,-0.048379
133,session_reset,2.952288,2.951402,-0.000886
133,write_target,3.046993,3.008601,-0.038392
134,enter_extended_session,3.069971,3.028576,-0.041395
134,read_target_after,3.078561,3.071598,-0.006963
134,read_target_before,2.993005,3.042055,0.049050
134,request_security_seed,3.010885,3.028227,0.017342
134,send_security_key,3.197083,3.011744,-0.185339
134,session_reset,2.958084,2.984297,0.026213
134,write_target,3.091762,3.112175,0.020413
135,enter_extended_session,3.039240,3.087033,0.047793
135,read_target_after,3.111317,3.050785,-0.060532
135,read_target_before,2.999570,2.984856,-0.014714
135,request_security_seed,3.079749,3.078233,-0.001516
135,send_security_key,3.055793,3.133128,0.077335
135,session_reset,2.908287,2.930240,0.021953
135,write_target,3.075978,3.128867,0.052889
136,enter_extended_session,3.068924,3.092061,0.023137
136,read_target_after,3.040707,3.020405,-0.020302
136,read_target_before,3.082123,3.217635,0.135512
136,request_security_seed,3.029882,3.067687,0.037805
136,send_security_key,3.024993,3.072087,0.047094
136,session_reset,2.997895,3.032906,0.035011
136,write_target,3.037355,2.899091,-0.138264
137,enter_extended_session,3.020244,3.081306,0.061062
137,read_target_after,3.064453,2.088938,-0.975515
137,read_target_before,3.003342,2.944208,-0.059134
137,request_security_seed,3.081215,3.047992,-0.033223
137,send_security_key,3.039799,2.937573,-0.102226
137,session_reset,2.957944,2.739016,-0.218928
137,write_target,3.123260,3.014957,-0.108303
138,enter_extended_session,3.035818,3.073204,0.037386
138,read_target_after,3.025971,3.149540,0.123569
138,read_target_before,3.064384,3.044570,-0.019814
138,request_security_seed,3.168029,3.099814,-0.068215
138,send_security_key,2.951310,3.075928,0.124618
138,session_reset,2.791511,3.038423,0.246912
138,write_target,3.063894,3.092061,0.028167
139,enter_extended_session,3.032746,3.058747,0.026001
139,read_target_after,3.084009,3.027598,-0.056411
139,read_target_before,3.035120,3.037655,0.002535
139,request_security_seed,2.921348,3.071109,0.149761
139,send_security_key,3.020383,3.097020,0.076637
139,session_reset,2.956548,2.893923,-0.062625
139,write_target,3.115019,3.138016,0.022997
140,enter_extended_session,3.241293,3.096811,-0.144482
140,read_target_after,3.014936,3.029484,0.014548
140,read_target_before,3.051114,3.081376,0.030262
140,request_security_seed,2.853670,3.065382,0.211712
140,send_security_key,3.130734,2.997497,-0.133237
140,session_reset,2.892153,2.911034,0.018881
140,write_target,3.064244,3.091642,0.027398
141,enter_extended_session,3.141698,3.035490,-0.106208
141,read_target_after,3.076955,3.022779,-0.054176
141,read_target_before,2.870991,3.018729,0.147738
141,request_security_seed,3.012491,3.057211,0.044720
141,send_security_key,3.256449,3.043033,-0.213416
141,session_reset,2.943557,2.733289,-0.210268
141,write_target,3.056073,3.023687,-0.032386
142,enter_extended_session,3.015355,3.098836,0.083481
142,read_target_after,3.028276,3.048760,0.020484
142,read_target_before,3.062847,3.028646,-0.034201
142,request_security_seed,3.027158,3.019777,-0.007381
142,send_security_key,3.076466,3.006506,-0.069960
142,session_reset,2.933709,2.910406,-0.023303
142,write_target,3.046923,3.129915,0.082992
143,enter_extended_session,3.026739,2.959783,-0.066956
143,read_target_after,3.095603,3.020684,-0.074919
143,read_target_before,3.006275,2.995960,-0.010315
143,request_security_seed,3.078283,3.099674,0.021391
143,send_security_key,3.034072,3.063637,0.029565
143,session_reset,2.947329,2.934221,-0.013108
143,write_target,3.071647,3.081655,0.010008
144,enter_extended_session,3.273071,3.183134,-0.089937
144,read_target_after,3.050345,3.017751,-0.032594
144,read_target_before,3.294862,3.057350,-0.237512
144,request_security_seed,2.879442,2.859003,-0.020439
144,send_security_key,3.123749,3.044988,-0.078761
144,session_reset,2.867359,2.902235,0.034876
144,write_target,2.762806,3.188721,0.425915
145,enter_extended_session,2.983298,3.061052,0.077754
145,read_target_after,3.016332,3.013770,-0.002562
145,read_target_before,3.053279,3.036957,-0.016322
145,request_security_seed,3.104542,3.067268,-0.037274
145,send_security_key,3.043431,3.001408,-0.042023
145,session_reset,2.926027,2.805575,-0.120452
145,write_target,3.083101,3.079630,-0.003471
146,enter_extended_session,3.152664,3.035979,-0.116685
146,read_target_after,3.038822,2.850692,-0.188130
146,read_target_before,2.967722,2.893644,-0.074078
146,request_security_seed,2.952288,3.069573,0.117285
146,send_security_key,3.219921,3.166093,-0.053828
146,session_reset,3.027367,3.004761,-0.022606
146,write_target,3.027507,3.089338,0.061831
147,enter_extended_session,3.086105,3.341743,0.255638
147,read_target_after,3.022479,3.073135,0.050656
147,read_target_before,2.990351,3.039332,0.048981
147,request_security_seed,3.045456,2.856558,-0.188898
147,send_security_key,3.077025,3.029345,-0.047680
147,session_reset,2.928402,2.919416,-0.008986
147,write_target,3.106010,3.050296,-0.055714
148,enter_extended_session,2.845010,2.918508,0.073498
148,read_target_after,3.078072,3.000221,-0.077851
148,read_target_before,3.063825,2.956360,-0.107465
148,request_security_seed,3.155527,3.094436,-0.061091
148,send_security_key,2.993285,3.087522,0.094237
148,session_reset,3.140651,3.091573,-0.049078
148,write_target,3.054815,3.090316,0.035501
149,enter_extended_session,3.088200,3.092760,0.004560
149,read_target_after,3.321541,3.043872,-0.277669
149,read_target_before,3.018568,2.939250,-0.079318
149,request_security_seed,2.980922,3.131312,0.150390
149,send_security_key,3.077654,3.157502,0.079848
149,session_reset,2.948865,2.947142,-0.001723
149,write_target,2.830623,3.025642,0.195019
150,enter_extended_session,3.079120,3.099465,0.020345
150,read_target_after,3.038961,3.115179,0.076218
150,read_target_before,3.034212,2.876393,-0.157819
150,request_security_seed,3.053000,3.055186,0.002186
150,send_security_key,3.066270,3.252416,0.186146
150,session_reset,2.609992,2.988697,0.378705
150,write_target,3.070111,3.034233,-0.035878
151,enter_extended_session,3.039171,3.093249,0.054078
151,read_target_after,2.996288,3.041078,0.044790
151,read_target_before,3.055095,3.075161,0.020066
151,request_security_seed,3.292208,3.110779,-0.181429
151,send_security_key,2.813093,3.004272,0.191179
151,session_reset,2.905144,2.907962,0.002818
151,write_target,3.130454,3.070830,-0.059624
152,enter_extended_session,2.954174,3.049389,0.095215
152,read_target_after,2.934198,2.978710,0.044512
152,read_target_before,3.006555,3.033605,0.027050
152,request_security_seed,3.019685,3.042195,0.022510
152,send_security_key,3.055514,3.096531,0.041017
152,session_reset,2.924700,2.658490,-0.266210
152,write_target,3.137020,3.047783,-0.089237
153,enter_extended_session,3.038961,3.107915,0.068954
153,read_target_after,3.106568,3.061192,-0.045376
153,read_target_before,3.091831,3.091293,-0.000538
153,request_security_seed,3.117534,3.196124,0.078590
153,send_security_key,3.053070,3.008672,-0.044398
153,session_reset,2.799333,2.987231,0.187898
153,write_target,3.006764,3.087453,0.080689
154,enter_extended_session,3.132270,3.050925,-0.081345
154,read_target_after,3.058727,2.976964,-0.081763
154,read_target_before,3.053139,3.079350,0.026211
154,request_security_seed,3.010884,3.127611,0.116727
154,send_security_key,3.086314,3.132709,0.046395
154,session_reset,2.873645,2.908660,0.035015
154,write_target,3.070181,3.040659,-0.029522
155,enter_extended_session,3.140791,3.126912,-0.013879
155,read_target_after,3.058447,3.061960,0.003513
155,read_target_before,3.061870,2.985135,-0.076735
155,request_security_seed,3.024714,3.058050,0.033336
155,send_security_key,3.102727,3.068805,-0.033922
155,session_reset,3.006345,2.993307,-0.013038
155,write_target,3.038123,3.159738,0.121615
156,enter_extended_session,3.124448,3.094087,-0.030361
156,read_target_after,3.106079,3.076278,-0.029801
156,read_target_before,3.182696,3.057351,-0.125345
156,request_security_seed,3.035260,3.073065,0.037805
156,send_security_key,3.079400,3.076277,-0.003123
156,session_reset,2.920300,2.850063,-0.070237
156,write_target,2.885798,3.137458,0.251660
157,enter_extended_session,3.081355,3.258073,0.176718
157,read_target_after,2.999361,3.044989,0.045628
157,read_target_before,3.059914,3.114341,0.054427
157,request_security_seed,3.023177,2.788882,-0.234295
157,send_security_key,3.084149,3.044290,-0.039859
157,session_reset,2.938948,2.959853,0.020905
157,write_target,3.082193,3.084589,0.002396
158,enter_extended_session,3.002434,3.110639,0.108205
158,read_target_after,3.134645,3.056792,-0.077853
158,read_target_before,3.039171,3.094018,0.054847
158,request_security_seed,3.012142,3.052672,0.040530
158,send_security_key,3.087152,3.025574,-0.061578
158,session_reset,3.121934,2.911802,-0.210132
158,write_target,2.131017,3.069223,0.938206
159,enter_extended_session,3.092670,2.861797,-0.230873
159,read_target_after,3.109361,3.085986,-0.023375
159,read_target_before,3.014028,3.091783,0.077755
159,request_security_seed,3.072415,3.059795,-0.012620
159,send_security_key,3.181438,2.872343,-0.309095
159,session_reset,2.952567,3.046316,0.093749
159,write_target,3.088060,3.029065,-0.058995
160,enter_extended_session,3.057330,3.084449,0.027119
160,read_target_after,3.069761,3.241382,0.171621
160,read_target_before,3.018847,2.816889,-0.201958
160,request_security_seed,2.786902,3.071668,0.284766
160,send_security_key,3.078143,3.269527,0.191384
160,session_reset,2.940205,2.913689,-0.026516
160,write_target,3.100143,3.157502,0.057359
161,enter_extended_session,3.018567,3.067966,0.049399
161,read_target_after,3.064594,3.048201,-0.016393
161,read_target_before,3.029672,3.235655,0.205983
161,request_security_seed,3.105940,3.082843,-0.023097
161,send_security_key,3.143515,2.896158,-0.247357
161,session_reset,3.005437,2.655557,-0.349880
161,write_target,3.079400,2.937224,-0.142176
162,enter_extended_session,3.076676,3.047224,-0.029452
162,read_target_after,2.995240,3.060774,0.065534
162,read_target_before,3.052651,3.024246,-0.028405
162,request_security_seed,2.928261,3.062729,0.134468
162,send_security_key,3.057819,3.102887,0.045068
162,session_reset,2.928262,2.935548,0.007286
162,write_target,2.949494,3.077046,0.127552
163,enter_extended_session,3.115648,3.112176,-0.003472
163,read_target_after,3.016612,3.132081,0.115469
163,read_target_before,3.063406,3.065312,0.001906
163,request_security_seed,3.113273,3.035980,-0.077293
163,send_security_key,2.991748,3.029764,0.038016
163,session_reset,3.072625,2.916552,-0.156073
163,write_target,3.142816,3.018868,-0.123948
164,enter_extended_session,3.088410,3.276861,0.188451
164,read_target_after,3.030790,3.088291,0.057501
164,read_target_before,3.169007,3.119789,-0.049218
164,request_security_seed,3.152315,2.838749,-0.313566
164,send_security_key,3.024853,3.043453,0.018600
164,session_reset,2.925468,2.849086,-0.076382
164,write_target,3.085407,3.004062,-0.081345
165,enter_extended_session,3.129756,3.121814,-0.007942
165,read_target_after,3.048739,3.042265,-0.006474
165,read_target_before,3.049856,3.034303,-0.015553
165,request_security_seed,3.050625,2.884984,-0.165641
165,send_security_key,3.076886,3.063497,-0.013389
165,session_reset,2.945722,2.853137,-0.092585
165,write_target,3.065641,3.022430,-0.043211
166,enter_extended_session,3.138277,3.062938,-0.075339
166,read_target_after,3.086035,2.996590,-0.089445
166,read_target_before,2.854160,3.115249,0.261089
166,request_security_seed,3.064664,3.082633,0.017969
166,send_security_key,3.232842,2.943301,-0.289541
166,session_reset,3.002922,2.743556,-0.259366
166,write_target,3.073743,3.112735,0.038992
167,enter_extended_session,3.094276,2.791118,-0.303158
167,read_target_after,3.153571,3.023059,-0.130512
167,read_target_before,3.068714,3.067199,-0.001515
167,request_security_seed,3.030370,3.037936,0.007566
167,send_security_key,3.100212,3.103376,0.003164
167,session_reset,2.939576,2.889942,-0.049634
167,write_target,2.994403,3.140532,0.146129
168,enter_extended_session,3.051882,3.090037,0.038155
168,read_target_after,3.066898,3.023409,-0.043489
168,read_target_before,3.006764,3.078443,0.071679
168,request_security_seed,3.111667,2.976265,-0.135402
168,send_security_key,3.123609,3.109871,-0.013738
168,session_reset,3.029114,2.963206,-0.065908
168,write_target,3.041686,3.039052,-0.002634
169,enter_extended_session,3.102797,3.218404,0.115607
169,read_target_after,3.051183,3.019776,-0.031407
169,read_target_before,3.092111,3.130823,0.038712
169,request_security_seed,3.007323,2.917530,-0.089793
169,send_security_key,3.133597,3.044989,-0.088608
169,session_reset,2.888801,2.474180,-0.414621
169,write_target,3.066339,3.044780,-0.021559
170,enter_extended_session,3.057539,3.220359,0.162820
170,read_target_after,3.037774,3.045408,0.007634
170,read_target_before,3.074510,3.042196,-0.032314
170,request_security_seed,3.047831,2.810255,-0.237576
170,send_security_key,2.969538,3.086545,0.117007
170,session_reset,2.985113,2.870108,-0.115005
170,write_target,3.131293,3.021453,-0.109840
171,enter_extended_session,2.991609,3.080678,0.089069
171,read_target_after,3.067317,3.060564,-0.006753
171,read_target_before,3.085057,3.024944,-0.060113
171,request_security_seed,3.132829,3.056513,-0.076316
171,send_security_key,3.081495,3.011116,-0.070379
171,session_reset,2.895995,2.901746,0.005751
171,write_target,3.155108,3.027249,-0.127859
172,enter_extended_session,3.205604,3.100094,-0.105510
172,read_target_after,3.058308,3.025434,-0.032874
172,read_target_before,3.012980,3.048063,0.035083
172,request_security_seed,3.036098,3.078443,0.042345
172,send_security_key,3.018497,3.097090,0.078593
172,session_reset,3.001457,2.846293,-0.155164
172,write_target,3.088619,3.070132,-0.018487
173,enter_extended_session,3.038193,2.927028,-0.111165
173,read_target_after,3.125495,3.033465,-0.092030
173,read_target_before,3.282710,3.059237,-0.223473
173,request_security_seed,3.093019,3.070621,-0.022398
173,send_security_key,3.093508,3.031231,-0.062277
173,session_reset,2.885589,2.979549,0.093960
173,write_target,2.821194,3.086614,0.265420
174,enter_extended_session,3.097070,2.786368,-0.310702
174,read_target_after,3.113622,2.775823,-0.337799
174,read_target_before,3.099444,2.939180,-0.160264
174,request_security_seed,3.031069,3.110849,0.079780
174,send_security_key,2.999920,3.151287,0.151367
174,session_reset,2.933081,3.090595,0.157514
174,write_target,3.068365,3.057980,-0.010385
175,enter_extended_session,3.063545,3.066850,0.003305
175,read_target_after,3.040148,3.062939,0.022791
175,read_target_before,3.019755,2.950075,-0.069680
175,request_security_seed,2.916668,3.088919,0.172251
175,send_security_key,3.092111,3.055047,-0.037064
175,session_reset,2.936154,2.969002,0.032848
175,write_target,3.087012,2.883029,-0.203983
176,enter_extended_session,3.061310,3.089268,0.027958
176,read_target_after,3.436222,2.771423,-0.664799
176,read_target_before,3.110410,3.083263,-0.027147
176,request_security_seed,3.079958,3.061332,-0.018626
176,send_security_key,3.005367,3.052602,0.047235
176,session_reset,3.067038,2.831975,-0.235063
176,write_target,3.040847,3.388816,0.347969
177,enter_extended_session,3.117534,3.047084,-0.070450
177,read_target_after,3.086942,3.167979,0.081037
177,read_target_before,3.063127,3.055745,-0.007382
177,request_security_seed,3.125495,3.027529,-0.097966
177,send_security_key,3.043152,3.039402,-0.003750
177,session_reset,2.441604,2.872831,0.431227
177,write_target,3.070879,3.029624,-0.041255
178,enter_extended_session,3.238709,2.812000,-0.426709
178,read_target_after,3.115369,3.029485,-0.085884
178,read_target_before,3.000967,3.001409,0.000442
178,request_security_seed,2.863239,3.114341,0.251102
178,send_security_key,3.074790,3.007415,-0.067375
178,session_reset,2.881328,3.082075,0.200747
178,write_target,3.129197,3.064894,-0.064303
179,enter_extended_session,3.087083,3.109592,0.022509
179,read_target_after,3.039730,2.937086,-0.102644
179,read_target_before,2.959690,3.077395,0.117705
179,request_security_seed,2.991888,3.018590,0.026702
179,send_security_key,3.146238,2.994844,-0.151394
179,session_reset,2.802407,2.919206,0.116799
179,write_target,3.059844,2.934083,-0.125761
180,enter_extended_session,3.048809,3.039612,-0.009197
180,read_target_after,2.810369,3.011676,0.201307
180,read_target_before,2.998942,3.057491,0.058549
180,request_security_seed,3.029882,3.074183,0.044301
180,send_security_key,3.050904,3.082145,0.031241
180,session_reset,2.902700,2.938482,0.035782
180,write_target,3.272303,3.026482,-0.245821
181,enter_extended_session,3.117882,3.083192,-0.034690
181,read_target_after,3.037006,3.061752,0.024746
181,read_target_before,3.023526,3.066500,0.042974
181,request_security_seed,3.056491,3.026412,-0.030079
181,send_security_key,3.040637,3.030672,-0.009965
181,session_reset,2.927074,2.938063,0.010989
181,write_target,3.079749,3.070271,-0.009478
182,enter_extended_session,3.033374,3.120417,0.087043
182,read_target_after,3.018777,3.063637,0.044860
182,read_target_before,2.886008,3.049460,0.163452
182,request_security_seed,3.106010,3.016773,-0.089237
182,send_security_key,3.064244,3.014050,-0.050194
182,session_reset,2.890408,2.917461,0.027053
182,write_target,3.178994,3.033187,-0.145807
183,enter_extended_session,3.058727,3.064964,0.006237
183,read_target_after,3.066339,3.047713,-0.018626
183,read_target_before,3.070670,3.128100,0.057430
183,request_security_seed,3.056701,3.042824,-0.013877
183,send_security_key,3.055305,3.072786,0.017481
183,session_reset,3.098117,2.934571,-0.163546
183,write_target,3.103076,2.960342,-0.142734
184,enter_extended_session,3.050974,3.064894,0.013920
184,read_target_after,3.091343,3.054628,-0.036715
184,read_target_before,3.300729,3.100793,-0.199936
184,request_security_seed,3.072835,2.878419,-0.194416
184,send_security_key,3.128777,3.080329,-0.048448
184,session_reset,2.877696,2.895740,0.018044
184,write_target,2.777962,3.093668,0.315706
185,enter_extended_session,3.094626,3.046945,-0.047681
185,read_target_after,3.029114,3.006647,-0.022467
185,read_target_before,2.992377,3.062170,0.069793
185,request_security_seed,3.040568,3.031789,-0.008779
185,send_security_key,3.106499,3.073554,-0.032945
185,session_reset,2.909055,2.892596,-0.016459
185,write_target,3.109851,3.091992,-0.017859
186,enter_extended_session,3.083520,3.074043,-0.009477
186,read_target_after,3.071228,3.056443,-0.014785
186,read_target_before,3.046435,3.097929,0.051494
186,request_security_seed,3.059704,3.096532,0.036828
186,send_security_key,3.050695,3.062729,0.012034
186,session_reset,3.104194,2.882190,-0.222004
186,write_target,3.018288,3.025085,0.006797
187,enter_extended_session,3.088899,3.027320,-0.061579
187,read_target_after,3.024434,3.212887,0.188453
187,read_target_before,3.004180,3.027250,0.023070
187,request_security_seed,3.317630,2.981993,-0.335637
187,send_security_key,2.819658,3.070761,0.251103
187,session_reset,2.892293,2.970469,0.078176
187,write_target,3.100282,3.072088,-0.028194
188,enter_extended_session,3.022548,3.106170,0.083622
188,read_target_after,3.051952,2.931708,-0.120244
188,read_target_before,3.073882,3.022361,-0.051521
188,request_security_seed,3.146098,3.064406,-0.081692
188,send_security_key,2.985043,2.997917,0.012874
188,session_reset,2.883004,2.836934,-0.046070
188,write_target,3.096302,2.915085,-0.181217
189,enter_extended_session,3.142118,3.007695,-0.134423
189,read_target_after,2.962414,2.753823,-0.208591
