trial,mutation_kind,did_hex,data_hex,request_payload,request_can_data_hex,response_payload,response_class,response_sid,nrc,attack_pass,send_wall_iso,send_monotonic_ns,recv_monotonic_ns,latency_ms,observer_request_seen,observer_response_seen,observer_request_timestamp_us,observer_response_timestamp_us,observer_latency_ms,observer_consistent,consistency_note
253,target_did_random_data,0x1234,5BF4,2E12345BF4,052E12345BF40000,6E1234,positive,0x6E,,true,2026-06-20T19:29:32.880917+02:00,33786926172215,33786928493601,2.321386,true,true,217891862,217895945,4.083000,true,matched_request_response
254,target_did_random_data,0x1234,1CC8,2E12341CC8,052E12341CC80000,6E1234,positive,0x6E,,true,2026-06-20T19:29:32.895482+02:00,33786940737207,33786943127807,2.390600,true,true,217906422,217910502,4.080000,true,matched_request_response
255,target_did_random_data,0x1234,CF9ED523,2E1234CF9ED523,072E1234CF9ED523,6E1234,positive,0x6E,,true,2026-06-20T19:29:32.910166+02:00,33786955422956,33786957708933,2.285977,true,true,217921104,217925179,4.075000,true,matched_request_response
256,target_did_random_data,0x1234,600043AE,2E1234600043AE,072E1234600043AE,6E1234,positive,0x6E,,true,2026-06-20T19:29:32.924726+02:00,33786969982361,33786972387208,2.404847,true,true,217935651,217939729,4.078000,true,matched_request_response
257,target_did_random_data,0x1234,97ADEDDE,2E123497ADEDDE,072E123497ADEDDE,6E1234,positive,0x6E,,true,2026-06-20T19:29:32.939528+02:00,33786984783418,33786987036709,2.253291,true,true,217950426,217954498,4.072000,true,matched_request_response
258,target_did_random_data,0x1234,EF,2E1234EF,042E1234EF000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:32.954098+02:00,33786999353020,33787001669937,2.316917,true,true,217965010,217969097,4.087000,true,matched_request_response
259,target_did_random_data,0x1234,6AB4,2E12346AB4,052E12346AB40000,6E1234,positive,0x6E,,true,2026-06-20T19:29:32.968707+02:00,33787013963689,33787016832283,2.868594,true,true,217979642,217983724,4.082000,true,matched_request_response
260,target_did_random_data,0x1234,7856,2E12347856,052E123478560000,6E1234,positive,0x6E,,true,2026-06-20T19:29:32.984900+02:00,33787030158080,33787032928966,2.770886,true,true,217995813,217999896,4.083000,true,matched_request_response
261,unknown_did,0xF187,FD81ECF9,2EF187FD81ECF9,072EF187FD81ECF9,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:33.000228+02:00,33787045483645,33787048635865,3.152220,true,true,218011104,218015179,4.075000,true,matched_request_response
262,target_did_random_data,0x1234,9E8EDC,2E12349E8EDC,062E12349E8EDC00,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.015638+02:00,33787060893369,33787063266788,2.373419,true,true,218026525,218030602,4.077000,true,matched_request_response
263,target_did_random_data,0x1234,FD,2E1234FD,042E1234FD000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.030257+02:00,33787075512699,33787077851825,2.339126,true,true,218041119,218045206,4.087000,true,matched_request_response
264,target_did_random_data,0x1234,0C1DAB7B,2E12340C1DAB7B,072E12340C1DAB7B,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.044839+02:00,33787090094663,33787092455021,2.360358,true,true,218055678,218059757,4.079000,true,matched_request_response
265,target_did_random_data,0x1234,D5,2E1234D5,042E1234D5000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.059469+02:00,33787104726494,33787107161512,2.435018,true,true,218070330,218074415,4.085000,true,matched_request_response
266,target_did_random_data,0x1234,1932,2E12341932,052E123419320000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.074136+02:00,33787119391360,33787121899572,2.508212,true,true,218084949,218089032,4.083000,true,matched_request_response
267,target_did_random_data,0x1234,7BF6FD,2E12347BF6FD,062E12347BF6FD00,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.088955+02:00,33787134211064,33787136414209,2.203145,true,true,218099762,218103841,4.079000,true,matched_request_response
268,target_did_random_data,0x1234,14,2E123414,042E123414000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.103671+02:00,33787148928311,33787152155470,3.227159,true,true,218114509,218118594,4.085000,true,matched_request_response
269,target_did_random_data,0x1234,3D,2E12343D,042E12343D000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.119427+02:00,33787164682771,33787167688813,3.006042,true,true,218130228,218134317,4.089000,true,matched_request_response
270,read_only_did,0x1001,E78261,2E1001E78261,062E1001E7826100,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:33.135037+02:00,33787180293429,33787183330270,3.036841,true,true,218145856,218149939,4.083000,true,matched_request_response
271,target_did_random_data,0x1234,57,2E123457,042E123457000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.150376+02:00,33787195631356,33787197969364,2.338008,true,true,218161147,218165234,4.087000,true,matched_request_response
272,target_did_random_data,0x1234,9CC231,2E12349CC231,062E12349CC23100,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.164972+02:00,33787210226869,33787212946840,2.719971,true,true,218175732,218179811,4.079000,true,matched_request_response
273,missing_data,0x1234,,2E1234,032E123400000000,7F2E13,negative,0x7F,0x13,false,2026-06-20T19:29:33.179971+02:00,33787225228021,33787228229034,3.001013,true,true,218190743,218194834,4.091000,true,matched_request_response
274,target_did_random_data,0x1234,9761,2E12349761,052E123497610000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.195307+02:00,33787240563224,33787242866871,2.303647,true,true,218206053,218210136,4.083000,true,matched_request_response
275,target_did_random_data,0x1234,AE7751B8,2E1234AE7751B8,072E1234AE7751B8,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.209825+02:00,33787255081633,33787257574200,2.492567,true,true,218220562,218224635,4.073000,true,matched_request_response
276,target_did_random_data,0x1234,B6B8,2E1234B6B8,052E1234B6B80000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.224601+02:00,33787269857057,33787272394393,2.537336,true,true,218235320,218239400,4.080000,true,matched_request_response
277,target_did_random_data,0x1234,31227E18,2E123431227E18,072E123431227E18,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.239467+02:00,33787284722997,33787287823743,3.100746,true,true,218250182,218254256,4.074000,true,matched_request_response
278,target_did_random_data,0x1234,DE897A,2E1234DE897A,062E1234DE897A00,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.255133+02:00,33787300400562,33787303775994,3.375432,true,true,218266023,218270102,4.079000,true,matched_request_response
279,target_did_random_data,0x1234,9EFA,2E12349EFA,052E12349EFA0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.271243+02:00,33787316497944,33787319231254,2.733310,true,true,218281937,218286020,4.083000,true,matched_request_response
280,target_did_random_data,0x1234,B9,2E1234B9,042E1234B9000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.286486+02:00,33787331742493,33787334679461,2.936968,true,true,218297200,218301289,4.089000,true,matched_request_response
281,target_did_random_data,0x1234,A6FF6B,2E1234A6FF6B,062E1234A6FF6B00,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.301889+02:00,33787347144813,33787349365698,2.220885,true,true,218312557,218316634,4.077000,true,matched_request_response
282,unknown_did,0xF187,4804,2EF1874804,052EF18748040000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:33.316587+02:00,33787361842993,33787365032019,3.189026,true,true,218327255,218331342,4.087000,true,matched_request_response
283,target_did_random_data,0x1234,7EE94603,2E12347EE94603,072E12347EE94603,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.332105+02:00,33787377362717,33787379665806,2.303089,true,true,218342773,218346852,4.079000,true,matched_request_response
284,target_did_random_data,0x1234,E9,2E1234E9,042E1234E9000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.346909+02:00,33787392166358,33787395258514,3.092156,true,true,218357582,218361667,4.085000,true,matched_request_response
285,target_did_random_data,0x1234,E785FA,2E1234E785FA,062E1234E785FA00,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.362338+02:00,33787407594031,33787409856052,2.262021,true,true,218372994,218377073,4.079000,true,matched_request_response
286,target_did_random_data,0x1234,4078,2E12344078,052E123440780000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.376851+02:00,33787422108179,33787424531185,2.423006,true,true,218387505,218391586,4.081000,true,matched_request_response
287,target_did_random_data,0x1234,BC233C,2E1234BC233C,062E1234BC233C00,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.391546+02:00,33787436802029,33787439216864,2.414835,true,true,218402154,218406233,4.079000,true,matched_request_response
288,target_did_random_data,0x1234,ADAF,2E1234ADAF,052E1234ADAF0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.406274+02:00,33787451529753,33787453812726,2.282973,true,true,218416883,218420966,4.083000,true,matched_request_response
289,target_did_random_data,0x1234,EF,2E1234EF,042E1234EF000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.420824+02:00,33787466080288,33787468519637,2.439349,true,true,218431415,218435500,4.085000,true,matched_request_response
290,target_did_random_data,0x1234,D51402D8,2E1234D51402D8,072E1234D51402D8,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.435538+02:00,33787480794113,33787483107468,2.313355,true,true,218446107,218450186,4.079000,true,matched_request_response
291,target_did_random_data,0x1234,AF65E897,2E1234AF65E897,072E1234AF65E897,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.450121+02:00,33787495377195,33787497809768,2.432573,true,true,218460686,218464761,4.075000,true,matched_request_response
292,target_did_random_data,0x1234,5502,2E12345502,052E123455020000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.464845+02:00,33787510100657,33787512443136,2.342479,true,true,218475424,218479509,4.085000,true,matched_request_response
293,target_did_random_data,0x1234,8C58,2E12348C58,052E12348C580000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.479476+02:00,33787524732069,33787527133703,2.401634,true,true,218490021,218494103,4.082000,true,matched_request_response
294,unknown_did,0x2222,993B32,2E2222993B32,062E2222993B3200,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:33.494127+02:00,33787539382897,33787541700093,2.317196,true,true,218504665,218508744,4.079000,true,matched_request_response
295,target_did_random_data,0x1234,7F00,2E12347F00,052E12347F000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.508737+02:00,33787553992868,33787556357695,2.364827,true,true,218519305,218523390,4.085000,true,matched_request_response
296,target_did_random_data,0x1234,427557,2E1234427557,062E123442755700,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.523347+02:00,33787568602489,33787571053920,2.451431,true,true,218533856,218537935,4.079000,true,matched_request_response
297,target_did_random_data,0x1234,36,2E123436,042E123436000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.538077+02:00,33787583334472,33787585666265,2.331793,true,true,218548627,218552713,4.086000,true,matched_request_response
298,unknown_did,0xF187,156D,2EF187156D,052EF187156D0000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:33.552697+02:00,33787597952754,33787600356763,2.404009,true,true,218563199,218567282,4.083000,true,matched_request_response
299,target_did_random_data,0x1234,D8A782BB,2E1234D8A782BB,072E1234D8A782BB,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.567408+02:00,33787612663925,33787614923921,2.259996,true,true,218577881,218581955,4.074000,true,matched_request_response
300,target_did_random_data,0x1234,9A,2E12349A,042E12349A000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.581926+02:00,33787627181705,33787629590952,2.409247,true,true,218592410,218596494,4.084000,true,matched_request_response
301,target_did_random_data,0x1234,68FD5C,2E123468FD5C,062E123468FD5C00,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.596649+02:00,33787641904679,33787644239475,2.334796,true,true,218607130,218611208,4.078000,true,matched_request_response
302,target_did_random_data,0x1234,8D8F,2E12348D8F,052E12348D8F0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.611255+02:00,33787656510389,33787658879058,2.368669,true,true,218621709,218625791,4.082000,true,matched_request_response
303,target_did_random_data,0x1234,43B7779E,2E123443B7779E,072E123443B7779E,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.625923+02:00,33787671178468,33787673859607,2.681139,true,true,218636353,218640426,4.073000,true,matched_request_response
304,target_did_random_data,0x1234,0CF87C,2E12340CF87C,062E12340CF87C00,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.640883+02:00,33787686139251,33787689199559,3.060308,true,true,218651329,218655410,4.081000,true,matched_request_response
305,target_did_random_data,0x1234,16F1,2E123416F1,052E123416F10000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.656506+02:00,33787701772398,33787705021557,3.249159,true,true,218667128,218671210,4.082000,true,matched_request_response
306,target_did_random_data,0x1234,5F3FD4,2E12345F3FD4,062E12345F3FD400,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.672574+02:00,33787717828713,33787720452652,2.623939,true,true,218682979,218687058,4.079000,true,matched_request_response
307,target_did_random_data,0x1234,39,2E123439,042E123439000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.687856+02:00,33787733111814,33787736119741,3.007927,true,true,218698261,218702348,4.087000,true,matched_request_response
308,target_did_random_data,0x1234,B49A,2E1234B49A,052E1234B49A0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.703307+02:00,33787748562185,33787751690728,3.128543,true,true,218713695,218717778,4.083000,true,matched_request_response
309,unknown_did,0x3333,6E,2E33336E,042E33336E000000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:33.718685+02:00,33787763940271,33787766311455,2.371184,true,true,218729065,218733151,4.086000,true,matched_request_response
310,target_did_random_data,0x1234,BC7FDD,2E1234BC7FDD,062E1234BC7FDD00,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.733495+02:00,33787778763747,33787781894175,3.130428,true,true,218744033,218748112,4.079000,true,matched_request_response
311,target_did_random_data,0x1234,CC0C85,2E1234CC0C85,062E1234CC0C8500,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.748946+02:00,33787794209858,33787796544724,2.334866,true,true,218759396,218763477,4.081000,true,matched_request_response
312,target_did_random_data,0x1234,5D,2E12345D,042E12345D000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.763498+02:00,33787808753828,33787811368269,2.614441,true,true,218773854,218777941,4.087000,true,matched_request_response
313,target_did_random_data,0x1234,9076E296,2E12349076E296,072E12349076E296,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.778997+02:00,33787824252809,33787826867111,2.614302,true,true,218789304,218793376,4.072000,true,matched_request_response
314,target_did_random_data,0x1234,42565B4F,2E123442565B4F,072E123442565B4F,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.793844+02:00,33787839101288,33787841488395,2.387107,true,true,218804163,218808238,4.075000,true,matched_request_response
315,target_did_random_data,0x1234,454541E0,2E1234454541E0,072E1234454541E0,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.811117+02:00,33787856373052,33787859351715,2.978663,true,true,218821422,218825494,4.072000,true,matched_request_response
316,target_did_random_data,0x1234,45,2E123445,042E123445000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.826345+02:00,33787871600769,33787874738252,3.137483,true,true,218836650,218840737,4.087000,true,matched_request_response
317,missing_data,0x1234,,2E1234,032E123400000000,7F2E13,negative,0x7F,0x13,false,2026-06-20T19:29:33.841791+02:00,33787887046042,33787889461226,2.415184,true,true,218852091,218856182,4.091000,true,matched_request_response
318,unknown_did,0x2222,9968,2E22229968,052E222299680000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:33.856669+02:00,33787901929582,33787905305572,3.375990,true,true,218867132,218871215,4.083000,true,matched_request_response
319,read_only_did,0x1001,440442,2E1001440442,062E100144044200,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:33.872776+02:00,33787918030525,33787920673810,2.643285,true,true,218883056,218887143,4.087000,true,matched_request_response
320,read_only_did,0x1001,D6A5,2E1001D6A5,052E1001D6A50000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:33.887714+02:00,33787932969518,33787935259337,2.289819,true,true,218898003,218902090,4.087000,true,matched_request_response
321,missing_data,0x1234,,2E1234,032E123400000000,7F2E13,negative,0x7F,0x13,false,2026-06-20T19:29:33.902576+02:00,33787947849286,33787950890457,3.041171,true,true,218913017,218917108,4.091000,true,matched_request_response
322,target_did_random_data,0x1234,BD8C,2E1234BD8C,052E1234BD8C0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.917831+02:00,33787963086572,33787965753114,2.666542,true,true,218928081,218932163,4.082000,true,matched_request_response
323,unknown_did,0xF187,0264,2EF1870264,052EF18702640000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:33.932925+02:00,33787978191578,33787981161581,2.970003,true,true,218943346,218947431,4.085000,true,matched_request_response
324,target_did_random_data,0x1234,705CD1,2E1234705CD1,062E1234705CD100,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.948145+02:00,33787993401904,33787996095964,2.694060,true,true,218958390,218962467,4.077000,true,matched_request_response
325,unknown_did,0x2222,521E,2E2222521E,052E2222521E0000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:33.963665+02:00,33788008920511,33788011482221,2.561710,true,true,218973898,218977981,4.083000,true,matched_request_response
326,target_did_random_data,0x1234,6EC8A368,2E12346EC8A368,072E12346EC8A368,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.978517+02:00,33788023773809,33788026175862,2.402053,true,true,218988762,218992837,4.075000,true,matched_request_response
327,target_did_random_data,0x1234,D54A,2E1234D54A,052E1234D54A0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:33.993188+02:00,33788038444751,33788040743998,2.299247,true,true,219003421,219007501,4.080000,true,matched_request_response
328,target_did_random_data,0x1234,F2,2E1234F2,042E1234F2000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.007815+02:00,33788053071134,33788055437708,2.366574,true,true,219018041,219022128,4.087000,true,matched_request_response
329,target_did_random_data,0x1234,992827,2E1234992827,062E123499282700,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.022528+02:00,33788067785098,33788070066955,2.281857,true,true,219032746,219036825,4.079000,true,matched_request_response
330,target_did_random_data,0x1234,CAE7,2E1234CAE7,052E1234CAE70000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.037099+02:00,33788082355399,33788084665471,2.310072,true,true,219047291,219051370,4.079000,true,matched_request_response
331,missing_data,0x1234,,2E1234,032E123400000000,7F2E13,negative,0x7F,0x13,false,2026-06-20T19:29:34.051644+02:00,33788096899579,33788099369379,2.469800,true,true,219061843,219065934,4.091000,true,matched_request_response
332,target_did_random_data,0x1234,16,2E123416,042E123416000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.066488+02:00,33788111752388,33788115168328,3.415940,true,true,219076844,219080931,4.087000,true,matched_request_response
333,unknown_did,0x3333,16,2E333316,042E333316000000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:34.082146+02:00,33788127401458,33788129713765,2.312307,true,true,219092305,219096390,4.085000,true,matched_request_response
334,target_did_random_data,0x1234,354BE0,2E1234354BE0,062E1234354BE000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.096763+02:00,33788142016877,33788144449450,2.432573,true,true,219106896,219110974,4.078000,true,matched_request_response
335,target_did_random_data,0x1234,9E0E35,2E12349E0E35,062E12349E0E3500,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.111716+02:00,33788156971374,33788160030635,3.059261,true,true,219121868,219125951,4.083000,true,matched_request_response
336,read_only_did,0x1001,67A08F,2E100167A08F,062E100167A08F00,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:34.127213+02:00,33788172469029,33788175503495,3.034466,true,true,219137336,219141417,4.081000,true,matched_request_response
337,target_did_random_data,0x1234,59123C,2E123459123C,062E123459123C00,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.142531+02:00,33788187787260,33788190146850,2.359590,true,true,219152663,219156742,4.079000,true,matched_request_response
338,target_did_random_data,0x1234,E747C1,2E1234E747C1,062E1234E747C100,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.157362+02:00,33788202627079,33788205783069,3.155990,true,true,219167629,219171706,4.077000,true,matched_request_response
339,missing_data,0x1234,,2E1234,032E123400000000,7F2E13,negative,0x7F,0x13,false,2026-06-20T19:29:34.172824+02:00,33788218080872,33788220690564,2.609692,true,true,219182954,219187044,4.090000,true,matched_request_response
340,target_did_random_data,0x1234,871BB88A,2E1234871BB88A,072E1234871BB88A,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.188048+02:00,33788233303491,33788236122777,2.819286,true,true,219198130,219202204,4.074000,true,matched_request_response
341,target_did_random_data,0x1234,64,2E123464,042E123464000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.203534+02:00,33788248809107,33788252074818,3.265711,true,true,219213815,219217901,4.086000,true,matched_request_response
342,target_did_random_data,0x1234,888808FC,2E1234888808FC,072E1234888808FC,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.219851+02:00,33788265106165,33788267293107,2.186942,true,true,219229928,219234007,4.079000,true,matched_request_response
343,read_only_did,0x1001,257F,2E1001257F,052E1001257F0000,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:34.234274+02:00,33788279529939,33788282186703,2.656764,true,true,219244349,219248434,4.085000,true,matched_request_response
344,read_only_did,0x1001,5B1D32,2E10015B1D32,062E10015B1D3200,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:34.249167+02:00,33788294421789,33788296576395,2.154606,true,true,219259216,219263302,4.086000,true,matched_request_response
345,target_did_random_data,0x1234,A6,2E1234A6,042E1234A6000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.263803+02:00,33788309072198,33788312190684,3.118486,true,true,219274050,219278137,4.087000,true,matched_request_response
346,target_did_random_data,0x1234,8A,2E12348A,042E12348A000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.279140+02:00,33788324395318,33788327128001,2.732683,true,true,219289193,219293280,4.087000,true,matched_request_response
347,target_did_random_data,0x1234,9024D609,2E12349024D609,072E12349024D609,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.294423+02:00,33788339677721,33788342677896,3.000175,true,true,219304427,219308504,4.077000,true,matched_request_response
348,target_did_random_data,0x1234,423B,2E1234423B,052E1234423B0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.309690+02:00,33788354946436,33788357173746,2.227310,true,true,219319716,219323799,4.083000,true,matched_request_response
349,target_did_random_data,0x1234,74E6733C,2E123474E6733C,072E123474E6733C,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.324184+02:00,33788369439492,33788371792796,2.353304,true,true,219334183,219338258,4.075000,true,matched_request_response
350,target_did_random_data,0x1234,1474C765,2E12341474C765,072E12341474C765,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.338958+02:00,33788384223996,33788387474342,3.250346,true,true,219349099,219353174,4.075000,true,matched_request_response
351,target_did_random_data,0x1234,CBB6F985,2E1234CBB6F985,072E1234CBB6F985,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.354522+02:00,33788399777244,33788402433170,2.655926,true,true,219364515,219368587,4.072000,true,matched_request_response
352,target_did_random_data,0x1234,6D21,2E12346D21,052E12346D210000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.370088+02:00,33788415351165,33788417945561,2.594396,true,true,219380187,219384270,4.083000,true,matched_request_response
353,unknown_did,0xF187,AA6544,2EF187AA6544,062EF187AA654400,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:34.385032+02:00,33788430287364,33788433355774,3.068410,true,true,219394998,219399076,4.078000,true,matched_request_response
354,missing_data,0x1234,,2E1234,032E123400000000,7F2E13,negative,0x7F,0x13,false,2026-06-20T19:29:34.400605+02:00,33788445873088,33788448951904,3.078816,true,true,219410687,219414778,4.091000,true,matched_request_response
355,target_did_random_data,0x1234,6DB3A2,2E12346DB3A2,062E12346DB3A200,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.416090+02:00,33788461346367,33788463824199,2.477832,true,true,219426025,219430104,4.079000,true,matched_request_response
356,target_did_random_data,0x1234,39,2E123439,042E123439000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.431462+02:00,33788476727596,33788479186011,2.458415,true,true,219441552,219445636,4.084000,true,matched_request_response
357,target_did_random_data,0x1234,BC,2E1234BC,042E1234BC000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.446166+02:00,33788491421027,33788493808972,2.387945,true,true,219456099,219460186,4.087000,true,matched_request_response
358,target_did_random_data,0x1234,FD361111,2E1234FD361111,072E1234FD361111,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.460814+02:00,33788506069480,33788508513857,2.444377,true,true,219470731,219474806,4.075000,true,matched_request_response
359,target_did_random_data,0x1234,CBCE77DC,2E1234CBCE77DC,072E1234CBCE77DC,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.475507+02:00,33788520762911,33788523162590,2.399679,true,true,219485412,219489485,4.073000,true,matched_request_response
360,target_did_random_data,0x1234,4E24F8,2E12344E24F8,062E12344E24F800,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.490181+02:00,33788535436298,33788537936548,2.500250,true,true,219500092,219504171,4.079000,true,matched_request_response
361,target_did_random_data,0x1234,06DBE2,2E123406DBE2,062E123406DBE200,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.504969+02:00,33788550224573,33788552487782,2.263209,true,true,219514856,219518939,4.083000,true,matched_request_response
362,unknown_did,0x3333,884ED6C5,2E3333884ED6C5,072E3333884ED6C5,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:34.519633+02:00,33788564896004,33788568149144,3.253140,true,true,219529619,219533691,4.072000,true,matched_request_response
363,target_did_random_data,0x1234,56086C,2E123456086C,062E123456086C00,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.535192+02:00,33788580447436,33788582759255,2.311819,true,true,219545063,219549146,4.083000,true,matched_request_response
364,target_did_random_data,0x1234,6F,2E12346F,042E12346F000000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.549958+02:00,33788595212804,33788597431105,2.218301,true,true,219559825,219563912,4.087000,true,matched_request_response
365,target_did_random_data,0x1234,EDC8,2E1234EDC8,052E1234EDC80000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.564445+02:00,33788609701251,33788612080605,2.379354,true,true,219574299,219578380,4.081000,true,matched_request_response
366,target_did_random_data,0x1234,18CE95B4,2E123418CE95B4,072E123418CE95B4,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.579124+02:00,33788624379107,33788626676398,2.297291,true,true,219588947,219593022,4.075000,true,matched_request_response
367,target_did_random_data,0x1234,17857D48,2E123417857D48,072E123417857D48,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.593697+02:00,33788638954506,33788641351740,2.397234,true,true,219603528,219607600,4.072000,true,matched_request_response
368,target_did_random_data,0x1234,1DD2CE39,2E12341DD2CE39,072E12341DD2CE39,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.608383+02:00,33788653639137,33788656038327,2.399190,true,true,219618213,219622291,4.078000,true,matched_request_response
369,target_did_random_data,0x1234,BE6A62,2E1234BE6A62,062E1234BE6A6200,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.623090+02:00,33788668344930,33788670660240,2.315310,true,true,219632881,219636960,4.079000,true,matched_request_response
370,target_did_random_data,0x1234,A7CC,2E1234A7CC,052E1234A7CC0000,6E1234,positive,0x6E,,true,2026-06-20T19:29:34.637967+02:00,33788683235872,33788686504028,3.268156,true,true,219647983,219652066,4.083000,true,matched_request_response
371,read_only_did,0x1001,40830C,2E100140830C,062E100140830C00,7F2E31,negative,0x7F,0x31,false,2026-06-20T19:29:34.653795+02:00,33788699050955,33788701893707,2.842752,true,true,219663598,219667683,4.085000,true,matched_request_response
