vehicle_id,hotpatch_capable,ota_only_protected_min,hotpatch_first_protected_min,exposure_reduction_min,ota_only_ota_finished_min,hotpatch_first_ota_finished_min
vehicle-0571,true,15855,960,14895,15855,15855
vehicle-0572,true,15743,886,14857,15743,15743
vehicle-0573,true,15800,535,15265,15800,15800
vehicle-0574,true,15725,479,15246,15725,15725
vehicle-0575,true,15747,551,15196,15747,15747
vehicle-0576,true,15824,617,15207,15824,15824
vehicle-0577,true,15754,458,15296,15754,15754
vehicle-0578,true,15842,442,15400,15842,15842
vehicle-0579,true,14441,479,13962,14441,14441
vehicle-0580,true,15749,431,15318,15749,15749
vehicle-0581,true,15722,697,15025,15722,15722
vehicle-0582,true,15720,795,14925,15720,15720
vehicle-0583,true,15787,911,14876,15787,15787
vehicle-0584,true,15810,877,14933,15810,15810
vehicle-0585,true,17187,446,16741,17187,17187
vehicle-0586,true,15765,729,15036,15765,15765
vehicle-0587,true,15791,673,15118,15791,15791
vehicle-0588,true,15767,702,15065,15767,15767
vehicle-0589,true,15853,754,15099,15853,15853
vehicle-0590,true,15799,396,15403,15799,15799
vehicle-0591,true,15804,531,15273,15804,15804
vehicle-0592,true,15849,571,15278,15849,15849
vehicle-0593,true,17145,457,16688,17145,17145
vehicle-0594,true,15841,1014,14827,15841,15841
vehicle-0595,true,17263,486,16777,17263,17263
vehicle-0596,true,17191,451,16740,17191,17191
vehicle-0597,true,15830,389,15441,15830,15830
vehicle-0598,true,15839,647,15192,15839,15839
vehicle-0599,true,15837,674,15163,15837,15837
vehicle-0600,true,15794,549,15245,15794,15794
vehicle-0601,true,15799,423,15376,15799,15799
vehicle-0602,true,17288,406,16882,17288,17288
vehicle-0603,true,15810,393,15417,15810,15810
vehicle-0604,true,15849,492,15357,15849,15849
vehicle-0605,true,17163,483,16680,17163,17163
vehicle-0606,true,17228,471,16757,17228,17228
vehicle-0607,true,15813,377,15436,15813,15813
vehicle-0608,true,15851,420,15431,15851,15851
vehicle-0609,true,17165,743,16422,17165,17165
vehicle-0610,true,17189,647,16542,17189,17189
vehicle-0611,true,17214,418,16796,17214,17214
vehicle-0612,true,17173,502,16671,17173,17173
vehicle-0613,true,17272,641,16631,17272,17272
vehicle-0614,true,15839,490,15349,15839,15839
vehicle-0615,true,17189,457,16732,17189,17189
vehicle-0616,true,17168,520,16648,17168,17168
vehicle-0617,true,17243,650,16593,17243,17243
vehicle-0618,true,17174,464,16710,17174,17174
vehicle-0619,true,17255,744,16511,17255,17255
vehicle-0620,true,17278,468,16810,17278,17278
vehicle-0621,true,17148,745,16403,17148,17148
vehicle-0622,true,17168,819,16349,17168,17168
vehicle-0623,true,17254,481,16773,17254,17254
vehicle-0624,true,17192,460,16732,17192,17192
vehicle-0625,true,15844,384,15460,15844,15844
vehicle-0626,true,15855,737,15118,15855,15855
vehicle-0627,true,17254,1097,16157,17254,17254
vehicle-0628,true,15858,806,15052,15858,15858
vehicle-0629,true,17223,428,16795,17223,17223
vehicle-0630,true,17240,1104,16136,17240,17240
vehicle-0631,true,17264,725,16539,17264,17264
vehicle-0632,true,17275,444,16831,17275,17275
vehicle-0633,true,17175,419,16756,17175,17175
vehicle-0634,true,17173,874,16299,17173,17173
vehicle-0635,true,15884,526,15358,15884,15884
vehicle-0636,true,17269,455,16814,17269,17269
vehicle-0637,true,15889,416,15473,15889,15889
vehicle-0638,true,17195,457,16738,17195,17195
vehicle-0639,true,17292,434,16858,17292,17292
vehicle-0640,true,17177,518,16659,17177,17177
vehicle-0641,true,17181,975,16206,17181,17181
vehicle-0642,true,17146,528,16618,17146,17146
vehicle-0643,true,15900,822,15078,15900,15900
vehicle-0644,true,17146,680,16466,17146,17146
vehicle-0645,true,17279,817,16462,17279,17279
vehicle-0646,true,17217,751,16466,17217,17217
vehicle-0647,true,17275,691,16584,17275,17275
vehicle-0648,true,17234,544,16690,17234,17234
vehicle-0649,true,17233,1042,16191,17233,17233
vehicle-0650,true,17227,523,16704,17227,17227
vehicle-0651,true,17216,788,16428,17216,17216
vehicle-0652,true,18590,726,17864,18590,18590
vehicle-0653,true,18588,609,17979,18588,18588
vehicle-0654,true,18725,730,17995,18725,18725
vehicle-0655,true,17240,500,16740,17240,17240
vehicle-0656,true,17264,733,16531,17264,17264
vehicle-0657,true,18674,896,17778,18674,18674
vehicle-0658,true,18722,1123,17599,18722,18722
vehicle-0659,true,17261,527,16734,17261,17261
vehicle-0660,true,18719,575,18144,18719,18719
vehicle-0661,true,17282,917,16365,17282,17282
vehicle-0662,true,17290,545,16745,17290,17290
vehicle-0663,true,17272,1019,16253,17272,17272
vehicle-0664,true,17278,491,16787,17278,17278
vehicle-0665,true,17288,932,16356,17288,17288
vehicle-0666,true,17299,627,16672,17299,17299
vehicle-0667,true,18604,827,17777,18604,18604
vehicle-0668,true,18618,371,18247,18618,18618
vehicle-0669,true,17299,720,16579,17299,17299
vehicle-0670,true,18599,944,17655,18599,18599
vehicle-0671,true,17306,1005,16301,17306,17306
vehicle-0672,true,18604,576,18028,18604,18604
vehicle-0673,true,18594,472,18122,18594,18594
vehicle-0674,true,18708,463,18245,18708,18708
vehicle-0675,true,18627,646,17981,18627,18627
vehicle-0676,true,18601,474,18127,18601,18601
vehicle-0677,true,18735,452,18283,18735,18735
vehicle-0678,true,18590,467,18123,18590,18590
vehicle-0679,true,18626,448,18178,18626,18626
vehicle-0680,true,18722,932,17790,18722,18722
vehicle-0681,true,17309,900,16409,17309,17309
vehicle-0682,true,18649,417,18232,18649,18649
vehicle-0683,true,18689,444,18245,18689,18689
vehicle-0684,true,17317,452,16865,17317,17317
vehicle-0685,true,17320,565,16755,17320,17320
vehicle-0686,true,18719,415,18304,18719,18719
vehicle-0687,true,18727,790,17937,18727,18727
vehicle-0688,true,18602,730,17872,18602,18602
vehicle-0689,true,18704,549,18155,18704,18704
vehicle-0690,true,18698,578,18120,18698,18698
vehicle-0691,true,18622,677,17945,18622,18622
vehicle-0692,true,18703,453,18250,18703,18703
vehicle-0693,true,17323,730,16593,17323,17323
vehicle-0694,true,18628,554,18074,18628,18628
vehicle-0695,true,18666,502,18164,18666,18666
vehicle-0696,true,18678,736,17942,18678,18678
vehicle-0697,true,18637,1077,17560,18637,18637
vehicle-0698,true,18611,458,18153,18611,18611
vehicle-0699,true,18637,443,18194,18637,18637
vehicle-0700,true,18618,636,17982,18618,18618
vehicle-0701,true,18661,375,18286,18661,18661
vehicle-0702,true,18728,674,18054,18728,18728
vehicle-0703,true,18670,965,17705,18670,18670
vehicle-0704,true,18598,541,18057,18598,18598
vehicle-0705,true,18727,517,18210,18727,18727
vehicle-0706,true,20047,449,19598,20047,20047
vehicle-0707,true,18730,676,18054,18730,18730
vehicle-0708,true,18643,444,18199,18643,18643
vehicle-0709,true,20028,539,19489,20028,20028
vehicle-0710,true,18708,420,18288,18708,18708
vehicle-0711,true,20039,647,19392,20039,20039
vehicle-0712,true,20107,642,19465,20107,20107
vehicle-0713,true,18685,450,18235,18685,18685
vehicle-0714,true,20117,706,19411,20117,20117
vehicle-0715,true,18690,655,18035,18690,18690
vehicle-0716,true,20145,479,19666,20145,20145
vehicle-0717,true,20159,542,19617,20159,20159
vehicle-0718,true,18706,437,18269,18706,18706
vehicle-0719,true,18722,472,18250,18722,18722
vehicle-0720,true,20121,525,19596,20121,20121
vehicle-0721,true,18730,644,18086,18730,18730
vehicle-0722,true,20135,428,19707,20135,20135
vehicle-0723,true,20116,690,19426,20116,20116
vehicle-0724,true,20025,742,19283,20025,20025
vehicle-0725,true,20057,434,19623,20057,20057
vehicle-0726,true,18735,498,18237,18735,18735
vehicle-0727,true,18743,680,18063,18743,18743
vehicle-0728,true,20029,651,19378,20029,20029
vehicle-0729,true,20058,721,19337,20058,20058
vehicle-0730,true,20175,505,19670,20175,20175
vehicle-0731,true,20048,935,19113,20048,20048
vehicle-0732,true,20082,726,19356,20082,20082
vehicle-0733,true,20116,648,19468,20116,20116
vehicle-0734,true,20114,395,19719,20114,20114
vehicle-0735,true,18748,1115,17633,18748,18748
vehicle-0736,true,20115,785,19330,20115,20115
vehicle-0737,true,18751,441,18310,18751,18751
vehicle-0738,true,20162,423,19739,20162,20162
vehicle-0739,true,20162,422,19740,20162,20162
vehicle-0740,true,20091,497,19594,20091,20091
vehicle-0741,true,18753,717,18036,18753,18753
vehicle-0742,true,20175,525,19650,20175,20175
vehicle-0743,true,20084,563,19521,20084,20084
vehicle-0744,true,20032,783,19249,20032,20032
vehicle-0745,true,20112,453,19659,20112,20112
vehicle-0746,true,18767,1115,17652,18767,18767
vehicle-0747,true,20127,881,19246,20127,20127
vehicle-0748,true,20114,406,19708,20114,20114
vehicle-0749,true,18775,530,18245,18775,18775
vehicle-0750,true,20131,488,19643,20131,20131
vehicle-0751,true,20114,500,19614,20114,20114
vehicle-0752,true,20128,409,19719,20128,20128
vehicle-0753,true,20146,805,19341,20146,20146
vehicle-0754,true,18780,760,18020,18780,18780
vehicle-0755,true,20151,488,19663,20151,20151
vehicle-0756,true,20051,789,19262,20051,20051
vehicle-0757,true,20159,406,19753,20159,20159
vehicle-0758,true,20081,1107,18974,20081,20081
vehicle-0759,true,20096,468,19628,20096,20096
vehicle-0760,true,20126,493,19633,20126,20126
vehicle-0761,true,20153,559,19594,20153,20153
vehicle-0762,true,20173,546,19627,20173,20173
vehicle-0763,true,20157,422,19735,20157,20157
vehicle-0764,true,21475,512,20963,21475,21475
vehicle-0765,true,21562,468,21094,21562,21562
vehicle-0766,true,21589,353,21236,21589,21589
vehicle-0767,true,20159,1003,19156,20159,20159
vehicle-0768,true,21521,538,20983,21521,21521
vehicle-0769,true,21505,805,20700,21505,21505
vehicle-0770,true,21496,417,21079,21496,21496
vehicle-0771,true,20173,421,19752,20173,20173
vehicle-0772,true,20175,631,19544,20175,20175
vehicle-0773,true,21559,436,21123,21559,21559
vehicle-0774,true,20171,450,19721,20171,20171
vehicle-0775,true,20171,547,19624,20171,20171
vehicle-0776,true,21473,742,20731,21473,21473
vehicle-0777,true,21596,626,20970,21596,21596
vehicle-0778,true,20173,729,19444,20173,20173
vehicle-0779,true,20176,537,19639,20176,20176
vehicle-0780,true,21562,527,21035,21562,21562
vehicle-0781,true,21571,451,21120,21571,21571
vehicle-0782,true,21582,619,20963,21582,21582
vehicle-0783,true,21603,389,21214,21603,21603
vehicle-0784,true,21468,567,20901,21468,21468
vehicle-0785,true,20191,436,19755,20191,20191
vehicle-0786,true,21477,649,20828,21477,21477
vehicle-0787,true,21576,507,21069,21576,21576
vehicle-0788,true,21560,630,20930,21560,21560
vehicle-0789,true,21589,662,20927,21589,21589
vehicle-0790,true,21555,462,21093,21555,21555
vehicle-0791,true,21564,445,21119,21564,21564
vehicle-0792,true,21503,539,20964,21503,21503
vehicle-0793,true,21489,686,20803,21489,21489
vehicle-0794,true,21585,615,20970,21585,21585
vehicle-0795,true,21481,780,20701,21481,21481
vehicle-0796,true,21557,510,21047,21557,21557
vehicle-0797,true,21548,379,21169,21548,21548
vehicle-0798,true,21566,924,20642,21566,21566
vehicle-0799,true,21469,469,21000,21469,21469
vehicle-0800,true,21537,653,20884,21537,21537
vehicle-0801,true,21534,554,20980,21534,21534
vehicle-0802,true,21570,595,20975,21570,21570
vehicle-0803,true,21580,440,21140,21580,21580
vehicle-0804,true,22983,529,22454,22983,22983
vehicle-0805,true,21615,734,20881,21615,21615
vehicle-0806,true,22992,727,22265,22992,22992
vehicle-0807,true,21582,552,21030,21582,21582
vehicle-0808,true,21593,807,20786,21593,21593
vehicle-0809,true,23031,506,22525,23031,23031
vehicle-0810,true,22924,519,22405,22924,22924
vehicle-0811,true,21606,509,21097,21606,21606
vehicle-0812,true,21600,543,21057,21600,21600
vehicle-0813,true,21611,726,20885,21611,21611
vehicle-0814,true,21602,491,21111,21602,21602
vehicle-0815,true,21610,460,21150,21610,21610
vehicle-0816,true,22976,623,22353,22976,22976
vehicle-0817,true,23031,446,22585,23031,23031
vehicle-0818,true,22956,768,22188,22956,22956
vehicle-0819,true,21611,466,21145,21611,21611
vehicle-0820,true,22965,455,22510,22965,22965
vehicle-0821,true,21615,485,21130,21615,21615
vehicle-0822,true,22979,1020,21959,22979,22979
vehicle-0823,true,23019,397,22622,23019,23019
vehicle-0824,true,21621,429,21192,21621,21621
vehicle-0825,true,22975,407,22568,22975,22975
vehicle-0826,true,22955,673,22282,22955,22955
vehicle-0827,true,22957,405,22552,22957,22957
vehicle-0828,true,23049,602,22447,23049,23049
vehicle-0829,true,23020,594,22426,23020,23020
vehicle-0830,true,22930,505,22425,22930,22930
vehicle-0831,true,21625,845,20780,21625,21625
vehicle-0832,true,23013,454,22559,23013,23013
vehicle-0833,true,23005,737,22268,23005,23005
vehicle-0834,true,21627,500,21127,21627,21627
vehicle-0835,true,23032,455,22577,23032,23032
vehicle-0836,true,23016,426,22590,23016,23016
vehicle-0837,true,21630,434,21196,21630,21630
vehicle-0838,true,22956,655,22301,22956,22956
vehicle-0839,true,21638,486,21152,21638,21638
vehicle-0840,true,22907,473,22434,22907,22907
vehicle-0841,true,23013,632,22381,23013,23013
vehicle-0842,true,23048,1000,22048,23048,23048
vehicle-0843,true,23035,1057,21978,23035,23035
vehicle-0844,true,22978,535,22443,22978,22978
vehicle-0845,true,21647,452,21195,21647,21647
vehicle-0846,true,23037,792,22245,23037,23037
vehicle-0847,true,22987,1073,21914,22987,22987
vehicle-0848,true,22955,720,22235,22955,22955
vehicle-0849,true,23044,421,22623,23044,23044
vehicle-0850,false,22912,22912,0,22912,22912
vehicle-0851,false,21656,21656,0,21656,21656
vehicle-0852,false,22971,22971,0,22971,22971
vehicle-0853,false,22949,22949,0,22949,22949
vehicle-0854,false,23040,23040,0,23040,23040
vehicle-0855,false,22967,22967,0,22967,22967
vehicle-0856,false,22944,22944,0,22944,22944
vehicle-0857,false,22949,22949,0,22949,22949
vehicle-0858,false,24405,24405,0,24405,24405
vehicle-0859,false,24365,24365,0,24365,24365
vehicle-0860,false,24421,24421,0,24421,24421
vehicle-0861,false,22989,22989,0,22989,22989
vehicle-0862,false,24354,24354,0,24354,24354
vehicle-0863,false,23027,23027,0,23027,23027
vehicle-0864,false,23035,23035,0,23035,23035
vehicle-0865,false,23025,23025,0,23025,23025
vehicle-0866,false,22994,22994,0,22994,22994
vehicle-0867,false,24468,24468,0,24468,24468
vehicle-0868,false,24348,24348,0,24348,24348
vehicle-0869,false,23049,23049,0,23049,23049
vehicle-0870,false,23055,23055,0,23055,23055
vehicle-0871,false,24458,24458,0,24458,24458
vehicle-0872,false,24471,24471,0,24471,24471
vehicle-0873,false,23039,23039,0,23039,23039
vehicle-0874,false,24418,24418,0,24418,24418
vehicle-0875,false,24415,24415,0,24415,24415
vehicle-0876,false,24345,24345,0,24345,24345
vehicle-0877,false,23058,23058,0,23058,23058
vehicle-0878,false,24411,24411,0,24411,24411
vehicle-0879,false,24394,24394,0,24394,24394
vehicle-0880,false,24484,24484,0,24484,24484
vehicle-0881,false,24359,24359,0,24359,24359
vehicle-0882,false,23058,23058,0,23058,23058
vehicle-0883,false,24361,24361,0,24361,24361
vehicle-0884,false,24345,24345,0,24345,24345
vehicle-0885,false,24427,24427,0,24427,24427
vehicle-0886,false,24472,24472,0,24472,24472
vehicle-0887,false,23070,23070,0,23070,23070
vehicle-0888,false,24414,24414,0,24414,24414
vehicle-0889,false,24461,24461,0,24461,24461
vehicle-0890,false,24384,24384,0,24384,24384
vehicle-0891,false,24347,24347,0,24347,24347
vehicle-0892,false,24391,24391,0,24391,24391
vehicle-0893,false,23072,23072,0,23072,23072
vehicle-0894,false,24494,24494,0,24494,24494
vehicle-0895,false,24370,24370,0,24370,24370
vehicle-0896,false,24387,24387,0,24387,24387
vehicle-0897,false,23080,23080,0,23080,23080
vehicle-0898,false,23084,23084,0,23084,23084
vehicle-0899,false,24371,24371,0,24371,24371
vehicle-0900,false,23094,23094,0,23094,23094
vehicle-0901,false,24461,24461,0,24461,24461
vehicle-0902,false,24360,24360,0,24360,24360
vehicle-0903,false,24389,24389,0,24389,24389
vehicle-0904,false,24415,24415,0,24415,24415
vehicle-0905,false,24473,24473,0,24473,24473
vehicle-0906,false,24465,24465,0,24465,24465
vehicle-0907,false,24485,24485,0,24485,24485
vehicle-0908,false,24400,24400,0,24400,24400
vehicle-0909,false,24436,24436,0,24436,24436
vehicle-0910,false,24452,24452,0,24452,24452
vehicle-0911,false,24483,24483,0,24483,24483
vehicle-0912,false,24395,24395,0,24395,24395
vehicle-0913,false,24489,24489,0,24489,24489
vehicle-0914,false,24389,24389,0,24389,24389
vehicle-0915,false,24495,24495,0,24495,24495
vehicle-0916,false,24494,24494,0,24494,24494
vehicle-0917,false,25848,25848,0,25848,25848
vehicle-0918,false,24434,24434,0,24434,24434
vehicle-0919,false,25836,25836,0,25836,25836
vehicle-0920,false,24492,24492,0,24492,24492
vehicle-0921,false,24434,24434,0,24434,24434
vehicle-0922,false,24440,24440,0,24440,24440
vehicle-0923,false,24445,24445,0,24445,24445
vehicle-0924,false,24479,24479,0,24479,24479
vehicle-0925,false,24485,24485,0,24485,24485
vehicle-0926,false,25785,25785,0,25785,25785
vehicle-0927,false,25827,25827,0,25827,25827
vehicle-0928,false,25923,25923,0,25923,25923
vehicle-0929,false,24490,24490,0,24490,24490
vehicle-0930,false,25808,25808,0,25808,25808
vehicle-0931,false,24497,24497,0,24497,24497
vehicle-0932,false,24506,24506,0,24506,24506
vehicle-0933,false,25835,25835,0,25835,25835
vehicle-0934,false,24506,24506,0,24506,24506
vehicle-0935,false,24510,24510,0,24510,24510
vehicle-0936,false,24518,24518,0,24518,24518
vehicle-0937,false,25882,25882,0,25882,25882
vehicle-0938,false,25846,25846,0,25846,25846
vehicle-0939,false,25850,25850,0,25850,25850
vehicle-0940,false,25875,25875,0,25875,25875
vehicle-0941,false,25800,25800,0,25800,25800
vehicle-0942,false,25876,25876,0,25876,25876
vehicle-0943,false,25824,25824,0,25824,25824
vehicle-0944,false,25843,25843,0,25843,25843
vehicle-0945,false,25911,25911,0,25911,25911
vehicle-0946,false,25863,25863,0,25863,25863
vehicle-0947,false,25917,25917,0,25917,25917
vehicle-0948,false,24524,24524,0,24524,24524
vehicle-0949,false,25903,25903,0,25903,25903
vehicle-0950,false,25861,25861,0,25861,25861
vehicle-0951,false,25853,25853,0,25853,25853
vehicle-0952,false,25865,25865,0,25865,25865
vehicle-0953,false,25875,25875,0,25875,25875
vehicle-0954,false,25934,25934,0,25934,25934
vehicle-0955,false,25915,25915,0,25915,25915
vehicle-0956,false,24530,24530,0,24530,24530
vehicle-0957,false,25800,25800,0,25800,25800
vehicle-0958,false,25919,25919,0,25919,25919
vehicle-0959,false,24535,24535,0,24535,24535
vehicle-0960,false,25789,25789,0,25789,25789
vehicle-0961,false,25804,25804,0,25804,25804
vehicle-0962,false,25892,25892,0,25892,25892
vehicle-0963,false,25786,25786,0,25786,25786
vehicle-0964,false,25816,25816,0,25816,25816
vehicle-0965,false,25922,25922,0,25922,25922
vehicle-0966,false,25927,25927,0,25927,25927
vehicle-0967,false,25909,25909,0,25909,25909
vehicle-0968,false,25808,25808,0,25808,25808
vehicle-0969,false,25787,25787,0,25787,25787
vehicle-0970,false,25870,25870,0,25870,25870
vehicle-0971,false,25831,25831,0,25831,25831
vehicle-0972,false,25832,25832,0,25832,25832
vehicle-0973,false,25916,25916,0,25916,25916
vehicle-0974,false,27246,27246,0,27246,27246
vehicle-0975,false,25849,25849,0,25849,25849
vehicle-0976,false,27350,27350,0,27350,27350
vehicle-0977,false,25867,25867,0,25867,25867
vehicle-0978,false,25853,25853,0,25853,25853
vehicle-0979,false,25907,25907,0,25907,25907
vehicle-0980,false,25876,25876,0,25876,25876
vehicle-0981,false,27329,27329,0,27329,27329
vehicle-0982,false,25877,25877,0,25877,25877
vehicle-0983,false,25898,25898,0,25898,25898
vehicle-0984,false,27263,27263,0,27263,27263
vehicle-0985,false,25910,25910,0,25910,25910
vehicle-0986,false,25913,25913,0,25913,25913
vehicle-0987,false,25924,25924,0,25924,25924
vehicle-0988,false,25915,25915,0,25915,25915
vehicle-0989,false,27343,27343,0,27343,27343
vehicle-0990,false,27273,27273,0,27273,27273
vehicle-0991,false,25921,25921,0,25921,25921
vehicle-0992,false,25922,25922,0,25922,25922
vehicle-0993,false,25937,25937,0,25937,25937
vehicle-0994,false,27276,27276,0,27276,27276
vehicle-0995,false,27367,27367,0,27367,27367
vehicle-0996,false,27282,27282,0,27282,27282
vehicle-0997,false,27267,27267,0,27267,27267
vehicle-0998,false,27335,27335,0,27335,27335
vehicle-0999,false,27258,27258,0,27258,27258
