vehicle_id,hotpatch_capable,ota_only_protected_min,hotpatch_first_protected_min,exposure_reduction_min,ota_only_ota_finished_min,hotpatch_first_ota_finished_min
vehicle-0348,true,8668,725,7943,8668,8668
vehicle-0349,true,10068,898,9170,10068,10068
vehicle-0350,true,10026,715,9311,10026,10026
vehicle-0351,true,9989,473,9516,9989,9989
vehicle-0352,true,10043,530,9513,10043,10043
vehicle-0353,true,9967,539,9428,9967,9967
vehicle-0354,true,9998,452,9546,9998,9998
vehicle-0355,true,10046,488,9558,10046,10046
vehicle-0356,true,9953,436,9517,9953,9953
vehicle-0357,true,8687,460,8227,8687,8687
vehicle-0358,true,10013,693,9320,10013,10013
vehicle-0359,true,10029,554,9475,10029,10029
vehicle-0360,true,9992,536,9456,9992,9992
vehicle-0361,true,10008,527,9481,10008,10008
vehicle-0362,true,9954,978,8976,9954,9954
vehicle-0363,true,8705,490,8215,8705,8705
vehicle-0364,true,10084,887,9197,10084,10084
vehicle-0365,true,10070,425,9645,10070,10070
vehicle-0366,true,10015,854,9161,10015,10015
vehicle-0367,true,10013,1040,8973,10013,10013
vehicle-0368,true,10053,881,9172,10053,10053
vehicle-0369,true,11448,470,10978,11448,11448
vehicle-0370,true,10037,482,9555,10037,10037
vehicle-0371,true,11477,968,10509,11477,11477
vehicle-0372,true,10053,443,9610,10053,10053
vehicle-0373,true,10079,394,9685,10079,10079
vehicle-0374,true,11404,431,10973,11404,11404
vehicle-0375,true,11394,746,10648,11394,11394
vehicle-0376,true,11514,625,10889,11514,11514
vehicle-0377,true,10068,825,9243,10068,10068
vehicle-0378,true,10058,499,9559,10058,10058
vehicle-0379,true,11399,714,10685,11399,11399
vehicle-0380,true,11463,475,10988,11463,11463
vehicle-0381,true,10071,568,9503,10071,10071
vehicle-0382,true,11468,546,10922,11468,11468
vehicle-0383,true,10074,403,9671,10074,10074
vehicle-0384,true,10082,448,9634,10082,10082
vehicle-0385,true,10088,470,9618,10088,10088
vehicle-0386,true,11494,501,10993,11494,11494
vehicle-0387,true,10091,720,9371,10091,10091
vehicle-0388,true,10098,713,9385,10098,10098
