MON,0201096632,7E0,8,072E123451BFC797
MON,0201100705,7E8,8,036E123400000000
MON,0201119777,7E0,8,062E1234A6884D00
MON,0201123856,7E8,8,036E123400000000
MON,0201143023,7E0,8,052E12343D470000
MON,0201147105,7E8,8,036E123400000000
MON,0201165592,7E0,8,052E1234DB0F0000
MON,0201169677,7E8,8,036E123400000000
MON,0201188293,7E0,8,042EF187AA000000
MON,0201192378,7E8,8,037F2E3100000000
MON,0201211588,7E0,8,052E1234DCD20000
MON,0201215668,7E8,8,036E123400000000
MON,0201235016,7E0,8,062E1001646EAA00
MON,0201239099,7E8,8,037F2E3100000000
MON,0201258692,7E0,8,052E1234A4180000
MON,0201262774,7E8,8,036E123400000000
MON,0201281891,7E0,8,042E12349B000000
MON,0201285978,7E8,8,036E123400000000
MON,0201305300,7E0,8,062E123474F27A00
MON,0201309377,7E8,8,036E123400000000
