run_id,trial,patch_state,warmup,step,request_payload,response_payload,send_monotonic_ns,recv_monotonic_ns,latency_ms,response_class,nrc,timeout
real_can_latency_20260716_final_firmware,206,before,false,session_reset,1001,500100321388,542897328994257,542897331738705,2.744448,positive,,false
real_can_latency_20260716_final_firmware,206,before,false,enter_extended_session,1003,500300321388,542897358174134,542897361262616,3.088482,positive,,false
real_can_latency_20260716_final_firmware,206,before,false,request_security_seed,2701,670112CE,542897387502700,542897390453387,2.950687,positive,,false
real_can_latency_20260716_final_firmware,206,before,false,send_security_key,2702B794,6702,542897416675942,542897419646883,2.970941,positive,,false
real_can_latency_20260716_final_firmware,206,before,false,read_target_before,221234,62123400CD,542897445887247,542897448874670,2.987423,positive,,false
real_can_latency_20260716_final_firmware,206,before,false,write_target,2E123400CE,6E1234,542897475031924,542897477158704,2.126780,positive,,false
real_can_latency_20260716_final_firmware,206,before,false,read_target_after,221234,62123400CE,542897503829354,542897506478331,2.648977,positive,,false
real_can_latency_20260716_final_firmware,207,before,false,session_reset,1001,500100321388,542897532779246,542897535779660,3.000414,positive,,false
real_can_latency_20260716_final_firmware,207,before,false,enter_extended_session,1003,500300321388,542897562022398,542897565149921,3.127523,positive,,false
real_can_latency_20260716_final_firmware,207,before,false,request_security_seed,2701,670112CF,542897591369473,542897594381899,3.012426,positive,,false
real_can_latency_20260716_final_firmware,207,before,false,send_security_key,2702B795,6702,542897620591254,542897623681342,3.090088,positive,,false
real_can_latency_20260716_final_firmware,207,before,false,read_target_before,221234,62123400CE,542897649869256,542897653020455,3.151199,positive,,false
real_can_latency_20260716_final_firmware,207,before,false,write_target,2E123400CF,6E1234,542897679240844,542897682318361,3.077517,positive,,false
real_can_latency_20260716_final_firmware,207,before,false,read_target_after,221234,62123400CF,542897708529323,542897711593570,3.064247,positive,,false
real_can_latency_20260716_final_firmware,208,before,false,session_reset,1001,500100321388,542897737921584,542897740869198,2.947614,positive,,false
real_can_latency_20260716_final_firmware,208,before,false,enter_extended_session,1003,500300321388,542897767297921,542897770190222,2.892301,positive,,false
real_can_latency_20260716_final_firmware,208,before,false,request_security_seed,2701,670112D0,542897796433100,542897799500001,3.066901,positive,,false
real_can_latency_20260716_final_firmware,208,before,false,send_security_key,2702B78A,6702,542897825758873,542897828816137,3.057264,positive,,false
real_can_latency_20260716_final_firmware,208,before,false,read_target_before,221234,62123400CF,542897855049167,542897858094698,3.045531,positive,,false
real_can_latency_20260716_final_firmware,208,before,false,write_target,2E123400D0,6E1234,542897884344420,542897887392255,3.047835,positive,,false
real_can_latency_20260716_final_firmware,208,before,false,read_target_after,221234,62123400D0,542897913588410,542897916672003,3.083593,positive,,false
real_can_latency_20260716_final_firmware,209,before,false,session_reset,1001,500100321388,542897943047928,542897946194447,3.146519,positive,,false
real_can_latency_20260716_final_firmware,209,before,false,enter_extended_session,1003,500300321388,542897972445078,542897975491516,3.046438,positive,,false
real_can_latency_20260716_final_firmware,209,before,false,request_security_seed,2701,670112D1,542898001902639,542898004619291,2.716652,positive,,false
real_can_latency_20260716_final_firmware,209,before,false,send_security_key,2702B78B,6702,542898030846385,542898033881300,3.034915,positive,,false
real_can_latency_20260716_final_firmware,209,before,false,read_target_before,221234,62123400D0,542898060114400,542898063176134,3.061734,positive,,false
real_can_latency_20260716_final_firmware,209,before,false,write_target,2E123400D1,6E1234,542898089391564,542898092700253,3.308689,positive,,false
real_can_latency_20260716_final_firmware,209,before,false,read_target_after,221234,62123400D1,542898118946344,542898121880968,2.934624,positive,,false
real_can_latency_20260716_final_firmware,210,before,false,session_reset,1001,500100321388,542898148430515,542898151103936,2.673421,positive,,false
real_can_latency_20260716_final_firmware,210,before,false,enter_extended_session,1003,500300321388,542898177539923,542898180576653,3.036730,positive,,false
real_can_latency_20260716_final_firmware,210,before,false,request_security_seed,2701,670112D2,542898206787963,542898209871487,3.083524,positive,,false
real_can_latency_20260716_final_firmware,210,before,false,send_security_key,2702B788,6702,542898236159412,542898239033903,2.874491,positive,,false
real_can_latency_20260716_final_firmware,210,before,false,read_target_before,221234,62123400D1,542898265452709,542898268214966,2.762257,positive,,false
real_can_latency_20260716_final_firmware,210,before,false,write_target,2E123400D2,6E1234,542898294678051,542898297494296,2.816245,positive,,false
real_can_latency_20260716_final_firmware,210,before,false,read_target_after,221234,62123400D2,542898323724323,542898326897033,3.172710,positive,,false
real_can_latency_20260716_final_firmware,211,before,false,session_reset,1001,500100321388,542898353269954,542898356189841,2.919887,positive,,false
