trial,step,before_latency_ms,after_latency_ms,delta_after_minus_before_ms
104,send_security_key,3.304219,3.069205,-0.235014
104,session_reset,2.754156,2.770149,0.015993
104,write_target,2.626767,2.978133,0.351366
105,enter_extended_session,3.283756,2.993358,-0.290398
105,read_target_after,3.273280,2.812053,-0.461227
105,read_target_before,2.813730,3.054957,0.241227
105,request_security_seed,3.049581,3.121725,0.072144
105,send_security_key,2.532972,3.124169,0.591197
105,session_reset,2.861012,2.866318,0.005306
105,write_target,3.043994,3.336345,0.292351
106,enter_extended_session,2.859894,3.010050,0.150156
106,read_target_after,3.022763,3.103427,0.080664
106,read_target_before,3.247719,3.015288,-0.232431
106,request_security_seed,2.984351,3.076887,0.092536
106,send_security_key,3.034356,3.082614,0.048258
106,session_reset,2.458312,2.727476,0.269164
106,write_target,2.855076,3.080589,0.225513
107,enter_extended_session,3.045181,3.322376,0.277195
107,read_target_after,3.074514,3.071370,-0.003144
107,read_target_before,3.059149,2.966749,-0.092400
107,request_security_seed,3.129339,2.721959,-0.407380
107,send_security_key,3.035264,3.210911,0.175647
107,session_reset,2.996154,3.055377,0.059223
107,write_target,3.139745,3.069624,-0.070121
108,enter_extended_session,2.887482,3.091204,0.203722
108,read_target_after,3.028769,3.046856,0.018087
108,read_target_before,2.623904,2.847601,0.223697
108,request_security_seed,3.039385,3.289132,0.249747
108,send_security_key,3.398155,2.996571,-0.401584
108,session_reset,3.039803,2.934762,-0.105041
108,write_target,3.056914,3.047065,-0.009849
109,enter_extended_session,3.293673,2.945168,-0.348505
109,read_target_after,2.878403,2.814218,-0.064185
109,read_target_before,3.043994,3.095186,0.051192
109,request_security_seed,2.820225,2.534297,-0.285928
109,send_security_key,2.790613,2.833005,0.042392
109,session_reset,2.981696,3.102169,0.120473
109,write_target,3.281451,3.236613,-0.044838
110,enter_extended_session,2.849349,3.073605,0.224256
110,read_target_after,3.083244,3.291577,0.208333
110,read_target_before,2.834891,2.751152,-0.083739
110,request_security_seed,3.033937,3.268739,0.234802
110,send_security_key,3.269299,2.547218,-0.722081
110,session_reset,2.655611,2.691508,0.035897
110,write_target,3.012217,2.903544,-0.108673
111,enter_extended_session,3.329572,2.869880,-0.459692
111,read_target_after,2.838384,2.596386,-0.241998
111,read_target_before,3.249883,3.252466,0.002583
111,request_security_seed,2.683268,2.877004,0.193736
111,send_security_key,2.710925,2.819246,0.108321
111,session_reset,2.937627,2.895581,-0.042046
111,write_target,3.004255,2.986654,-0.017601
112,enter_extended_session,3.075771,3.280402,0.204631
112,read_target_after,3.026255,2.950337,-0.075918
112,read_target_before,2.845997,2.754924,-0.091073
112,request_security_seed,3.036312,2.823157,-0.213155
112,send_security_key,3.198969,3.057890,-0.141079
112,session_reset,2.910808,2.731527,-0.179281
112,write_target,2.837057,3.136950,0.299893
113,enter_extended_session,2.821762,2.637451,-0.184311
113,read_target_after,2.786772,2.803952,0.017180
113,read_target_before,3.195128,3.041059,-0.154069
113,request_security_seed,2.773432,2.758695,-0.014737
113,send_security_key,2.872327,3.043014,0.170687
113,session_reset,3.145053,3.125427,-0.019626
113,write_target,3.118304,3.140791,0.022487
114,enter_extended_session,2.902567,3.052583,0.150016
114,read_target_after,3.207909,3.132830,-0.075079
114,read_target_before,2.305432,2.679006,0.373574
114,request_security_seed,3.256029,3.295767,0.039738
114,send_security_key,3.364422,2.902985,-0.461437
114,session_reset,2.753179,2.603230,-0.149949
114,write_target,2.896771,2.941397,0.044626
115,enter_extended_session,2.788029,3.068786,0.280757
115,read_target_after,2.874771,2.936997,0.062226
115,read_target_before,3.348917,3.084919,-0.263998
115,request_security_seed,2.810587,3.019618,0.209031
115,send_security_key,2.874142,3.086455,0.212313
115,session_reset,3.063689,2.791590,-0.272099
115,write_target,2.928408,3.155178,0.226770
116,enter_extended_session,3.016756,3.106919,0.090163
116,read_target_after,3.216569,3.280402,0.063833
116,read_target_before,2.679636,2.867087,0.187451
116,request_security_seed,3.282430,3.050348,-0.232082
116,send_security_key,2.822949,2.483174,-0.339775
116,session_reset,2.739769,2.764072,0.024303
116,write_target,2.883850,2.991193,0.107343
117,enter_extended_session,3.037638,3.031142,-0.006496
117,read_target_after,2.973734,2.806046,-0.167688
117,read_target_before,3.283756,3.326357,0.042601
117,request_security_seed,3.093930,2.846833,-0.247097
117,send_security_key,3.045950,3.068297,0.022347
117,session_reset,2.793966,2.751151,-0.042815
117,write_target,2.863177,2.635706,-0.227471
118,enter_extended_session,3.265738,2.951244,-0.314494
118,read_target_after,3.290670,2.954457,-0.336213
118,read_target_before,3.054330,2.840826,-0.213504
118,request_security_seed,3.010960,3.076887,0.065927
118,send_security_key,2.799901,2.999924,0.200023
118,session_reset,2.675795,2.998596,0.322801
118,write_target,2.998178,3.416521,0.418343
119,enter_extended_session,2.698214,2.842503,0.144289
119,read_target_after,2.887551,2.975479,0.087928
119,read_target_before,3.078774,2.867785,-0.210989
119,request_security_seed,3.090927,3.050278,-0.040649
119,send_security_key,2.970452,3.260498,0.290046
119,session_reset,2.863247,2.745984,-0.117263
119,write_target,3.070184,2.998875,-0.071309
120,enter_extended_session,3.057753,2.792847,-0.264906
120,read_target_after,2.986795,2.946565,-0.040230
120,read_target_before,2.783001,2.806536,0.023535
120,request_security_seed,3.036381,3.045879,0.009498
120,send_security_key,2.898376,3.021784,0.123408
120,session_reset,2.941817,3.027790,0.085973
120,write_target,3.057263,3.181858,0.124595
121,enter_extended_session,2.947893,3.018082,0.070189
121,read_target_after,2.913672,2.892230,-0.021442
121,read_target_before,3.118723,2.897747,-0.220976
121,request_security_seed,3.048254,3.016895,-0.031359
121,send_security_key,3.212309,3.229698,0.017389
121,session_reset,2.906618,2.650931,-0.255687
121,write_target,2.757299,2.812122,0.054823
122,enter_extended_session,3.291298,3.060685,-0.230613
122,read_target_after,2.952503,3.140861,0.188358
122,read_target_before,2.835521,3.065015,0.229494
122,request_security_seed,2.842225,2.805976,-0.036249
122,send_security_key,2.990706,3.063688,0.072982
122,session_reset,2.896631,3.079052,0.182421
122,write_target,3.188983,3.308897,0.119914
123,enter_extended_session,3.075701,2.879798,-0.195903
123,read_target_after,2.873653,3.043992,0.170339
123,read_target_before,2.847393,2.802136,-0.045257
123,request_security_seed,2.964725,3.070253,0.105528
123,send_security_key,3.239617,3.238498,-0.001119
123,session_reset,2.864644,2.422832,-0.441812
123,write_target,3.068228,2.915765,-0.152463
124,enter_extended_session,3.286201,2.908921,-0.377280
124,read_target_after,3.033518,2.788726,-0.244792
124,read_target_before,2.820156,3.233819,0.413663
124,request_security_seed,2.740607,2.974432,0.233825
124,send_security_key,2.667904,2.877005,0.209101
124,session_reset,2.896491,3.061592,0.165101
124,write_target,3.288156,3.082614,-0.205542
125,enter_extended_session,2.828257,3.089389,0.261132
125,read_target_after,3.068926,3.030024,-0.038902
125,read_target_before,2.831539,3.012005,0.180466
125,request_security_seed,3.022204,3.014869,-0.007335
125,send_security_key,3.276703,3.225578,-0.051125
125,session_reset,2.704360,2.837404,0.133044
125,write_target,3.042527,2.765609,-0.276918
126,enter_extended_session,2.858288,2.866528,0.008240
126,read_target_after,3.007328,3.004323,-0.003005
126,read_target_before,2.998528,3.075002,0.076474
126,request_security_seed,3.046927,2.907944,-0.138983
126,send_security_key,3.046927,2.719514,-0.327413
126,session_reset,3.146101,3.116487,-0.029614
126,write_target,3.079264,3.081357,0.002093
127,enter_extended_session,2.932808,3.129407,0.196599
127,read_target_after,2.946637,3.222714,0.276077
127,read_target_before,2.689414,2.980718,0.291304
127,request_security_seed,3.061035,3.191775,0.130740
127,send_security_key,3.347380,2.904241,-0.443139
127,session_reset,2.943354,2.545822,-0.397532
127,write_target,3.035264,2.848090,-0.187174
128,enter_extended_session,3.206931,2.483733,-0.723198
128,read_target_after,2.836498,3.007675,0.171177
128,read_target_before,3.329920,3.254212,-0.075708
128,request_security_seed,2.943773,2.761278,-0.182495
128,send_security_key,3.057334,2.989657,-0.067677
128,session_reset,2.932598,2.929175,-0.003423
128,write_target,2.986097,2.710994,-0.275103
129,enter_extended_session,2.935811,3.076049,0.140238
129,read_target_after,3.071860,3.256726,0.184866
129,read_target_before,2.732296,2.489670,-0.242626
129,request_security_seed,3.220481,3.206162,-0.014319
129,send_security_key,3.246042,3.036449,-0.209593
129,session_reset,2.739001,2.701216,-0.037785
129,write_target,2.789635,2.907105,0.117470
130,enter_extended_session,2.881266,3.091763,0.210497
130,read_target_after,2.880567,2.519562,-0.361005
130,read_target_before,3.294581,2.890483,-0.404098
130,request_security_seed,3.036311,2.877912,-0.158399
130,send_security_key,2.722518,3.334040,0.611522
130,session_reset,3.124170,2.631445,-0.492725
130,write_target,3.011518,3.201692,0.190174
131,enter_extended_session,3.175014,3.197501,0.022487
131,read_target_after,3.053562,3.251209,0.197647
131,read_target_before,2.973036,2.835100,-0.137936
131,request_security_seed,3.210912,3.060684,-0.150228
131,send_security_key,2.918141,2.842014,-0.076127
131,session_reset,2.936370,2.789913,-0.146457
131,write_target,2.915558,3.066970,0.151412
132,enter_extended_session,2.933507,2.996990,0.063483
132,read_target_after,2.820784,2.806884,-0.013900
132,read_target_before,2.999296,3.171242,0.171946
132,request_security_seed,2.905989,2.858427,-0.047562
132,send_security_key,3.101682,3.108525,0.006843
132,session_reset,2.898726,2.697514,-0.201212
132,write_target,3.080800,2.883289,-0.197511
133,enter_extended_session,3.045879,3.275933,0.230054
133,read_target_after,3.128990,2.935880,-0.193110
133,read_target_before,2.795222,3.017313,0.222091
133,request_security_seed,2.975202,2.886153,-0.089049
133,send_security_key,3.156926,3.005301,-0.151625
133,session_reset,2.710157,2.919467,0.209310
133,write_target,2.877005,3.035751,0.158746
134,enter_extended_session,2.616640,2.929175,0.312535
134,read_target_after,3.176691,2.880286,-0.296405
134,read_target_before,3.045600,2.953340,-0.092260
134,request_security_seed,2.879380,3.102169,0.222789
134,send_security_key,3.221389,3.032119,-0.189270
134,session_reset,3.079753,2.609306,-0.470447
134,write_target,2.817222,2.987003,0.169781
135,enter_extended_session,3.083594,3.042386,-0.041208
135,read_target_after,3.112787,3.205254,0.092467
135,read_target_before,3.034775,2.952711,-0.082064
135,request_security_seed,3.015149,2.997129,-0.018020
135,send_security_key,3.069416,3.072138,0.002722
135,session_reset,2.602672,2.910109,0.307437
135,write_target,3.039873,3.103357,0.063484
136,enter_extended_session,3.065924,2.788028,-0.277896
136,read_target_after,2.861570,3.039871,0.178301
136,read_target_before,3.296397,3.026672,-0.269725
136,request_security_seed,2.875050,3.130594,0.255544
136,send_security_key,3.001950,3.269577,0.267627
136,session_reset,2.931481,2.684454,-0.247027
136,write_target,2.855006,2.603020,-0.251986
137,enter_extended_session,3.268322,3.260987,-0.007335
137,read_target_after,3.039804,3.013263,-0.026541
137,read_target_before,2.873933,3.229209,0.355276
137,request_security_seed,2.944681,2.675933,-0.268748
137,send_security_key,2.967100,2.814916,-0.152184
137,session_reset,2.714208,2.962908,0.248700
137,write_target,3.015359,2.910109,-0.105250
138,enter_extended_session,3.046997,2.844039,-0.202958
138,read_target_after,3.029048,2.938743,-0.090305
138,read_target_before,2.803673,2.983232,0.179559
138,request_security_seed,3.283825,2.744796,-0.539029
138,send_security_key,3.084850,3.214612,0.129762
138,session_reset,2.881754,2.924496,0.042742
138,write_target,3.105523,2.782510,-0.323013
139,enter_extended_session,3.092533,3.095535,0.003002
139,read_target_after,3.027302,2.834611,-0.192691
139,read_target_before,3.088343,3.217127,0.128784
139,request_security_seed,2.500566,3.057471,0.556905
139,send_security_key,2.869742,2.855284,-0.014458
139,session_reset,2.970452,2.893068,-0.077384
139,write_target,3.054121,3.046577,-0.007544
140,enter_extended_session,3.229490,2.942026,-0.287464
140,read_target_after,3.037918,3.023879,-0.014039
140,read_target_before,3.009493,2.865690,-0.143803
140,request_security_seed,3.155668,3.272371,0.116703
140,send_security_key,2.887551,2.995593,0.108042
140,session_reset,2.720493,2.860033,0.139540
140,write_target,3.064178,2.831119,-0.233059
141,enter_extended_session,2.469417,2.832167,0.362750
141,read_target_after,3.027791,3.076188,0.048397
141,read_target_before,2.865343,3.092322,0.226979
141,request_security_seed,2.982185,3.013751,0.031566
141,send_security_key,2.720703,2.865830,0.145127
141,session_reset,2.886574,3.160206,0.273632
141,write_target,3.281032,3.040920,-0.240112
142,enter_extended_session,3.074933,3.076538,0.001605
142,read_target_after,3.053073,3.071858,0.018785
142,read_target_before,2.975411,3.006698,0.031287
142,request_security_seed,2.863177,3.225088,0.361911
142,send_security_key,3.231445,2.887480,-0.343965
142,session_reset,2.697445,2.632214,-0.065231
142,write_target,2.958160,2.803811,-0.154349
143,enter_extended_session,2.663923,2.730339,0.066416
143,read_target_after,3.057892,2.994405,-0.063487
143,read_target_before,2.699052,3.275793,0.576741
143,request_security_seed,3.040851,2.762746,-0.278105
143,send_security_key,2.736067,3.126544,0.390477
143,session_reset,3.269578,3.261405,-0.008173
143,write_target,3.286061,2.927987,-0.358074
144,enter_extended_session,2.808283,3.052653,0.244370
144,read_target_after,2.848510,3.155528,0.307018
144,read_target_before,2.862269,2.774478,-0.087791
144,request_security_seed,2.977297,3.268739,0.291442
144,send_security_key,3.317699,2.860941,-0.456758
144,session_reset,2.613637,2.528920,-0.084717
144,write_target,3.014451,3.042037,0.027586
145,enter_extended_session,3.284245,3.010050,-0.274195
145,read_target_after,3.118863,2.905709,-0.213154
145,read_target_before,2.955995,3.242897,0.286902
145,request_security_seed,2.633960,3.122703,0.488743
145,send_security_key,2.903475,3.048044,0.144569
145,session_reset,2.936369,2.773361,-0.163008
145,write_target,3.092813,2.878611,-0.214202
146,enter_extended_session,3.052025,3.046576,-0.005449
146,read_target_after,3.025347,3.304218,0.278871
146,read_target_before,2.789216,2.787888,-0.001328
146,request_security_seed,3.251001,3.238009,-0.012992
146,send_security_key,3.078704,2.779577,-0.299127
146,session_reset,2.895304,2.585071,-0.310233
146,write_target,2.939931,3.002786,0.062855
147,enter_extended_session,3.048953,2.805138,-0.243815
147,read_target_after,2.643180,2.787887,0.144707
147,read_target_before,3.386910,3.015008,-0.371902
147,request_security_seed,2.596037,3.025345,0.429308
147,send_security_key,2.855983,3.280123,0.424140
147,session_reset,2.938884,2.683825,-0.255059
147,write_target,2.979182,2.880985,-0.098197
148,enter_extended_session,3.226836,2.987421,-0.239415
148,read_target_after,2.996991,2.958298,-0.038693
148,read_target_before,3.031352,2.927429,-0.103923
148,request_security_seed,3.148894,2.916324,-0.232570
148,send_security_key,2.608888,2.613496,0.004608
148,session_reset,2.716233,3.155667,0.439434
148,write_target,2.876796,3.368750,0.491954
149,enter_extended_session,2.912275,2.751571,-0.160704
149,read_target_after,2.779508,2.664480,-0.115028
149,read_target_before,3.254074,3.105941,-0.148133
149,request_security_seed,2.703033,3.113763,0.410730
149,send_security_key,2.836498,3.216778,0.380280
149,session_reset,3.102101,2.775456,-0.326645
149,write_target,3.041549,2.666506,-0.375043
150,enter_extended_session,2.937487,3.172219,0.234732
150,read_target_after,2.980509,2.911295,-0.069214
150,read_target_before,2.985747,3.056703,0.070956
150,request_security_seed,3.234798,3.046856,-0.187942
150,send_security_key,2.869951,2.703800,-0.166151
150,session_reset,2.682500,2.902426,0.219926
150,write_target,2.953830,3.405487,0.451657
151,enter_extended_session,3.041340,2.829233,-0.212107
151,read_target_after,2.531016,2.778180,0.247164
151,read_target_before,3.210773,2.882731,-0.328042
151,request_security_seed,2.898656,3.057541,0.158885
151,send_security_key,2.915837,3.218593,0.302756
151,session_reset,2.930993,2.535345,-0.395648
151,write_target,3.041549,3.044412,0.002863
152,enter_extended_session,3.225090,3.117604,-0.107486
152,read_target_after,3.101962,2.885455,-0.216507
152,read_target_before,2.866600,2.714625,-0.151975
152,request_security_seed,2.986026,2.845366,-0.140660
152,send_security_key,2.944611,3.162232,0.217621
152,session_reset,2.812193,3.163629,0.351436
152,write_target,2.855285,3.219501,0.364216
153,enter_extended_session,2.691161,2.807443,0.116282
153,read_target_after,2.818758,2.944469,0.125711
153,read_target_before,2.877913,2.716091,-0.161822
153,request_security_seed,2.855495,3.239127,0.383632
153,send_security_key,3.241503,3.048253,-0.193250
153,session_reset,3.030236,2.771545,-0.258691
153,write_target,3.060755,2.608957,-0.451798
154,enter_extended_session,3.258334,2.979670,-0.278664
154,read_target_after,3.229001,2.864643,-0.364358
154,read_target_before,2.845997,3.313437,0.467440
154,request_security_seed,2.805209,3.101680,0.296471
154,send_security_key,3.064527,2.980997,-0.083530
154,session_reset,2.343704,2.956622,0.612918
154,write_target,3.019759,3.103636,0.083877
155,enter_extended_session,2.829654,2.873163,0.043509
155,read_target_after,2.862758,3.023809,0.161051
155,read_target_before,3.294163,3.174664,-0.119499
155,request_security_seed,2.728665,3.182276,0.453611
155,send_security_key,3.030515,2.925543,-0.104972
155,session_reset,2.710576,2.507060,-0.203516
155,write_target,2.701845,2.796338,0.094493
156,enter_extended_session,3.229839,2.665178,-0.564661
156,read_target_after,3.250861,2.694302,-0.556559
156,read_target_before,2.802485,3.247018,0.444533
156,request_security_seed,2.868346,2.851582,-0.016764
156,send_security_key,3.007328,2.836636,-0.170692
156,session_reset,2.761419,3.216568,0.455149
156,write_target,3.093651,2.929734,-0.163917
157,enter_extended_session,2.794454,3.185699,0.391245
157,read_target_after,2.856542,3.131154,0.274612
157,read_target_before,3.029048,2.929594,-0.099454
157,request_security_seed,2.737255,2.903893,0.166638
157,send_security_key,3.302403,3.105033,-0.197370
157,session_reset,2.753039,2.922610,0.169571
157,write_target,2.882174,2.858846,-0.023328
158,enter_extended_session,2.844739,2.917930,0.073191
158,read_target_after,2.781673,2.992730,0.211057
158,read_target_before,3.052585,3.274745,0.222160
158,request_security_seed,3.093929,2.962000,-0.131929
158,send_security_key,3.061873,2.688645,-0.373228
158,session_reset,2.931342,3.030513,0.099171
158,write_target,3.054400,2.815126,-0.239274
159,enter_extended_session,2.868275,3.237031,0.368756
159,read_target_after,3.121447,3.260498,0.139051
159,read_target_before,2.762118,2.859684,0.097566
159,request_security_seed,3.117396,3.060684,-0.056712
159,send_security_key,3.116837,2.886712,-0.230125
159,session_reset,2.658475,2.710225,0.051750
159,write_target,3.082057,2.840198,-0.241859
160,enter_extended_session,3.052584,2.697793,-0.354791
160,read_target_after,3.011309,2.986304,-0.025005
160,read_target_before,2.951805,2.704708,-0.247097
160,request_security_seed,3.046299,2.936159,-0.110140
160,send_security_key,2.940141,3.374896,0.434755
160,session_reset,2.898028,2.839360,-0.058668
160,write_target,3.265388,3.108735,-0.156653
161,enter_extended_session,2.956973,3.160975,0.204002
161,read_target_after,3.175992,3.208467,0.032475
161,read_target_before,2.689065,2.833214,0.144149
161,request_security_seed,3.319793,3.093998,-0.225795
161,send_security_key,2.961163,2.575014,-0.386149
161,session_reset,2.730550,2.709876,-0.020674
161,write_target,2.873164,3.071160,0.197996
162,enter_extended_session,2.836847,2.693883,-0.142964
162,read_target_after,2.852072,2.764701,-0.087371
162,read_target_before,3.159300,3.370286,0.210986
162,request_security_seed,2.887900,3.018640,0.130740
162,send_security_key,2.960325,3.109293,0.148968
162,session_reset,2.949849,2.712600,-0.237249
162,write_target,3.258124,2.875886,-0.382238
163,enter_extended_session,3.007398,3.249952,0.242554
163,read_target_after,3.008166,3.063339,0.055173
163,read_target_before,2.436592,2.827068,0.390476
163,request_security_seed,3.245832,2.964933,-0.280899
163,send_security_key,3.059150,2.936718,-0.122432
163,session_reset,2.647510,2.769240,0.121730
163,write_target,2.882453,3.272300,0.389847
164,enter_extended_session,3.069206,2.866947,-0.202259
164,read_target_after,2.812263,2.995523,0.183260
164,read_target_before,3.041480,3.031072,-0.010408
164,request_security_seed,2.823089,2.885524,0.062435
164,send_security_key,2.842644,3.198479,0.355835
164,session_reset,3.019969,2.853398,-0.166571
164,write_target,3.287877,2.902287,-0.385590
165,enter_extended_session,2.886573,2.811564,-0.075009
165,read_target_after,3.257077,3.184371,-0.072706
165,read_target_before,2.571314,3.020526,0.449212
165,request_security_seed,3.216989,2.990983,-0.226006
165,send_security_key,2.950128,3.121166,0.171038
165,session_reset,2.767007,3.188003,0.420996
165,write_target,2.906129,3.043014,0.136885
166,enter_extended_session,3.098329,2.668670,-0.429659
166,read_target_after,2.675237,2.826788,0.151551
166,read_target_before,3.106432,2.895232,-0.211200
166,request_security_seed,2.963468,3.294231,0.330763
166,send_security_key,2.852143,2.856262,0.004119
166,session_reset,2.760303,2.589402,-0.170901
166,write_target,3.204417,2.555598,-0.648819
167,enter_extended_session,3.352270,3.231374,-0.120896
167,read_target_after,3.292416,2.882452,-0.409964
167,read_target_before,2.966122,2.875817,-0.090305
167,request_security_seed,2.955297,2.945378,-0.009919
167,send_security_key,2.882663,2.631655,-0.251008
167,session_reset,2.263387,2.725311,0.461924
167,write_target,2.844111,3.326776,0.482665
168,enter_extended_session,2.689554,2.957949,0.268395
168,read_target_after,2.866949,3.214822,0.347873
168,read_target_before,3.036730,3.023249,-0.013481
168,request_security_seed,2.990427,3.003973,0.013546
168,send_security_key,2.878961,3.048602,0.169641
168,session_reset,2.917094,3.183813,0.266719
168,write_target,3.050698,2.789704,-0.260994
169,enter_extended_session,3.241851,2.623623,-0.618228
169,read_target_after,3.134088,2.618385,-0.515703
169,read_target_before,2.820714,3.253444,0.432730
169,request_security_seed,3.050140,2.632562,-0.417578
169,send_security_key,2.804512,2.883848,0.079336
169,session_reset,2.698005,2.935321,0.237316
169,write_target,3.092533,3.157064,0.064531
170,enter_extended_session,2.473049,3.078843,0.605794
170,read_target_after,2.994966,3.014939,0.019973
170,read_target_before,3.198900,2.590030,-0.608870
170,request_security_seed,2.885456,3.384604,0.499148
170,send_security_key,3.109783,2.755761,-0.354022
170,session_reset,2.891532,2.684454,-0.207078
170,write_target,2.869323,2.907035,0.037712
171,enter_extended_session,3.089180,3.095045,0.005865
171,read_target_after,2.777274,2.906477,0.129203
171,read_target_before,2.864853,3.267551,0.402698
171,request_security_seed,3.377971,2.834192,-0.543779
171,send_security_key,2.698842,3.042176,0.343334
171,session_reset,2.726639,2.870229,0.143590
171,write_target,3.287807,2.885315,-0.402492
172,enter_extended_session,3.027651,3.247647,0.219996
172,read_target_after,2.650723,3.247926,0.597203
172,read_target_before,3.208608,2.742003,-0.466605
172,request_security_seed,3.272721,3.066970,-0.205751
172,send_security_key,2.856543,2.881265,0.024722
172,session_reset,2.968497,2.598201,-0.370296
172,write_target,2.832238,3.078075,0.245837
173,enter_extended_session,3.288155,2.915556,-0.372599
173,read_target_after,3.013054,2.820923,-0.192131
173,read_target_before,2.951735,3.232352,0.280617
173,request_security_seed,2.870022,2.765888,-0.104134
173,send_security_key,2.859685,3.022970,0.163285
173,session_reset,2.805838,2.718047,-0.087791
173,write_target,3.343051,2.902705,-0.440346
174,enter_extended_session,2.814918,3.073186,0.258268
174,read_target_after,3.014591,3.001739,-0.012852
174,read_target_before,3.027651,2.789634,-0.238017
174,request_security_seed,3.342003,3.191286,-0.150717
174,send_security_key,2.970173,2.571802,-0.398371
174,session_reset,2.589124,2.696327,0.107203
174,write_target,2.628932,3.266225,0.637293
175,enter_extended_session,2.984699,2.812192,-0.172507
175,read_target_after,2.827907,3.012075,0.184168
175,read_target_before,3.344587,2.971149,-0.373438
175,request_security_seed,3.102659,3.034494,-0.068165
175,send_security_key,3.033099,3.023599,-0.009500
175,session_reset,2.940350,2.734111,-0.206239
175,write_target,3.128850,2.999923,-0.128927
176,enter_extended_session,2.982813,3.279564,0.296751
176,read_target_after,3.088273,3.087293,-0.000980
176,read_target_before,2.909132,2.782231,-0.126901
176,request_security_seed,3.097841,2.893626,-0.204215
176,send_security_key,3.222017,2.852210,-0.369807
176,session_reset,2.948313,2.744936,-0.203377
176,write_target,2.669580,3.259031,0.589451
177,enter_extended_session,3.024578,2.885036,-0.139542
177,read_target_after,2.898516,2.754365,-0.144151
177,read_target_before,3.213567,2.815964,-0.397603
177,request_security_seed,2.802626,3.193730,0.391104
177,send_security_key,2.865971,3.104125,0.238154
177,session_reset,2.918351,2.722378,-0.195973
177,write_target,3.041200,2.866807,-0.174393
178,enter_extended_session,3.009702,2.916114,-0.093588
178,read_target_after,3.223414,3.268110,0.044696
178,read_target_before,2.847324,3.088202,0.240878
178,request_security_seed,3.088552,2.858985,-0.229567
178,send_security_key,3.302263,2.885455,-0.416808
178,session_reset,2.669021,3.239545,0.570524
178,write_target,2.818339,2.810027,-0.008312
179,enter_extended_session,2.789216,2.858287,0.069071
179,read_target_after,2.706944,2.837474,0.130530
179,read_target_before,3.389844,2.919397,-0.470447
179,request_security_seed,2.969684,3.098817,0.129133
179,send_security_key,2.852492,3.190447,0.337955
179,session_reset,2.952433,2.499796,-0.452637
179,write_target,3.034147,2.774967,-0.259180
180,enter_extended_session,3.031492,3.059846,0.028354
180,read_target_after,2.918490,3.101750,0.183260
180,read_target_before,2.901799,3.095045,0.193246
180,request_security_seed,3.278937,2.874141,-0.404796
180,send_security_key,2.826581,2.767773,-0.058808
180,session_reset,2.946566,3.089319,0.142753
180,write_target,2.839920,3.070671,0.230751
181,enter_extended_session,2.965074,2.824344,-0.140730
181,read_target_after,2.534997,3.009980,0.474983
181,read_target_before,3.198481,2.854515,-0.343966
181,request_security_seed,2.934623,3.271113,0.336490
181,send_security_key,2.837406,3.064385,0.226979
181,session_reset,2.834054,2.711412,-0.122642
181,write_target,3.062012,2.892928,-0.169084
182,enter_extended_session,3.047346,2.918769,-0.128577
182,read_target_after,2.952153,2.788516,-0.163637
182,read_target_before,2.692627,3.143235,0.450608
182,request_security_seed,3.064876,2.698073,-0.366803
182,send_security_key,2.990147,2.936508,-0.053639
182,session_reset,2.640945,3.097490,0.456545
182,write_target,3.189471,3.185279,-0.004192
183,enter_extended_session,2.796758,2.931689,0.134931
183,read_target_after,2.763724,3.211260,0.447536
183,read_target_before,3.236544,2.855493,-0.381051
183,request_security_seed,3.065365,3.033167,-0.032198
183,send_security_key,2.844041,3.205254,0.361213
183,session_reset,2.932528,2.854375,-0.078153
183,write_target,2.950338,3.104894,0.154556
184,enter_extended_session,3.207630,2.723774,-0.483856
184,read_target_after,3.399831,2.892718,-0.507113
184,read_target_before,2.863596,3.047205,0.183609
184,request_security_seed,3.302193,3.025345,-0.276848
184,send_security_key,2.700938,2.875747,0.174809
184,session_reset,2.715465,3.033516,0.318051
184,write_target,3.025556,3.266155,0.240599
185,enter_extended_session,2.740048,3.090367,0.350319
185,read_target_after,2.884199,3.039802,0.155603
185,read_target_before,3.207979,2.916603,-0.291376
185,request_security_seed,2.819108,3.030024,0.210916
185,send_security_key,3.092254,3.081637,-0.010617
185,session_reset,2.722937,2.673908,-0.049029
185,write_target,2.895163,2.996221,0.101058
186,enter_extended_session,3.271464,2.809888,-0.461576
186,read_target_after,2.913183,3.003485,0.090302
186,read_target_before,2.817153,3.024368,0.207215
186,request_security_seed,2.877913,2.933785,0.055872
186,send_security_key,3.003836,2.924007,-0.079829
186,session_reset,2.733902,3.128919,0.395017
186,write_target,3.374828,3.050767,-0.324061
187,enter_extended_session,3.043993,3.300167,0.256174
187,read_target_after,2.700100,3.049161,0.349061
187,read_target_before,3.057473,2.814846,-0.242627
187,request_security_seed,2.482547,2.745774,0.263227
187,send_security_key,3.239826,3.110829,-0.128997
187,session_reset,2.725242,2.672093,-0.053149
187,write_target,2.976458,3.187584,0.211126
188,enter_extended_session,3.245204,2.951524,-0.293680
188,read_target_after,3.134646,2.797875,-0.336771
188,read_target_before,3.005232,2.959346,-0.045886
188,request_security_seed,2.829584,2.872953,0.043369
188,send_security_key,2.806397,3.004183,0.197786
188,session_reset,2.898027,2.864991,-0.033036
188,write_target,3.279566,3.183464,-0.096102
189,enter_extended_session,2.851444,3.271392,0.419948
189,read_target_after,2.819177,3.322935,0.503758
189,read_target_before,2.835800,3.027091,0.191291
