run_id,random_seed,case_id,patch_state,trial,mutation_kind,did_hex,payload_length,data_hex,request_payload,request_can_data_hex,response_payload,response_class,response_sid,nrc,attack_pass,attack_success,timeout,send_wall_iso,send_monotonic_ns,recv_monotonic_ns,latency_ms,observer_request_seen,observer_response_seen,observer_request_timestamp_us,observer_response_timestamp_us,observer_latency_ms,observer_consistent,consistency_note
run_2,20260711,1,after,1,target_did_random_data,0x1234,4,F3,2E1234F3,042E1234F3000000,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:42:57.660982+02:00,2936620046248,2936622503136,2.456888,true,true,245319137,245323225,4.088000,true,matched_request_response
run_2,20260711,2,after,2,target_did_random_data,0x1234,5,BFD1,2E1234BFD1,052E1234BFD10000,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:42:57.684857+02:00,2936643921046,2936646924654,3.003608,true,true,245342992,245347075,4.083000,true,matched_request_response
run_2,20260711,3,after,3,target_did_random_data,0x1234,4,1B,2E12341B,042E12341B000000,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:42:57.709254+02:00,2936668318189,2936671359303,3.041114,true,true,245367373,245371458,4.085000,true,matched_request_response
run_2,20260711,4,after,4,target_did_random_data,0x1234,4,98,2E123498,042E123498000000,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:42:57.733612+02:00,2936692676361,2936695784802,3.108441,true,true,245391723,245395809,4.086000,true,matched_request_response
run_2,20260711,5,after,5,target_did_random_data,0x1234,4,21,2E123421,042E123421000000,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:42:57.758105+02:00,2936717169187,2936720187463,3.018276,true,true,245416186,245420271,4.085000,true,matched_request_response
run_2,20260711,6,after,6,target_did_random_data,0x1234,6,3E0258,2E12343E0258,062E12343E025800,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:42:57.782555+02:00,2936741620039,2936744620994,3.000955,true,true,245440614,245444697,4.083000,true,matched_request_response
run_2,20260711,7,after,7,target_did_random_data,0x1234,4,1C,2E12341C,042E12341C000000,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:42:57.806979+02:00,2936766043722,2936769051591,3.007869,true,true,245465026,245469113,4.087000,true,matched_request_response
run_2,20260711,8,after,8,target_did_random_data,0x1234,6,AC8D5F,2E1234AC8D5F,062E1234AC8D5F00,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:42:57.831378+02:00,2936790440796,2936793430576,2.989780,true,true,245489389,245493466,4.077000,true,matched_request_response
run_2,20260711,9,after,9,target_did_random_data,0x1234,7,3C6703C2,2E12343C6703C2,072E12343C6703C2,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:42:57.855712+02:00,2936814776618,2936817886177,3.109559,true,true,245513691,245517770,4.079000,true,matched_request_response
run_2,20260711,10,after,10,unknown_did,0x2222,5,8583,2E22228583,052E222285830000,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:42:57.880250+02:00,2936839313724,2936842339542,3.025818,true,true,245538215,245542295,4.080000,true,matched_request_response
