run_id,random_seed,case_id,patch_state,trial,mutation_kind,did_hex,payload_length,data_hex,request_payload,request_can_data_hex,response_payload,response_class,response_sid,nrc,attack_pass,attack_success,timeout,send_wall_iso,send_monotonic_ns,recv_monotonic_ns,latency_ms,observer_request_seen,observer_response_seen,observer_request_timestamp_us,observer_response_timestamp_us,observer_latency_ms,observer_consistent,consistency_note
run_3,20260712,1,after,1,target_did_random_data,0x1234,7,5A86F2F2,2E12345A86F2F2,072E12345A86F2F2,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:43:56.650481+02:00,2995609544427,2995612069760,2.525333,true,true,35815060,35819136,4.076000,true,matched_request_response
run_3,20260712,2,after,2,target_did_random_data,0x1234,4,A8,2E1234A8,042E1234A8000000,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:43:56.674331+02:00,2995633394857,2995636514333,3.119476,true,true,35838912,35843001,4.089000,true,matched_request_response
run_3,20260712,3,after,3,target_did_random_data,0x1234,4,40,2E123440,042E123440000000,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:43:56.698817+02:00,2995657880077,2995660927407,3.047330,true,true,35863387,35867478,4.091000,true,matched_request_response
run_3,20260712,4,after,4,target_did_random_data,0x1234,7,E69EAFDF,2E1234E69EAFDF,072E1234E69EAFDF,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:43:56.723226+02:00,2995682289101,2995685314361,3.025260,true,true,35887757,35891833,4.076000,true,matched_request_response
run_3,20260712,5,after,5,target_did_random_data,0x1234,5,C7D3,2E1234C7D3,052E1234C7D30000,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:43:56.747604+02:00,2995706667813,2995709757956,3.090143,true,true,35912117,35916204,4.087000,true,matched_request_response
run_3,20260712,6,after,6,target_did_random_data,0x1234,6,9FD474,2E12349FD474,062E12349FD47400,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:43:56.772090+02:00,2995731154430,2995734213634,3.059204,true,true,35936587,35940670,4.083000,true,matched_request_response
run_3,20260712,7,after,7,target_did_random_data,0x1234,5,8542,2E12348542,052E123485420000,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:43:56.796578+02:00,2995755641257,2995758569717,2.928460,true,true,35961048,35965132,4.084000,true,matched_request_response
run_3,20260712,8,after,8,target_did_random_data,0x1234,5,ED5E,2E1234ED5E,052E1234ED5E0000,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:43:56.820847+02:00,2995779911435,2995783061642,3.150207,true,true,35985296,35989383,4.087000,true,matched_request_response
run_3,20260712,9,after,9,target_did_random_data,0x1234,6,CEE765,2E1234CEE765,062E1234CEE76500,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:43:56.845421+02:00,2995804486053,2995807452228,2.966175,true,true,36009837,36013917,4.080000,true,matched_request_response
run_3,20260712,10,after,10,target_did_random_data,0x1234,4,A7,2E1234A7,042E1234A7000000,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:43:56.869751+02:00,2995828814899,2995831841975,3.027076,true,true,36034174,36038265,4.091000,true,matched_request_response
run_3,20260712,11,after,11,target_did_random_data,0x1234,4,EA,2E1234EA,042E1234EA000000,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:43:56.894147+02:00,2995853210582,2995856288014,3.077432,true,true,36058541,36062631,4.090000,true,matched_request_response
run_3,20260712,12,after,12,target_did_random_data,0x1234,6,42DC73,2E123442DC73,062E123442DC7300,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:43:56.918578+02:00,2995877642165,2995880684466,3.042301,true,true,36082922,36087002,4.080000,true,matched_request_response
run_3,20260712,13,after,13,target_did_random_data,0x1234,4,2F,2E12342F,042E12342F000000,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:43:56.943070+02:00,2995902133112,2995905096423,2.963311,true,true,36107406,36111496,4.090000,true,matched_request_response
run_3,20260712,14,after,14,target_did_random_data,0x1234,7,67D46FDE,2E123467D46FDE,072E123467D46FDE,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:43:56.967409+02:00,2995926472224,2995929458722,2.986498,true,true,36131700,36135779,4.079000,true,matched_request_response
run_3,20260712,15,after,15,missing_data,0x1234,3,,2E1234,032E123400000000,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:43:56.991787+02:00,2995950850727,2995953977676,3.126949,true,true,36156080,36160175,4.095000,true,matched_request_response
run_3,20260712,16,after,16,target_did_random_data,0x1234,5,7203,2E12347203,052E123472030000,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:43:57.016331+02:00,2995975395243,2995978334947,2.939704,true,true,36180598,36184689,4.091000,true,matched_request_response
run_3,20260712,17,after,17,missing_data,0x1234,3,,2E1234,032E123400000000,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:43:57.041107+02:00,2996000171075,2996002707933,2.536858,true,true,36205349,36209443,4.094000,true,matched_request_response
run_3,20260712,18,after,18,target_did_random_data,0x1234,6,B12E34,2E1234B12E34,062E1234B12E3400,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:43:57.064986+02:00,2996024049721,2996027157255,3.107534,true,true,36229202,36233285,4.083000,true,matched_request_response
run_3,20260712,19,after,19,target_did_random_data,0x1234,7,7569F44D,2E12347569F44D,072E12347569F44D,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:43:57.089412+02:00,2996048476275,2996051560342,3.084067,true,true,36253590,36257669,4.079000,true,matched_request_response
run_3,20260712,20,after,20,target_did_random_data,0x1234,6,CF2558,2E1234CF2558,062E1234CF255800,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:43:57.113875+02:00,2996072939984,2996076056388,3.116404,true,true,36278053,36282133,4.080000,true,matched_request_response
run_3,20260712,21,after,21,target_did_random_data,0x1234,6,25926C,2E123425926C,062E123425926C00,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:43:57.138480+02:00,2996097543726,2996100397106,2.853380,true,true,36302624,36306706,4.082000,true,matched_request_response
run_3,20260712,22,after,22,target_did_random_data,0x1234,7,926C98AD,2E1234926C98AD,072E1234926C98AD,7F2E31,negative,0x7F,0x31,false,false,false,2026-07-10T12:43:57.162676+02:00,2996121740431,2996124806828,3.066397,true,true,36326792,36330868,4.076000,true,matched_request_response
