MON,0006292513,7E0,8,072E12345A86F2F2
MON,0006296595,7E8,8,036E123400000000
MON,0006316251,7E0,8,042E1234A8000000
MON,0006320345,7E8,8,036E123400000000
MON,0006340735,7E0,8,042E123440000000
MON,0006344827,7E8,8,036E123400000000
MON,0006365111,7E0,8,072E1234E69EAFDF
MON,0006369193,7E8,8,036E123400000000
MON,0006389451,7E0,8,052E1234C7D30000
MON,0006393542,7E8,8,036E123400000000
MON,0006413746,7E0,8,062E12349FD47400
MON,0006417830,7E8,8,036E123400000000
MON,0006437340,7E0,8,052E123485420000
MON,0006441430,7E8,8,036E123400000000
MON,0006461682,7E0,8,052E1234ED5E0000
MON,0006465773,7E8,8,036E123400000000
MON,0006486113,7E0,8,062E1234CEE76500
MON,0006490199,7E8,8,036E123400000000
MON,0006510581,7E0,8,042E1234A7000000
MON,0006514675,7E8,8,036E123400000000
MON,0006534815,7E0,8,042E1234EA000000
MON,0006538907,7E8,8,036E123400000000
MON,0006559197,7E0,8,062E123442DC7300
MON,0006563283,7E8,8,036E123400000000
MON,0006583591,7E0,8,042E12342F000000
MON,0006587686,7E8,8,036E123400000000
MON,0006608174,7E0,8,072E123467D46FDE
MON,0006612256,7E8,8,036E123400000000
MON,0006632497,7E0,8,032E123400000000
MON,0006636595,7E8,8,037F2E1300000000
MON,0006656997,7E0,8,052E123472030000
MON,0006661089,7E8,8,036E123400000000
MON,0006681274,7E0,8,032E123400000000
MON,0006685372,7E8,8,037F2E1300000000
MON,0006705574,7E0,8,062E1234B12E3400
MON,0006709660,7E8,8,036E123400000000
MON,0006729949,7E0,8,072E12347569F44D
MON,0006734029,7E8,8,036E123400000000
MON,0006754312,7E0,8,062E1234CF255800
MON,0006758399,7E8,8,036E123400000000
MON,0006778668,7E0,8,062E123425926C00
MON,0006782757,7E8,8,036E123400000000
MON,0006802955,7E0,8,072E1234926C98AD
MON,0006807035,7E8,8,036E123400000000
MON,0006826394,7E0,8,062E333364B3EA00
MON,0006830480,7E8,8,037F2E3100000000
MON,0006849973,7E0,8,042E1234E3000000
MON,0006854065,7E8,8,036E123400000000
MON,0006874288,7E0,8,052E1234C9520000
MON,0006878379,7E8,8,036E123400000000
MON,0006898709,7E0,8,052E123485EF0000
